datatype,sampling,time_step,n_estimators,min_samples_split,min_samples_leaf,max_depth,max_features,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,5,0.1,0.1,3,log2,0.016913472706155636,0.17073013020536998,0.4170150987224158,0.10684032968647739,0.8373973727422005,0.053885455119147566,0.43392857142857144,0.1729563617252181
Non_temporal,SMOTE,8,5,0.1,0.1,3,sqrt,0.016913472706155636,0.17073013020536998,0.4170150987224158,0.10684032968647739,0.8373973727422005,0.053885455119147566,0.43392857142857144,0.1729563617252181
Non_temporal,SMOTE,8,5,0.1,0.1,5,log2,0.04992740998838561,0.17080070882088882,0.3304297328687572,0.08083990806941475,0.8229119334771509,0.06754842475985436,0.38035714285714284,0.1775057486852934
Non_temporal,SMOTE,8,5,0.1,0.1,5,sqrt,0.04992740998838561,0.17080070882088882,0.3304297328687572,0.08083990806941475,0.8229119334771509,0.06754842475985436,0.38035714285714284,0.1775057486852934
Non_temporal,SMOTE,8,5,0.1,0.1,8,log2,0.05683797909407664,0.12128717030218795,0.32351916376306616,0.06996192631972688,0.8233096805155629,0.04924974509110105,0.38035714285714284,0.15892857142857142
Non_temporal,SMOTE,8,5,0.1,0.1,8,sqrt,0.05683797909407664,0.12128717030218795,0.32351916376306616,0.06996192631972688,0.8233096805155629,0.04924974509110105,0.38035714285714284,0.15892857142857142
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,3,log2,-0.028977932636469233,0.20121325029264522,0.43612078977932633,0.11206513608086288,0.8585500728685845,0.0646358180921384,0.40714285714285714,0.2264127980085066
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,3,sqrt,-0.028977932636469233,0.20121325029264522,0.43612078977932633,0.11206513608086288,0.8585500728685845,0.0646358180921384,0.40714285714285714,0.2264127980085066
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,5,log2,-0.028977932636469233,0.20121325029264522,0.43612078977932633,0.11206513608086288,0.8585500728685845,0.0646358180921384,0.40714285714285714,0.2264127980085066
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,5,sqrt,-0.028977932636469233,0.20121325029264522,0.43612078977932633,0.11206513608086288,0.8585500728685845,0.0646358180921384,0.40714285714285714,0.2264127980085066
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,8,log2,-0.028977932636469233,0.20121325029264522,0.43612078977932633,0.11206513608086288,0.8585500728685845,0.0646358180921384,0.40714285714285714,0.2264127980085066
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,8,sqrt,-0.028977932636469233,0.20121325029264522,0.43612078977932633,0.11206513608086288,0.8585500728685845,0.0646358180921384,0.40714285714285714,0.2264127980085066
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,3,log2,-0.026538908246225318,0.1843591469125477,0.44796747967479683,0.12395026571323702,0.855076537557356,0.053502668066194345,0.42142857142857143,0.21282238450627974
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,3,sqrt,-0.026538908246225318,0.1843591469125477,0.44796747967479683,0.12395026571323702,0.855076537557356,0.053502668066194345,0.42142857142857143,0.21282238450627974
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,5,log2,-0.026538908246225318,0.1843591469125477,0.44796747967479683,0.12395026571323702,0.855076537557356,0.053502668066194345,0.42142857142857143,0.21282238450627974
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,5,sqrt,-0.026538908246225318,0.1843591469125477,0.44796747967479683,0.12395026571323702,0.855076537557356,0.053502668066194345,0.42142857142857143,0.21282238450627974
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,8,log2,-0.026538908246225318,0.1843591469125477,0.44796747967479683,0.12395026571323702,0.855076537557356,0.053502668066194345,0.42142857142857143,0.21282238450627974
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,8,sqrt,-0.026538908246225318,0.1843591469125477,0.44796747967479683,0.12395026571323702,0.855076537557356,0.053502668066194345,0.42142857142857143,0.21282238450627974
Non_temporal,SMOTE,8,5,0.1,0.5,3,log2,0.011730545876887344,0.19255759938607758,0.4168408826945412,0.06790045939797514,0.8404128359563142,0.05772007785144565,0.42857142857142855,0.20028678418299933
Non_temporal,SMOTE,8,5,0.1,0.5,3,sqrt,0.011730545876887344,0.19255759938607758,0.4168408826945412,0.06790045939797514,0.8404128359563142,0.05772007785144565,0.42857142857142855,0.20028678418299933
Non_temporal,SMOTE,8,5,0.1,0.5,5,log2,0.011730545876887344,0.19255759938607758,0.4168408826945412,0.06790045939797514,0.8404128359563142,0.05772007785144565,0.42857142857142855,0.20028678418299933
Non_temporal,SMOTE,8,5,0.1,0.5,5,sqrt,0.011730545876887344,0.19255759938607758,0.4168408826945412,0.06790045939797514,0.8404128359563142,0.05772007785144565,0.42857142857142855,0.20028678418299933
Non_temporal,SMOTE,8,5,0.1,0.5,8,log2,0.011730545876887344,0.19255759938607758,0.4168408826945412,0.06790045939797514,0.8404128359563142,0.05772007785144565,0.42857142857142855,0.20028678418299933
Non_temporal,SMOTE,8,5,0.1,0.5,8,sqrt,0.011730545876887344,0.19255759938607758,0.4168408826945412,0.06790045939797514,0.8404128359563142,0.05772007785144565,0.42857142857142855,0.20028678418299933
Non_temporal,SMOTE,8,5,0.23333333333333334,0.1,3,log2,0.014532520325203257,0.1660712432729303,0.4193960511033682,0.1057391627704458,0.8385878489326766,0.05204141036442959,0.43392857142857144,0.1729563617252181
