datatype,sampling,time_step,solver,shrinkage,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,lsqr,0.27,0.05268583042973287,0.17988550623895824,0.40267131242740994,0.07292891849890117,0.8253685690552699,0.058273330400954663,0.4553571428571429,0.18561982487804232
Non_temporal,SMOTE,8,lsqr,0.28,0.055066782810685264,0.18152845961405634,0.40029036004645757,0.07771720831857859,0.8237202174069183,0.05958995730026217,0.4553571428571429,0.18561982487804232
Non_temporal,SMOTE,8,lsqr,0.29,0.042508710801393734,0.20566313798763697,0.4003484320557491,0.07955746584734869,0.8279018176525916,0.06814364859035558,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,lsqr,0.3,0.042508710801393734,0.20566313798763697,0.4003484320557491,0.07955746584734869,0.8279018176525916,0.06814364859035558,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,lsqr,0.31,0.037746806039488975,0.20693288479781216,0.40511033681765385,0.08247582947574146,0.8290880524704054,0.06774129374954196,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,lsqr,0.32,0.04012775842044135,0.20975306290675513,0.4027293844367015,0.0807143481774991,0.8281649755473286,0.06860799714018886,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,lsqr,0.33,0.03530778164924507,0.21115727231777306,0.40754936120789775,0.08385960078541044,0.8295483747568146,0.06834385417070578,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,lsqr,0.34,0.022807781649245067,0.2048551290746683,0.40754936120789775,0.08385960078541044,0.8331056870097792,0.06671442457095918,0.4303571428571429,0.19454453611091793
Non_temporal,SMOTE,8,lsqr,0.35000000000000003,0.022807781649245067,0.20248927153638865,0.40754936120789775,0.08520088035638437,0.8331629630670552,0.06601292175471953,0.4303571428571429,0.19454453611091793
Non_temporal,SMOTE,8,lsqr,0.36,0.030487804878048787,0.19470519378892345,0.41236933797909403,0.08233187661732419,0.8305973913838365,0.06207054895889871,0.4428571428571429,0.186399833581427
Non_temporal,SMOTE,8,lsqr,0.37,0.040606852497096405,0.2054710157646694,0.4147502903600465,0.07745761195247344,0.8290790763655214,0.0634204216943622,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,lsqr,0.38,0.03346399535423925,0.20406365092085038,0.42189314750290363,0.08158621301690942,0.8312308232541105,0.06301190832948547,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,lsqr,0.39,0.026263066202090585,0.19898551565253678,0.4290940766550523,0.08026822696525951,0.8342516035536631,0.060557224535860765,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,lsqr,0.4,0.02382404181184668,0.19932955430023228,0.4315331010452962,0.07866408313488392,0.8351287965361192,0.06060108621845276,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,lsqr,0.41000000000000003,0.004776422764227633,0.1903998389198416,0.436295005807201,0.08187825876271267,0.8426910410548855,0.05736455549437124,0.44107142857142856,0.20810276356666105
Non_temporal,SMOTE,8,lsqr,0.42,0.007157375145180017,0.19173480020327532,0.43391405342624856,0.07961365376721469,0.8419787903426347,0.05774917887510971,0.44107142857142856,0.20810276356666105
Non_temporal,SMOTE,8,lsqr,0.43,0.004776422764227628,0.19254634279973804,0.436295005807201,0.08325146621908978,0.8424612963423821,0.05824763707038805,0.44107142857142856,0.20810276356666105
Non_temporal,SMOTE,8,lsqr,0.44,0.004776422764227628,0.19254634279973804,0.436295005807201,0.08325146621908978,0.8424612963423821,0.05824763707038805,0.44107142857142856,0.20810276356666105
Non_temporal,SMOTE,8,lsqr,0.45,0.004718350754936112,0.18889286010895748,0.43635307781649246,0.08206427659942811,0.8430460916640194,0.0565428779932099,0.44107142857142856,0.20810276356666105
Non_temporal,SMOTE,8,lsqr,0.46,-0.0077816492450638874,0.20119277047852666,0.43635307781649246,0.08206427659942811,0.8482748498339541,0.06263032860201462,0.42857142857142855,0.22246302146282054
Non_temporal,SMOTE,8,lsqr,0.47000000000000003,-0.0077816492450638874,0.20119277047852666,0.43635307781649246,0.08206427659942811,0.8482748498339541,0.06263032860201462,0.42857142857142855,0.22246302146282054
Non_temporal,SMOTE,8,lsqr,0.48,-0.0077816492450638874,0.20119277047852666,0.43635307781649246,0.08206427659942811,0.8482748498339541,0.06263032860201462,0.42857142857142855,0.22246302146282054
Non_temporal,SMOTE,8,lsqr,0.49,-0.0077816492450638874,0.20119277047852666,0.43635307781649246,0.08206427659942811,0.8482748498339541,0.06263032860201462,0.42857142857142855,0.22246302146282054
Non_temporal,SMOTE,8,lsqr,0.5,-0.005342624854819983,0.1982196486787751,0.43391405342624856,0.08011319406110441,0.8478795929169582,0.06223153233120698,0.42857142857142855,0.22246302146282054
Non_temporal,SMOTE,8,lsqr,0.51,-0.017842624854819984,0.18842555477281392,0.43391405342624856,0.08011319406110441,0.8507121052322291,0.06028817082875861,0.41607142857142854,0.20702736928399845
Non_temporal,SMOTE,8,lsqr,0.52,-0.022662601626016264,0.1910275904492161,0.43873403019744484,0.08703878394892117,0.8515155649304257,0.05993376797856899,0.41607142857142854,0.20702736928399845
Non_temporal,SMOTE,8,lsqr,0.53,-0.022662601626016264,0.1910275904492161,0.43873403019744484,0.08703878394892117,0.8515155649304257,0.05993376797856899,0.41607142857142854,0.20702736928399845
Non_temporal,SMOTE,8,lsqr,0.54,-0.03516260162601627,0.19262026564096954,0.43873403019744484,0.08703878394892117,0.8564175257147394,0.060249998733335884,0.4035714285714286,0.21282238450627972
Non_temporal,SMOTE,8,lsqr,0.55,-0.03760162601626017,0.19377750438877672,0.44117305458768874,0.08528643188099187,0.8570711204859812,0.06056244320008459,0.4035714285714286,0.21282238450627972
Non_temporal,SMOTE,8,lsqr,0.56,-0.050101626016260184,0.19497674363045425,0.44117305458768874,0.08528643188099187,0.8605711204859812,0.06048604535726901,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.5700000000000001,-0.05486353077816493,0.20045073102818295,0.44593495934959354,0.08309227924750866,0.8611903155324209,0.06133378491917091,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.58,-0.05486353077816493,0.20045073102818295,0.44593495934959354,0.08309227924750866,0.8611903155324209,0.06133378491917091,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.59,-0.06444541231126598,0.1946891333915573,0.4555168408826945,0.07259196280769037,0.8650064798749009,0.059301117496502784,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.6,-0.06444541231126598,0.1946891333915573,0.4555168408826945,0.07259196280769037,0.8650064798749009,0.059301117496502784,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.61,-0.06444541231126598,0.1913112745905796,0.4555168408826945,0.0785914915415858,0.8649087997772208,0.0580181609599736,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.62,-0.06682636469221837,0.18749310677299924,0.4578977932636469,0.08024629286216083,0.8657024505708716,0.05686363271806369,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.63,-0.06926538908246227,0.18532627116123446,0.46033681765389084,0.07850470112211892,0.8666548315232525,0.055825518056745946,0.39107142857142857,0.21044928857381412
Non_temporal,SMOTE,8,lsqr,0.64,-0.07688734030197444,0.16553922822481001,0.45545876887340303,0.08034238874673741,0.8684524836560312,0.05190522078880781,0.37857142857142856,0.19162969178994732
Non_temporal,SMOTE,8,lsqr,0.65,-0.07932636469221835,0.1701644914034026,0.4578977932636469,0.07592623738861935,0.8690549327367412,0.0528812080051216,0.37857142857142856,0.19162969178994732
Non_temporal,SMOTE,8,lsqr,0.66,-0.08408826945412311,0.16777796201787193,0.4626596980255516,0.07542928108693323,0.8704629787137528,0.052469432164973476,0.37857142857142856,0.19162969178994732
Non_temporal,SMOTE,8,lsqr,0.67,-0.09896922183507548,0.1553908666557898,0.465040650406504,0.07158740826141942,0.874429042062169,0.049479024959224974,0.36607142857142855,0.17879450352232842
Non_temporal,SMOTE,8,lsqr,0.68,-0.09896922183507548,0.1553908666557898,0.465040650406504,0.07158740826141942,0.874429042062169,0.049479024959224974,0.36607142857142855,0.17879450352232842
Non_temporal,SMOTE,8,lsqr,0.6900000000000001,-0.0965882694541231,0.16054303483430826,0.4626596980255516,0.06579538150664152,0.8735740090523582,0.050392429688093564,0.36607142857142855,0.17879450352232842
Non_temporal,SMOTE,8,lsqr,0.7000000000000001,-0.0965882694541231,0.16054303483430826,0.4626596980255516,0.06579538150664152,0.8735740090523582,0.050392429688093564,0.36607142857142855,0.17879450352232842
Non_temporal,SMOTE,8,lsqr,0.71,-0.0913472706155633,0.14422737384862158,0.46991869918699186,0.056947770438465446,0.8712231899368332,0.04444240934078904,0.37857142857142856,0.16536909861128893
Non_temporal,SMOTE,8,lsqr,0.72,-0.0913472706155633,0.14422737384862158,0.46991869918699186,0.056947770438465446,0.8712231899368332,0.04444240934078904,0.37857142857142856,0.16536909861128893
Non_temporal,SMOTE,8,lsqr,0.73,-0.10146631823461094,0.13707739804136862,0.4675377468060395,0.053015928003458584,0.8736497544323631,0.04261860835125626,0.36607142857142855,0.15030793222513547
Non_temporal,SMOTE,8,lsqr,0.74,-0.10146631823461094,0.13707739804136862,0.4675377468060395,0.053015928003458584,0.8736497544323631,0.04261860835125626,0.36607142857142855,0.15030793222513547
Non_temporal,SMOTE,8,lsqr,0.75,-0.10384727061556329,0.1348628654996247,0.46991869918699186,0.05492077192008181,0.8742874598069106,0.04230310129131734,0.36607142857142855,0.15030793222513547
Non_temporal,SMOTE,8,lsqr,0.76,-0.10628629500580719,0.13205119461770207,0.4723577235772359,0.054028944113499365,0.8750779736409028,0.04130946642380866,0.36607142857142855,0.15030793222513547
Non_temporal,SMOTE,8,lsqr,0.77,-0.1087253193960511,0.12959213953294502,0.47479674796747967,0.05412062024139517,0.8758026113220622,0.04049933876070862,0.36607142857142855,0.15030793222513547
Non_temporal,SMOTE,8,lsqr,0.78,-0.12842624854819978,0.10561607115194982,0.48199767711962843,0.05692241930240579,0.8808589100957521,0.03438933722769663,0.35357142857142854,0.13238394994893313
Non_temporal,SMOTE,8,lsqr,0.79,-0.12848432055749132,0.10476337747573568,0.48205574912891985,0.055477737846002205,0.8809451941820363,0.034117649229491884,0.35357142857142854,0.13238394994893313
Non_temporal,SMOTE,8,lsqr,0.8,-0.1333042973286876,0.11307812456714188,0.48687572590011624,0.05740570125886823,0.8815166227534649,0.03495801794617369,0.35357142857142854,0.13238394994893313
Non_temporal,SMOTE,8,lsqr,0.81,-0.1308652729384437,0.1153776472335077,0.4844367015098722,0.05573569814987879,0.8809012381380802,0.035622952153099935,0.35357142857142854,0.13238394994893313
Non_temporal,SMOTE,8,lsqr,0.8200000000000001,-0.12848432055749132,0.11730060735589583,0.48205574912891985,0.053447358602760425,0.8803314375682797,0.036125081149011314,0.35357142857142854,0.13238394994893313
Non_temporal,SMOTE,8,lsqr,0.8300000000000001,-0.12848432055749132,0.11730060735589583,0.48205574912891985,0.053447358602760425,0.8803314375682797,0.036125081149011314,0.35357142857142854,0.13238394994893313
Non_temporal,SMOTE,8,lsqr,0.84,-0.1159843205574913,0.13335123698249385,0.48205574912891985,0.053447358602760425,0.8771975344343765,0.04009528836886887,0.36607142857142855,0.15030793222513547
Non_temporal,SMOTE,8,lsqr,0.85,-0.12610336817653892,0.16924144370507907,0.4796747967479675,0.05312430457054026,0.8831631347095744,0.053532100442129374,0.35357142857142854,0.19046130894247693
Non_temporal,SMOTE,8,lsqr,0.86,-0.13092334494773522,0.1703673908169159,0.48449477351916387,0.053201726124477246,0.8840416772196958,0.053385970457548296,0.35357142857142854,0.19046130894247693
Non_temporal,SMOTE,8,lsqr,0.87,-0.1333042973286876,0.16901479949100068,0.48687572590011624,0.055395461613817365,0.8845876682656868,0.05297588575036564,0.35357142857142854,0.19046130894247693
Non_temporal,SMOTE,8,lsqr,0.88,-0.1357433217189315,0.17268490942159415,0.48931475029036003,0.05702020774199586,0.8847288974069161,0.05349282490578574,0.35357142857142854,0.19046130894247693
Non_temporal,SMOTE,8,lsqr,0.89,-0.15002903600464576,0.1765780070096458,0.48931475029036003,0.05702020774199586,0.8896996576408341,0.05642120717592419,0.3392857142857143,0.20012751037317
Non_temporal,SMOTE,8,lsqr,0.9,-0.15002903600464576,0.1765780070096458,0.48931475029036003,0.05702020774199586,0.8896996576408341,0.05642120717592419,0.3392857142857143,0.20012751037317
Non_temporal,SMOTE,8,lsqr,0.91,-0.16252903600464577,0.18043157915016,0.48931475029036003,0.05702020774199586,0.8933663243075008,0.05686142626147456,0.3267857142857143,0.20140609043746943
Non_temporal,SMOTE,8,lsqr,0.92,-0.16729094076655052,0.15828138494743424,0.4940766550522648,0.053636535101541,0.8939318192414168,0.05212933552494639,0.3267857142857143,0.18524149984629826
Non_temporal,SMOTE,8,lsqr,0.93,-0.16729094076655052,0.15828138494743424,0.4940766550522648,0.053636535101541,0.8939318192414168,0.05212933552494639,0.3267857142857143,0.18524149984629826
Non_temporal,SMOTE,8,lsqr,0.9400000000000001,-0.16972996515679442,0.15995110410964747,0.4965156794425088,0.049233283713611596,0.8942586166270378,0.05243384067701983,0.3267857142857143,0.18524149984629826
Non_temporal,SMOTE,8,lsqr,0.9500000000000001,-0.17216898954703833,0.15845310415055308,0.4989547038327526,0.052838380647663157,0.8947877171561383,0.05202837967025463,0.3267857142857143,0.18524149984629826
Non_temporal,SMOTE,8,lsqr,0.96,-0.17693089430894307,0.1583950654071554,0.5037166085946574,0.05685673815237513,0.895650151018572,0.05176166797926558,0.3267857142857143,0.18524149984629826
Non_temporal,SMOTE,8,lsqr,0.97,-0.1721109175377468,0.16146187325083752,0.49889663182346117,0.06146446918294041,0.8945541228637204,0.052806080930790485,0.3267857142857143,0.18524149984629826
Non_temporal,SMOTE,8,lsqr,0.98,-0.1721109175377468,0.16146187325083752,0.49889663182346117,0.06146446918294041,0.8945541228637204,0.052806080930790485,0.3267857142857143,0.18524149984629826
Non_temporal,SMOTE,8,lsqr,0.99,-0.1822299651567944,0.13678801078518027,0.4965156794425088,0.06274572440204318,0.8976493609589585,0.0472512675423873,0.3142857142857143,0.16812288994199745
Non_temporal,SMOTE,8,eigen,0.0,0.49516550522648084,0.08119408878845216,0.21376306620209057,0.050072385858367645,0.607450356660883,0.05877149523197936,0.7089285714285715,0.0790771065195876
Non_temporal,SMOTE,8,eigen,0.01,0.4270760743321719,0.08533535670256691,0.25685249709639957,0.06790008690040185,0.6586196401637578,0.044764349681239816,0.6839285714285714,0.08185119025975601
Non_temporal,SMOTE,8,eigen,0.02,0.343931475029036,0.15446438106135083,0.3024970963995354,0.09056085474083125,0.7054403731803113,0.06347107267678868,0.6464285714285715,0.14370285384807652
Non_temporal,SMOTE,8,eigen,0.03,0.30696864111498257,0.17116829652162574,0.3144599303135889,0.0886446919087798,0.7227041963884069,0.06545359777194343,0.6214285714285714,0.15563398978214946
Non_temporal,SMOTE,8,eigen,0.04,0.28738385598141697,0.18738596837428007,0.32154471544715446,0.08220832884641312,0.7297927511085406,0.07323044198493636,0.6089285714285715,0.149712735133737
Non_temporal,SMOTE,8,eigen,0.05,0.2748257839721254,0.2105744027333868,0.321602787456446,0.08514663676189377,0.7339660855140732,0.08159135913136732,0.5964285714285714,0.1722450793112499
Non_temporal,SMOTE,8,eigen,0.06,0.2701219512195122,0.20064796491685824,0.32630662020905926,0.08610864979833192,0.7377817186253719,0.0763797374682664,0.5964285714285714,0.1722450793112499
Non_temporal,SMOTE,8,eigen,0.07,0.2605981416957027,0.19811189581514677,0.3358304297328688,0.0902114786811389,0.7436073403720462,0.07242682109592515,0.5964285714285714,0.1722450793112499
Non_temporal,SMOTE,8,eigen,0.08,0.24083914053426247,0.175371247923515,0.343089430894309,0.0872827515684721,0.7523634831800468,0.06514898429162586,0.5839285714285715,0.15527501934520266
Non_temporal,SMOTE,8,eigen,0.09,0.21875725900116144,0.186311111585526,0.35267131242741,0.08839164551265433,0.7637755603815976,0.06877329008087354,0.5714285714285714,0.17532768155190825
Non_temporal,SMOTE,8,eigen,0.1,0.21155632984901276,0.18461532449119905,0.35987224157955866,0.08919416380366854,0.7678450147490394,0.06654390566710136,0.5714285714285714,0.17532768155190825
Non_temporal,SMOTE,8,eigen,0.11,0.2015534262485482,0.19233065756848947,0.3573751451800232,0.08633188889202922,0.7699545495211131,0.0700534830948745,0.5589285714285714,0.17551854660998542
Non_temporal,SMOTE,8,eigen,0.12,0.16941056910569105,0.19777406717553797,0.3645180023228804,0.0876487475266453,0.781454478526763,0.07014016729696418,0.5339285714285714,0.18201150726124488
Non_temporal,SMOTE,8,eigen,0.13,0.17661149825783973,0.19911519576862402,0.35731707317073175,0.08325875735682695,0.7783771211015793,0.0712828222960922,0.5339285714285714,0.18201150726124488
Non_temporal,SMOTE,8,eigen,0.14,0.15982868757259,0.19946341932503564,0.3740998838559814,0.07936674124583182,0.786991654716113,0.06847049608955388,0.5339285714285714,0.18201150726124488
Non_temporal,SMOTE,8,eigen,0.15,0.14256678281068527,0.2013926690925911,0.37886178861788616,0.07891949740921239,0.7937037412565748,0.06846722673331783,0.5214285714285715,0.18810277260376704
Non_temporal,SMOTE,8,eigen,0.16,0.14018583042973287,0.20003351421768098,0.38124274099883854,0.07858679275979853,0.7948942174470509,0.06779719545667799,0.5214285714285715,0.18810277260376704
Non_temporal,SMOTE,8,eigen,0.17,0.12536295005807202,0.21177762111955856,0.3835656213704994,0.0757692858264819,0.8010023185822417,0.07006651816616222,0.5089285714285714,0.20112090231236227
Non_temporal,SMOTE,8,eigen,0.18,0.12536295005807202,0.21332598925790033,0.3835656213704994,0.07197005881153402,0.8007859391011565,0.07112297059948064,0.5089285714285714,0.20112090231236227
Non_temporal,SMOTE,8,eigen,0.19,0.09381533101045296,0.2152474178310877,0.3883275261324041,0.07003833418048733,0.8108688292383943,0.07044175639789763,0.4821428571428571,0.20203050891044214
Non_temporal,SMOTE,8,eigen,0.2,0.09619628339140536,0.21571038388282063,0.38594657375145175,0.06651777941165124,0.8100995984691636,0.07051420739420165,0.4821428571428571,0.20203050891044214
Non_temporal,SMOTE,8,eigen,0.21,0.09857723577235775,0.21855869580683182,0.3835656213704994,0.06622717396722337,0.8089138277181755,0.07178589159396703,0.4821428571428571,0.20203050891044214
Non_temporal,SMOTE,8,eigen,0.22,0.09375725900116146,0.21794476923239048,0.38838559814169565,0.06527758817204049,0.8108348925868107,0.07122191466356835,0.4821428571428571,0.20203050891044214
Non_temporal,SMOTE,8,eigen,0.23,0.09137630662020908,0.21745985652984007,0.3907665505226481,0.0687771938408419,0.8116041233560415,0.07114223433807391,0.4821428571428571,0.20203050891044214
Non_temporal,SMOTE,8,eigen,0.24,0.09137630662020908,0.21745985652984007,0.3907665505226481,0.0687771938408419,0.8116041233560415,0.07114223433807391,0.4821428571428571,0.20203050891044214
Non_temporal,SMOTE,8,eigen,0.25,0.08661440185830431,0.2137062881847407,0.3955284552845528,0.07118759100620502,0.8135968769792299,0.06976522359072955,0.4821428571428571,0.20203050891044214
Non_temporal,SMOTE,8,eigen,0.26,0.06697154471544717,0.19958225810610386,0.40267131242741006,0.07292891849890117,0.8196066642933649,0.06531819040153733,0.46964285714285714,0.18848381352037546
Non_temporal,SMOTE,8,eigen,0.27,0.05268583042973287,0.17988550623895824,0.40267131242740994,0.07292891849890117,0.8253685690552699,0.058273330400954663,0.4553571428571429,0.18561982487804232
Non_temporal,SMOTE,8,eigen,0.28,0.055066782810685264,0.18152845961405634,0.40029036004645757,0.07771720831857859,0.8237202174069183,0.05958995730026217,0.4553571428571429,0.18561982487804232
Non_temporal,SMOTE,8,eigen,0.29,0.042508710801393734,0.20566313798763697,0.4003484320557491,0.07955746584734869,0.8279018176525916,0.06814364859035558,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,eigen,0.3,0.042508710801393734,0.20566313798763697,0.4003484320557491,0.07955746584734869,0.8279018176525916,0.06814364859035558,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,eigen,0.31,0.037746806039488975,0.20693288479781216,0.40511033681765385,0.08247582947574146,0.8290880524704054,0.06774129374954196,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,eigen,0.32,0.04012775842044135,0.20975306290675513,0.4027293844367015,0.0807143481774991,0.8281649755473286,0.06860799714018886,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,eigen,0.33,0.03530778164924507,0.21115727231777306,0.40754936120789775,0.08385960078541044,0.8295483747568146,0.06834385417070578,0.4428571428571429,0.20247196832940526
Non_temporal,SMOTE,8,eigen,0.34,0.022807781649245067,0.2048551290746683,0.40754936120789775,0.08385960078541044,0.8331056870097792,0.06671442457095918,0.4303571428571429,0.19454453611091793
Non_temporal,SMOTE,8,eigen,0.35000000000000003,0.022807781649245067,0.20248927153638865,0.40754936120789775,0.08520088035638437,0.8331629630670552,0.06601292175471953,0.4303571428571429,0.19454453611091793
Non_temporal,SMOTE,8,eigen,0.36,0.030487804878048787,0.19470519378892345,0.41236933797909403,0.08233187661732419,0.8305973913838365,0.06207054895889871,0.4428571428571429,0.186399833581427
Non_temporal,SMOTE,8,eigen,0.37,0.040606852497096405,0.2054710157646694,0.4147502903600465,0.07745761195247344,0.8290790763655214,0.0634204216943622,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,eigen,0.38,0.03346399535423925,0.20406365092085038,0.42189314750290363,0.08158621301690942,0.8312308232541105,0.06301190832948547,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,eigen,0.39,0.026263066202090585,0.19898551565253678,0.4290940766550523,0.08026822696525951,0.8342516035536631,0.060557224535860765,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,eigen,0.4,0.02382404181184668,0.19932955430023228,0.4315331010452962,0.07866408313488392,0.8351287965361192,0.06060108621845276,0.4553571428571429,0.20175410624756834
Non_temporal,SMOTE,8,eigen,0.41000000000000003,0.004776422764227633,0.1903998389198416,0.436295005807201,0.08187825876271267,0.8426910410548855,0.05736455549437124,0.44107142857142856,0.20810276356666105
Non_temporal,SMOTE,8,eigen,0.42,0.007157375145180017,0.19173480020327532,0.43391405342624856,0.07961365376721469,0.8419787903426347,0.05774917887510971,0.44107142857142856,0.20810276356666105
