datatype,sampling,time_step,lr,gamma,max_depth,n_estimators,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,0.001,0.001,2,20,0.03557095078834211,0.09650314456593648,0.4369565217391304,0.27602758902890584,0.8049402802285549,0.06870980730652224,0.47252747252747257,0.28095500760504993
Non_temporal,SMOTE,8,0.001,0.001,2,30,0.022750437967829277,0.08835389591332515,0.4369565217391304,0.27602758902890584,0.8074655327538073,0.06942476918211754,0.4597069597069597,0.26860708703366754
Non_temporal,SMOTE,8,0.001,0.001,2,50,0.022750437967829277,0.08835389591332515,0.4369565217391304,0.27602758902890584,0.8074655327538073,0.06942476918211754,0.4597069597069597,0.26860708703366754
Non_temporal,SMOTE,8,0.001,0.001,2,100,0.05018315018315018,0.12238578531187351,0.5166666666666667,0.21804079093340686,0.8248266438649186,0.03792083799360742,0.5668498168498168,0.24829687284262153
Non_temporal,SMOTE,8,0.001,0.001,6,20,0.146607740086001,0.06610790173754476,0.3341614906832298,0.14740289671827447,0.7740836764766131,0.04248822166634254,0.48076923076923084,0.13643459393456897
Non_temporal,SMOTE,8,0.001,0.001,6,30,0.16110049370918939,0.0512355046283783,0.31966873706004145,0.12680907308658543,0.7699321455996024,0.037800991324215674,0.48076923076923084,0.13643459393456897
Non_temporal,SMOTE,8,0.001,0.001,6,50,0.10637309550353029,0.08832702827357296,0.37439613526570054,0.10580592467564848,0.7994834113255166,0.04200597785528017,0.48076923076923067,0.12111822838263578
Non_temporal,SMOTE,8,0.001,0.001,6,100,0.09358708923926316,0.1193273709035783,0.37436162870945483,0.10068644744126297,0.8023684599771558,0.05204859444156546,0.4679487179487179,0.1183729827732012
Non_temporal,SMOTE,8,0.001,0.001,10,20,0.19541328236980413,0.1459391262610076,0.21118012422360247,0.02827382235519194,0.7401990923730054,0.06375455245410892,0.40659340659340665,0.1543685531553515
Non_temporal,SMOTE,8,0.001,0.001,10,30,0.1978632478632479,0.1404505060847854,0.20873015873015868,0.02083547470159179,0.7393834828617437,0.05776829919217568,0.40659340659340665,0.1543685531553515
Non_temporal,SMOTE,8,0.001,0.001,10,50,0.19061687105165367,0.14367665210018202,0.21597653554175292,0.03212834648145737,0.7443438003220612,0.06069287870437442,0.40659340659340665,0.1543685531553515
Non_temporal,SMOTE,8,0.001,0.001,10,100,0.20310559006211182,0.16556124190569468,0.21356107660455484,0.02375868488391699,0.7373870281765019,0.07917288815344667,0.4166666666666667,0.16678989527253446
Non_temporal,SMOTE,8,0.01,0.001,2,20,0.043122577905186595,0.11924862698205634,0.4852657004830918,0.1985218081488134,0.825251659044032,0.03787494754264573,0.5283882783882784,0.21808911352125723
Non_temporal,SMOTE,8,0.01,0.001,2,30,0.06230822317778839,0.11392791979385182,0.46608005521049,0.17955445676315487,0.8154448395519823,0.04883194306754454,0.5283882783882784,0.19416726937780163
Non_temporal,SMOTE,8,0.01,0.001,2,50,0.05593512767425812,0.1324882886495137,0.563112491373361,0.10320867133167726,0.8222177996494106,0.0459091372683255,0.619047619047619,0.06764170444182926
Non_temporal,SMOTE,8,0.01,0.001,2,100,0.14114774114774115,0.10475996771646721,0.46507936507936504,0.046622431177974766,0.8000888528581306,0.03628661687439177,0.6062271062271062,0.07410230155364071
Non_temporal,SMOTE,8,0.01,0.001,6,20,0.10552635770027076,0.12241410923223929,0.36242236024844726,0.11178959566666818,0.7946017189438243,0.057960300638917384,0.4679487179487179,0.1183729827732012
Non_temporal,SMOTE,8,0.01,0.001,6,30,0.11906885385146258,0.1025056492548399,0.3360593512767425,0.09339948292377713,0.7886687070631461,0.052575323116715096,0.4551282051282051,0.09529531248281094
Non_temporal,SMOTE,8,0.01,0.001,6,50,0.11765143069490898,0.14173884219139757,0.31183574879227055,0.05703027695691634,0.7919316669938277,0.059659731202505964,0.42948717948717946,0.14117125349708487
Non_temporal,SMOTE,8,0.01,0.001,6,100,0.17860858947815472,0.1326755428904562,0.2517943409247757,0.024545709490758624,0.7585368571125692,0.05585123367927858,0.4304029304029304,0.13760662092499512
Non_temporal,SMOTE,8,0.01,0.001,10,20,0.18718214152996762,0.15146724853364477,0.23040027605244995,0.03018929285097248,0.7494835367404017,0.06802748712318633,0.4175824175824176,0.151340133773726
Non_temporal,SMOTE,8,0.01,0.001,10,30,0.2225540160322769,0.18895413008128928,0.22066942719116633,0.01158027894723937,0.7327694235588972,0.08444905141262106,0.44322344322344326,0.1853711491410988
Non_temporal,SMOTE,8,0.01,0.001,10,50,0.164975845410628,0.12391594109468645,0.22788129744651484,0.03212840207261864,0.7558215205274029,0.05848358729271435,0.39285714285714285,0.12186370579595564
Non_temporal,SMOTE,8,0.01,0.001,10,100,0.1849179805701545,0.1277065097467029,0.18229813664596273,0.028673702489053314,0.725187969924812,0.0713761390793815,0.36721611721611724,0.12089646340239904
Non_temporal,SMOTE,8,0.05,0.001,2,20,0.10346392737697085,0.10658578899366819,0.4771221532091097,0.04232553709042346,0.8111307922544749,0.03649271527791701,0.5805860805860806,0.07960188209560708
Non_temporal,SMOTE,8,0.05,0.001,2,30,0.16778680256941128,0.14769414519422933,0.42653554175293307,0.0936717762195473,0.7815973579131473,0.06422975455862255,0.5943223443223443,0.07482867406260667
Non_temporal,SMOTE,8,0.05,0.001,2,50,0.15572277963582312,0.15010096708185797,0.40013802622498273,0.06574878176680293,0.7864854873368805,0.06077269698888983,0.5558608058608059,0.10665648348324663
Non_temporal,SMOTE,8,0.05,0.001,2,100,0.18169825343738388,0.13325244762490385,0.2972394755003451,0.035640779451412,0.7656635802469136,0.06019136759952372,0.47893772893772896,0.11854288607137135
Non_temporal,SMOTE,8,0.05,0.001,6,20,0.16663481446090142,0.13357667583200256,0.2637681159420289,0.04597392287265702,0.763732315389924,0.0585495536851054,0.4304029304029304,0.13760662092499512
