USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
2.492258e+21,136.018,-0.01067006,3867.412,26.318,266.345,73.914,-0.02801483,45.745,143.165,-0.51339287,5566317000000.0,2072907000000.0,2.074468e+22,35.722,91.149933,3.231,43.086,54,11081,M2.0,2010.06.11_12:57_TAI
1.291028e+22,96.459,-0.00584239,8250.659,24.915,869.41,42.809,-0.0143567,39.289,96.397,-0.1721857,16864430000000.0,1866188000000.0,2.194078e+23,34.03,510.853424,3.739,116.988,115,11093,M1.0,2010.08.07_06:24_TAI
1.18678e+22,131.391,0.00288457,3811.955,16.53,993.808,63.644,0.00821481,37.853,132.928,0.37282902,19683660000000.0,6300825000000.0,9.150875e+22,29.788,696.704041,4.0,52.141,211,11112,M2.9,2010.10.16_07:12_TAI
1.250015e+22,112.35,0.02521585,9586.912,50.103,1814.469,83.279,0.06796505,59.725,118.404,0.13935535,34425680000000.0,22501870000000.0,2.97645e+23,48.945,574.865662,4.656,589.496,377,11158,M6.6,2011.02.13_05:38_TAI
2.31322e+22,98.992,0.02189833,15359.87,57.868,2858.902,73.307,0.04572924,60.477,108.353,0.09070126,49966090000000.0,17156630000000.0,7.623972e+23,51.407,1008.172302,4.967,818.45,377,11158,M2.2,2011.02.14_05:26_TAI
2.614625e+22,92.381,0.0242391,14933.31,57.362,3030.192,66.731,0.05143724,58.346,100.406,0.16006823,52722680000000.0,29029490000000.0,8.294179e+23,50.782,1098.619629,4.831,1013.679,377,11158,M1.0,2011.02.15_13:39_TAI
3.550232e+22,97.354,0.01586254,11323.3,37.159,3255.458,61.35,0.02955703,47.167,106.617,0.06650361,54518170000000.0,27361110000000.0,7.398621e+23,40.936,1115.798218,4.82,780.421,377,11158,M6.6,2011.02.17_22:11_TAI
2.654716e+22,86.012,0.01303523,4671.463,14.508,1638.363,40.812,0.03455432,33.327,90.906,-0.11865541,29715860000000.0,24207810000000.0,2.396756e+23,27.371,649.92334,4.408,503.59,393,11164,M1.1,2011.02.28_00:52_TAI
3.065026e+22,90.741,-0.00160394,14802.93,56.945,2828.638,65.85,-0.00358439,58.805,96.263,0.26484868,56688560000000.0,6934896000000.0,9.925606e+23,50.66,1469.394653,4.786,80.973,401,11166,X1.5,2011.03.09_11:23_TAI
2.14285e+22,103.242,-0.00046443,8019.248,33.826,1861.362,59.497,-0.00116435,45.387,109.812,0.2150507,37100620000000.0,3793783000000.0,3.464524e+23,38.977,907.447388,4.591,15.109,750,11261,M9.3,2011.07.29_14:09_TAI
1.620617e+22,107.372,0.00065093,8481.039,41.027,1566.51,66.616,0.00189394,53.448,109.993,0.42924172,32861640000000.0,6618207000000.0,3.247743e+23,43.242,1431.097046,4.364,18.77,833,11283,M5.3,2011.09.05_13:50_TAI
