USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
1.536641e+22,75.695,-0.00610989,6143.387,20.968,789.82,35.799,-0.01612337,37.296,76.981,0.02495207,15105860000000.0,4070014000000.0,1.954822e+23,30.621,310.948914,3.901,146.387,115,11093,M1.0,2010.08.05_18:24_TAI
8.703252e+21,134.224,0.00198009,2502.22,10.053,720.471,60.638,0.00703251,34.995,134.918,0.85929763,15445760000000.0,6490399000000.0,4.799496e+22,26.481,676.718567,3.51,28.598,211,11112,M2.9,2010.10.14_19:12_TAI
2.501429e+22,78.753,0.00246141,6637.176,18.571,1314.801,36.842,0.00596679,35.836,84.255,-0.23746619,25216140000000.0,7930242000000.0,3.232793e+23,29.159,632.525085,4.091,90.275,345,11149,M1.3,2011.01.26_01:03_TAI
4.399364e+21,111.276,0.00085064,1808.53,6.877,265.128,47.037,0.00286652,31.047,113.482,-0.13559318,5910401000000.0,1098139000000.0,1.704323e+22,24.906,140.881348,2.722,6.036,362,11153,M1.9,2011.02.07_01:31_TAI
3.659568e+21,136.977,0.00262154,4725.728,19.747,372.968,79.286,0.00675377,42.902,133.735,0.22797897,7168983000000.0,788562900000.0,3.569147e+22,33.403,167.063553,3.56,14.909,377,11158,M6.6,2011.02.11_17:38_TAI
5.380702e+21,119.082,-0.00030998,5043.654,34.527,488.687,77.349,-0.00091248,53.933,117.25,0.22749272,10971680000000.0,1142786000000.0,6.566911e+22,40.993,301.046051,3.578,3.039,377,11158,M2.2,2011.02.12_17:26_TAI
2.222252e+22,106.273,0.02243548,15505.5,55.106,2887.519,77.035,0.04296181,59.714,116.568,0.10999575,48960810000000.0,12752790000000.0,7.016926e+23,50.289,937.689331,4.831,764.512,377,11158,M1.0,2011.02.14_01:39_TAI
2.710976e+22,96.399,0.02093008,13613.11,52.482,2804.664,66.654,0.04133997,55.197,108.972,0.10473154,51886080000000.0,32250030000000.0,7.385191e+23,48.207,1110.17688,4.939,854.994,377,11158,M6.6,2011.02.16_10:11_TAI
2.42455e+22,66.903,0.01011061,5981.403,17.899,1466.876,39.208,0.02508228,35.386,77.611,-0.19926482,24112410000000.0,17025520000000.0,2.707247e+23,28.17,568.084351,4.105,344.58,393,11164,M1.1,2011.02.26_12:52_TAI
2.375195e+22,104.622,-0.00168248,4535.563,19.481,1695.35,54.443,-0.00417725,38.492,111.638,-0.21230909,32909890000000.0,3847675000000.0,2.108742e+23,30.517,745.59021,4.439,58.897,394,11165,M1.3,2011.03.06_02:29_TAI
3.038089e+22,98.88,-0.00631761,5812.893,21.245,2129.476,52.022,-0.01298891,37.997,106.891,-0.27243009,37321520000000.0,7940307000000.0,3.094473e+23,31.286,972.786377,4.447,253.229,394,11165,M5.3,2011.03.06_10:44_TAI
2.758896e+22,102.82,-0.00278861,12785.62,52.951,2582.623,70.375,-0.00552885,57.612,108.489,0.31792057,51901850000000.0,7790021000000.0,7.264834e+23,48.88,1171.347778,4.575,119.308,401,11166,X1.5,2011.03.07_23:23_TAI
2.340852e+22,74.12,0.00451364,9803.579,34.905,1407.61,44.502,0.00878439,45.175,82.885,0.05790077,25256120000000.0,5762914000000.0,4.189573e+23,39.122,729.691772,4.421,145.235,750,11261,M9.3,2011.07.28_02:09_TAI
2.223934e+22,108.192,-0.00395844,5996.434,33.751,1735.859,58.929,-0.01212424,47.092,108.613,0.41346183,38904380000000.0,8611932000000.0,3.099168e+23,39.318,1249.182129,4.02,154.043,833,11283,M5.3,2011.09.04_01:50_TAI
1.577541e+22,108.237,0.00965838,9237.996,39.943,1594.215,67.001,0.02792883,51.177,110.119,0.34679654,32198240000000.0,13786890000000.0,3.396772e+23,41.481,1260.368408,4.366,267.412,833,11283,M6.7,2011.09.06_15:46_TAI
5.577965e+22,90.024,-0.01076861,13387.37,38.207,4418.976,55.303,-0.01952386,46.993,100.274,-0.05867732,77124000000000.0,25741280000000.0,1.313283e+24,40.609,2040.328491,4.98,795.391,1638,11476,M5.7,2012.05.08_04:18_TAI
3.49455e+22,100.232,-0.00434,10026.78,40.053,2819.531,60.159,-0.00967867,49.715,106.674,-0.05849873,61037070000000.0,20853560000000.0,7.263882e+23,42.541,1385.999512,4.776,236.738,1807,11515,M5.6,2012.06.30_10:52_TAI
3.249097e+22,96.808,-0.00917543,11930.13,51.918,2918.513,67.115,-0.02190049,56.362,102.676,-0.08216947,63932390000000.0,24469910000000.0,8.664311e+23,48.674,1678.110107,4.837,501.768,1807,11515,M5.3,2012.07.02_09:55_TAI
3.72519e+22,99.528,-0.0064837,11858.9,51.304,3733.662,68.059,-0.01560645,57.294,103.831,-0.05600828,78059760000000.0,24964870000000.0,1.016245e+24,48.612,1792.054199,4.981,418.367,1807,11515,M6.1,2012.07.03_11:44_TAI
2.662915e+22,102.163,0.00349418,4161.78,15.553,1625.676,47.289,0.00974579,35.221,104.239,0.15037632,33880420000000.0,6746115000000.0,2.245576e+23,29.665,843.750244,4.116,141.965,3291,11875,M1.0,2013.10.20_00:22_TAI
2.016323e+22,108.916,0.00188251,4614.065,19.275,1518.768,53.492,0.0054654,38.93,110.815,0.03717636,32603220000000.0,4334839000000.0,1.938922e+23,32.387,955.802246,4.185,59.564,3291,11875,M1.0,2013.10.20_15:20_TAI
3.697075e+22,97.653,0.00726256,11743.5,40.167,3068.938,57.194,0.01530238,48.365,103.891,0.1337073,58054380000000.0,9226220000000.0,8.474493e+23,41.459,1650.720825,4.78,394.618,3321,11884,M6.3,2013.10.30_19:53_TAI
6.987753e+22,70.478,0.00288268,10520.53,30.316,4111.917,41.668,0.00532811,41.462,81.244,-0.1141644,68522190000000.0,9274540000000.0,1.24565e+24,35.621,2188.289062,4.783,256.994,3341,11890,X3.3,2013.11.03_22:12_TAI
1.61034e+22,118.367,-0.00105163,4978.86,19.86,1282.338,61.215,-0.00293217,39.692,119.86,0.12257078,27170020000000.0,4445386000000.0,1.67003e+23,32.248,808.053101,4.255,26.561,3535,11936,M3.1,2013.12.27_07:56_TAI
1.644828e+22,119.313,-0.0038571,6890.815,35.3,1750.915,74.714,-0.0113043,51.067,121.258,0.36438134,35986050000000.0,9805395000000.0,2.631824e+23,40.015,1201.672607,4.291,110.926,3535,11936,M6.4,2013.12.29_21:58_TAI
