Method,Time,Layers,Alpha,Tolerance,TSS Mean,TSS Std,HSS Mean,HSS Std
only_flares,36,108,1e-06,0.001,0.2575,0.1292,0.258,0.1285
only_flares,36,108,1e-05,1e-07,0.3351,0.095,0.3362,0.0962
only_flares,36,108,1e-05,1e-06,0.3351,0.095,0.3362,0.0962
only_flares,36,108,1e-05,1e-05,0.3351,0.095,0.3362,0.0962
only_flares,36,108,1e-05,0.0001,0.3396,0.0914,0.3406,0.0926
only_flares,36,108,1e-05,0.001,0.2575,0.1292,0.258,0.1285
only_flares,36,108,0.0001,1e-07,0.3271,0.0838,0.3279,0.0846
only_flares,36,108,0.0001,1e-06,0.3271,0.0838,0.3279,0.0846
only_flares,36,108,0.0001,1e-05,0.3271,0.0838,0.3279,0.0846
only_flares,36,108,0.0001,0.0001,0.3316,0.0802,0.3323,0.081
only_flares,36,108,0.0001,0.001,0.2575,0.1292,0.258,0.1285
only_flares,36,108,0.001,1e-07,0.3229,0.0898,0.3237,0.0906
only_flares,36,108,0.001,1e-06,0.3229,0.0898,0.3237,0.0906
only_flares,36,108,0.001,1e-05,0.3229,0.0898,0.3237,0.0906
only_flares,36,108,0.001,0.0001,0.336,0.0757,0.3366,0.0765
only_flares,36,108,0.001,0.001,0.262,0.1255,0.2625,0.1249
flare_linked,36,18,1e-07,1e-07,0.1342,0.0819,0.1664,0.0984
flare_linked,36,18,1e-07,1e-06,0.1342,0.0819,0.1664,0.0984
flare_linked,36,18,1e-07,1e-05,0.1342,0.0819,0.1664,0.0984
flare_linked,36,18,1e-07,0.0001,0.1282,0.0759,0.1603,0.0899
flare_linked,36,18,1e-07,0.001,0.0,0.0,0.0,0.0
flare_linked,36,18,1e-06,1e-07,0.123,0.0756,0.1529,0.093
flare_linked,36,18,1e-06,1e-06,0.123,0.0756,0.1529,0.093
flare_linked,36,18,1e-06,1e-05,0.123,0.0756,0.1529,0.093
flare_linked,36,18,1e-06,0.0001,0.1282,0.0759,0.1603,0.0899
flare_linked,36,18,1e-06,0.001,0.0,0.0,0.0,0.0
flare_linked,36,18,1e-05,1e-07,0.1314,0.0839,0.1619,0.1009
flare_linked,36,18,1e-05,1e-06,0.1314,0.0839,0.1619,0.1009
flare_linked,36,18,1e-05,1e-05,0.1314,0.0839,0.1619,0.1009
flare_linked,36,18,1e-05,0.0001,0.1224,0.0805,0.1516,0.0962
flare_linked,36,18,1e-05,0.001,0.0,0.0,0.0,0.0
flare_linked,36,18,0.0001,1e-07,0.123,0.0756,0.1529,0.093
flare_linked,36,18,0.0001,1e-06,0.123,0.0756,0.1529,0.093
flare_linked,36,18,0.0001,1e-05,0.123,0.0756,0.1529,0.093
flare_linked,36,18,0.0001,0.0001,0.1105,0.0916,0.1347,0.1118
flare_linked,36,18,0.0001,0.001,0.0,0.0,0.0,0.0
flare_linked,36,18,0.001,1e-07,0.1405,0.0817,0.172,0.0975
flare_linked,36,18,0.001,1e-06,0.1405,0.0817,0.172,0.0975
flare_linked,36,18,0.001,1e-05,0.1314,0.0839,0.1619,0.1009
flare_linked,36,18,0.001,0.0001,0.1254,0.0787,0.1562,0.0939
flare_linked,36,18,0.001,0.001,0.0,0.0,0.0,0.0
flare_linked,36,36,1e-07,1e-07,0.166,0.082,0.1942,0.1004
flare_linked,36,36,1e-07,1e-06,0.166,0.082,0.1942,0.1004
flare_linked,36,36,1e-07,1e-05,0.166,0.082,0.1942,0.1004
flare_linked,36,36,1e-07,0.0001,0.1509,0.0887,0.1819,0.108
flare_linked,36,36,1e-07,0.001,0.0827,0.1023,0.1078,0.1284
flare_linked,36,36,1e-06,1e-07,0.1631,0.0817,0.1901,0.1
flare_linked,36,36,1e-06,1e-06,0.1689,0.0832,0.1985,0.1024
flare_linked,36,36,1e-06,1e-05,0.1689,0.0832,0.1985,0.1024
flare_linked,36,36,1e-06,0.0001,0.1538,0.0902,0.1863,0.1104
flare_linked,36,36,1e-06,0.001,0.0827,0.1023,0.1078,0.1284
flare_linked,36,36,1e-05,1e-07,0.1627,0.086,0.1918,0.1039
flare_linked,36,36,1e-05,1e-06,0.1627,0.086,0.1918,0.1039
flare_linked,36,36,1e-05,1e-05,0.1627,0.086,0.1918,0.1039
flare_linked,36,36,1e-05,0.0001,0.1629,0.0837,0.1949,0.1025
flare_linked,36,36,1e-05,0.001,0.0827,0.1023,0.1078,0.1284
flare_linked,36,36,0.0001,1e-07,0.1745,0.0786,0.2047,0.0948
flare_linked,36,36,0.0001,1e-06,0.1745,0.0786,0.2047,0.0948
flare_linked,36,36,0.0001,1e-05,0.1745,0.0786,0.2047,0.0948
flare_linked,36,36,0.0001,0.0001,0.1592,0.0845,0.1884,0.1005
flare_linked,36,36,0.0001,0.001,0.0827,0.1023,0.1078,0.1284
flare_linked,36,36,0.001,1e-07,0.1746,0.0803,0.2058,0.0982
flare_linked,36,36,0.001,1e-06,0.1746,0.0803,0.2058,0.0982
flare_linked,36,36,0.001,1e-05,0.1746,0.0803,0.2058,0.0982
flare_linked,36,36,0.001,0.0001,0.153,0.0891,0.1839,0.1063
flare_linked,36,36,0.001,0.001,0.0827,0.1023,0.1078,0.1284
flare_linked,36,54,1e-07,1e-07,0.1354,0.0916,0.16,0.1112
flare_linked,36,54,1e-07,1e-06,0.1354,0.0916,0.16,0.1112
flare_linked,36,54,1e-07,1e-05,0.1354,0.0916,0.16,0.1112
flare_linked,36,54,1e-07,0.0001,0.1411,0.0867,0.1687,0.1051
flare_linked,36,54,1e-07,0.001,0.0187,0.0559,0.025,0.0759
flare_linked,36,54,1e-06,1e-07,0.1354,0.0916,0.16,0.1112
flare_linked,36,54,1e-06,1e-06,0.1354,0.0916,0.16,0.1112
flare_linked,36,54,1e-06,1e-05,0.1354,0.0916,0.16,0.1112
flare_linked,36,54,1e-06,0.0001,0.1411,0.0867,0.1687,0.1051
flare_linked,36,54,1e-06,0.001,0.0187,0.0559,0.025,0.0759
flare_linked,36,54,1e-05,1e-07,0.1382,0.0871,0.1634,0.1058
flare_linked,36,54,1e-05,1e-06,0.1382,0.0871,0.1634,0.1058
flare_linked,36,54,1e-05,1e-05,0.1382,0.0871,0.1634,0.1058
flare_linked,36,54,1e-05,0.0001,0.153,0.0704,0.1833,0.0855
flare_linked,36,54,1e-05,0.001,0.0187,0.0559,0.025,0.0759
flare_linked,36,54,0.0001,1e-07,0.1292,0.1,0.1513,0.1226
flare_linked,36,54,0.0001,1e-06,0.1292,0.1,0.1513,0.1226
flare_linked,36,54,0.0001,1e-05,0.132,0.0962,0.1548,0.118
flare_linked,36,54,0.0001,0.0001,0.1496,0.0846,0.1806,0.103
flare_linked,36,54,0.0001,0.001,0.0187,0.0559,0.025,0.0759
flare_linked,36,54,0.001,1e-07,0.1299,0.08,0.1544,0.0985
flare_linked,36,54,0.001,1e-06,0.1299,0.08,0.1544,0.0985
flare_linked,36,54,0.001,1e-05,0.1236,0.0891,0.1458,0.1108
flare_linked,36,54,0.001,0.0001,0.1356,0.0748,0.1631,0.0921
flare_linked,36,54,0.001,0.001,0.0187,0.0559,0.025,0.0759
flare_linked,36,72,1e-07,1e-07,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,1e-07,1e-06,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,1e-07,1e-05,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,1e-07,0.0001,0.1368,0.1104,0.1644,0.1361
flare_linked,36,72,1e-07,0.001,0.0899,0.0749,0.1203,0.0971
flare_linked,36,72,1e-06,1e-07,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,1e-06,1e-06,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,1e-06,1e-05,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,1e-06,0.0001,0.1368,0.1104,0.1644,0.1361
flare_linked,36,72,1e-06,0.001,0.0899,0.0749,0.1203,0.0971
flare_linked,36,72,1e-05,1e-07,0.1663,0.1155,0.2004,0.1449
flare_linked,36,72,1e-05,1e-06,0.1663,0.1155,0.2004,0.1449
flare_linked,36,72,1e-05,1e-05,0.1663,0.1155,0.2004,0.1449
flare_linked,36,72,1e-05,0.0001,0.1397,0.1135,0.1695,0.1424
flare_linked,36,72,1e-05,0.001,0.0899,0.0749,0.1203,0.0971
flare_linked,36,72,0.0001,1e-07,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,0.0001,1e-06,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,0.0001,1e-05,0.1634,0.1132,0.1953,0.1399
flare_linked,36,72,0.0001,0.0001,0.1368,0.1104,0.1644,0.1361
flare_linked,36,72,0.0001,0.001,0.0899,0.0749,0.1203,0.0971
flare_linked,36,72,0.001,1e-07,0.1299,0.1332,0.1541,0.1656
flare_linked,36,72,0.001,1e-06,0.1299,0.1332,0.1541,0.1656
flare_linked,36,72,0.001,1e-05,0.1299,0.1332,0.1541,0.1656
flare_linked,36,72,0.001,0.0001,0.1187,0.1275,0.1411,0.1596
flare_linked,36,72,0.001,0.001,0.0899,0.0749,0.1203,0.0971
flare_linked,36,90,1e-07,1e-07,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-07,1e-06,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-07,1e-05,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-07,0.0001,0.0979,0.0958,0.121,0.1241
flare_linked,36,90,1e-07,0.001,0.0793,0.0668,0.1038,0.0846
flare_linked,36,90,1e-06,1e-07,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-06,1e-06,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-06,1e-05,0.0979,0.0958,0.121,0.1241
flare_linked,36,90,1e-06,0.0001,0.0895,0.0853,0.1108,0.1097
flare_linked,36,90,1e-06,0.001,0.0793,0.0668,0.1038,0.0846
flare_linked,36,90,1e-05,1e-07,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-05,1e-06,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-05,1e-05,0.1098,0.0863,0.1384,0.1116
flare_linked,36,90,1e-05,0.0001,0.0979,0.0958,0.121,0.1241
flare_linked,36,90,1e-05,0.001,0.0793,0.0668,0.1038,0.0846
flare_linked,36,90,0.0001,1e-07,0.107,0.0879,0.1349,0.1138
flare_linked,36,90,0.0001,1e-06,0.107,0.0879,0.1349,0.1138
flare_linked,36,90,0.0001,1e-05,0.0951,0.097,0.1176,0.1256
flare_linked,36,90,0.0001,0.0001,0.0868,0.0863,0.1073,0.111
flare_linked,36,90,0.0001,0.001,0.0821,0.0717,0.1081,0.0915
flare_linked,36,90,0.001,1e-07,0.0951,0.098,0.1173,0.1268
flare_linked,36,90,0.001,1e-06,0.0951,0.098,0.1173,0.1268
flare_linked,36,90,0.001,1e-05,0.0951,0.098,0.1173,0.1268
flare_linked,36,90,0.001,0.0001,0.0951,0.098,0.1173,0.1268
flare_linked,36,90,0.001,0.001,0.0821,0.0717,0.1081,0.0915
flare_linked,36,108,1e-07,1e-07,0.164,0.1277,0.179,0.1446
flare_linked,36,108,1e-07,1e-06,0.164,0.1277,0.179,0.1446
flare_linked,36,108,1e-07,1e-05,0.164,0.1277,0.179,0.1446
flare_linked,36,108,1e-07,0.0001,0.1549,0.1327,0.1692,0.1496
flare_linked,36,108,1e-07,0.001,0.0611,0.0585,0.0821,0.0781
flare_linked,36,108,1e-06,1e-07,0.164,0.1277,0.179,0.1446
flare_linked,36,108,1e-06,1e-06,0.164,0.1277,0.179,0.1446
flare_linked,36,108,1e-06,1e-05,0.164,0.1277,0.179,0.1446
flare_linked,36,108,1e-06,0.0001,0.1549,0.1327,0.1692,0.1496
flare_linked,36,108,1e-06,0.001,0.0611,0.0585,0.0821,0.0781
flare_linked,36,108,1e-05,1e-07,0.1702,0.1302,0.1844,0.147
flare_linked,36,108,1e-05,1e-06,0.1702,0.1302,0.1844,0.147
flare_linked,36,108,1e-05,1e-05,0.1702,0.1302,0.1844,0.147
flare_linked,36,108,1e-05,0.0001,0.1703,0.1233,0.1867,0.1399
flare_linked,36,108,1e-05,0.001,0.0611,0.0585,0.0821,0.0781
flare_linked,36,108,0.0001,1e-07,0.1702,0.1302,0.1844,0.147
flare_linked,36,108,0.0001,1e-06,0.1702,0.1302,0.1844,0.147
flare_linked,36,108,0.0001,1e-05,0.1702,0.1302,0.1844,0.147
flare_linked,36,108,0.0001,0.0001,0.1611,0.1355,0.1745,0.1524
flare_linked,36,108,0.0001,0.001,0.0611,0.0585,0.0821,0.0781
flare_linked,36,108,0.001,1e-07,0.1583,0.1139,0.1755,0.1294
flare_linked,36,108,0.001,1e-06,0.1583,0.1139,0.1755,0.1294
flare_linked,36,108,0.001,1e-05,0.1583,0.1139,0.1755,0.1294
flare_linked,36,108,0.001,0.0001,0.1549,0.1196,0.1704,0.138
flare_linked,36,108,0.001,0.001,0.0611,0.0585,0.0821,0.0781
only_cme,36,18,1e-07,1e-07,0.3501,0.1636,0.3931,0.1623
only_cme,36,18,1e-07,1e-06,0.3501,0.1636,0.3931,0.1623
only_cme,36,18,1e-07,1e-05,0.3711,0.1778,0.4141,0.1762
only_cme,36,18,1e-07,0.0001,0.3557,0.1823,0.3997,0.179
only_cme,36,18,1e-07,0.001,0.2504,0.1724,0.2809,0.1892
only_cme,36,18,1e-06,1e-07,0.3501,0.1636,0.3931,0.1623
only_cme,36,18,1e-06,1e-06,0.3501,0.1636,0.3931,0.1623
only_cme,36,18,1e-06,1e-05,0.3501,0.1636,0.3931,0.1623
only_cme,36,18,1e-06,0.0001,0.3557,0.1823,0.3997,0.179
only_cme,36,18,1e-06,0.001,0.2504,0.1724,0.2809,0.1892
only_cme,36,18,1e-05,1e-07,0.3683,0.1814,0.4097,0.1818
only_cme,36,18,1e-05,1e-06,0.3683,0.1814,0.4097,0.1818
only_cme,36,18,1e-05,1e-05,0.3683,0.1814,0.4097,0.1818
only_cme,36,18,1e-05,0.0001,0.3529,0.1856,0.3953,0.1842
only_cme,36,18,1e-05,0.001,0.2504,0.1724,0.2809,0.1892
only_cme,36,18,0.0001,1e-07,0.3473,0.1671,0.3887,0.1679
only_cme,36,18,0.0001,1e-06,0.3473,0.1671,0.3887,0.1679
only_cme,36,18,0.0001,1e-05,0.3683,0.1814,0.4097,0.1818
only_cme,36,18,0.0001,0.0001,0.3529,0.1856,0.3953,0.1842
only_cme,36,18,0.0001,0.001,0.2504,0.1724,0.2809,0.1892
only_cme,36,18,0.001,1e-07,0.3683,0.1814,0.4097,0.1818
only_cme,36,18,0.001,1e-06,0.3683,0.1814,0.4097,0.1818
only_cme,36,18,0.001,1e-05,0.3683,0.1814,0.4097,0.1818
only_cme,36,18,0.001,0.0001,0.3429,0.1775,0.3864,0.1768
only_cme,36,18,0.001,0.001,0.2504,0.1724,0.2809,0.1892
only_cme,36,36,1e-07,1e-07,0.3345,0.1943,0.3701,0.1859
only_cme,36,36,1e-07,1e-06,0.3191,0.2085,0.3521,0.2028
only_cme,36,36,1e-07,1e-05,0.3191,0.2085,0.3521,0.2028
only_cme,36,36,1e-07,0.0001,0.3491,0.1986,0.3864,0.1941
only_cme,36,36,1e-07,0.001,0.2066,0.2034,0.2234,0.2197
only_cme,36,36,1e-06,1e-07,0.3345,0.1943,0.3701,0.1859
only_cme,36,36,1e-06,1e-06,0.3345,0.1943,0.3701,0.1859
only_cme,36,36,1e-06,1e-05,0.3372,0.1985,0.3724,0.1924
only_cme,36,36,1e-06,0.0001,0.3463,0.199,0.3815,0.1939
only_cme,36,36,1e-06,0.001,0.2066,0.2034,0.2234,0.2197
only_cme,36,36,1e-05,1e-07,0.3373,0.1905,0.3739,0.1802
only_cme,36,36,1e-05,1e-06,0.3373,0.1905,0.3739,0.1802
only_cme,36,36,1e-05,1e-05,0.3345,0.1943,0.3701,0.1859
only_cme,36,36,1e-05,0.0001,0.3401,0.1982,0.3773,0.1928
only_cme,36,36,1e-05,0.001,0.2066,0.2034,0.2234,0.2197
only_cme,36,36,0.0001,1e-07,0.3191,0.2085,0.3521,0.2028
only_cme,36,36,0.0001,1e-06,0.3191,0.2085,0.3521,0.2028
only_cme,36,36,0.0001,1e-05,0.3191,0.2085,0.3521,0.2028
only_cme,36,36,0.0001,0.0001,0.3401,0.1982,0.3773,0.1928
only_cme,36,36,0.0001,0.001,0.2066,0.2034,0.2234,0.2197
only_cme,36,36,0.001,1e-07,0.3345,0.1943,0.3701,0.1859
only_cme,36,36,0.001,1e-06,0.3345,0.1943,0.3701,0.1859
only_cme,36,36,0.001,1e-05,0.3191,0.2085,0.3521,0.2028
only_cme,36,36,0.001,0.0001,0.3401,0.1982,0.3773,0.1928
only_cme,36,36,0.001,0.001,0.2066,0.2034,0.2234,0.2197
only_cme,36,54,1e-07,1e-07,0.3551,0.1891,0.402,0.19
only_cme,36,54,1e-07,1e-06,0.3551,0.1891,0.402,0.19
only_cme,36,54,1e-07,1e-05,0.3551,0.1891,0.402,0.19
only_cme,36,54,1e-07,0.0001,0.3725,0.191,0.4247,0.1935
only_cme,36,54,1e-07,0.001,0.2959,0.1567,0.3286,0.1532
only_cme,36,54,1e-06,1e-07,0.3551,0.1891,0.402,0.19
only_cme,36,54,1e-06,1e-06,0.3551,0.1891,0.402,0.19
only_cme,36,54,1e-06,1e-05,0.3641,0.1843,0.4118,0.1852
only_cme,36,54,1e-06,0.0001,0.3816,0.2065,0.4316,0.2039
only_cme,36,54,1e-06,0.001,0.2959,0.1567,0.3286,0.1532
only_cme,36,54,1e-05,1e-07,0.3732,0.2241,0.4154,0.2134
only_cme,36,54,1e-05,1e-06,0.3732,0.2241,0.4154,0.2134
only_cme,36,54,1e-05,1e-05,0.3732,0.2241,0.4154,0.2134
only_cme,36,54,1e-05,0.0001,0.3879,0.2012,0.4376,0.1994
only_cme,36,54,1e-05,0.001,0.2959,0.1567,0.3286,0.1532
only_cme,36,54,0.0001,1e-07,0.3705,0.2218,0.4099,0.2081
only_cme,36,54,0.0001,1e-06,0.3705,0.2218,0.4099,0.2081
only_cme,36,54,0.0001,1e-05,0.3523,0.186,0.3965,0.1837
only_cme,36,54,0.0001,0.0001,0.3816,0.2065,0.4316,0.2039
only_cme,36,54,0.0001,0.001,0.2959,0.1567,0.3286,0.1532
only_cme,36,54,0.001,1e-07,0.3732,0.2241,0.4154,0.2134
only_cme,36,54,0.001,1e-06,0.3732,0.2241,0.4154,0.2134
only_cme,36,54,0.001,1e-05,0.3732,0.2241,0.4154,0.2134
only_cme,36,54,0.001,0.0001,0.3879,0.2012,0.4376,0.1994
only_cme,36,54,0.001,0.001,0.2959,0.1567,0.3286,0.1532
only_cme,36,72,1e-07,1e-07,0.3304,0.2063,0.3554,0.2014
only_cme,36,72,1e-07,1e-06,0.3304,0.2063,0.3554,0.2014
only_cme,36,72,1e-07,1e-05,0.3176,0.1946,0.3411,0.185
only_cme,36,72,1e-07,0.0001,0.3414,0.1668,0.3709,0.1472
only_cme,36,72,1e-07,0.001,0.2515,0.1344,0.2936,0.1345
only_cme,36,72,1e-06,1e-07,0.3304,0.2063,0.3554,0.2014
only_cme,36,72,1e-06,1e-06,0.3304,0.2063,0.3554,0.2014
only_cme,36,72,1e-06,1e-05,0.3486,0.1836,0.3769,0.1725
only_cme,36,72,1e-06,0.0001,0.3351,0.1735,0.3647,0.1545
only_cme,36,72,1e-06,0.001,0.2515,0.1344,0.2936,0.1345
only_cme,36,72,1e-05,1e-07,0.3267,0.1891,0.3505,0.1791
only_cme,36,72,1e-05,1e-06,0.3267,0.1891,0.3505,0.1791
only_cme,36,72,1e-05,1e-05,0.3267,0.1891,0.3505,0.1791
only_cme,36,72,1e-05,0.0001,0.3414,0.1668,0.3709,0.1472
only_cme,36,72,1e-05,0.001,0.2515,0.1344,0.2936,0.1345
only_cme,36,72,0.0001,1e-07,0.3414,0.1668,0.3709,0.1472
only_cme,36,72,0.0001,1e-06,0.3414,0.1668,0.3709,0.1472
only_cme,36,72,0.0001,1e-05,0.3414,0.1668,0.3709,0.1472
only_cme,36,72,0.0001,0.0001,0.3471,0.1645,0.3797,0.1438
only_cme,36,72,0.0001,0.001,0.2515,0.1344,0.2936,0.1345
only_cme,36,72,0.001,1e-07,0.3232,0.1908,0.3494,0.1796
only_cme,36,72,0.001,1e-06,0.3232,0.1908,0.3494,0.1796
only_cme,36,72,0.001,1e-05,0.3414,0.1668,0.3709,0.1472
only_cme,36,72,0.001,0.0001,0.3351,0.1735,0.3647,0.1545
only_cme,36,72,0.001,0.001,0.2515,0.1344,0.2936,0.1345
only_cme,36,90,1e-07,1e-07,0.343,0.1958,0.3804,0.1774
only_cme,36,90,1e-07,1e-06,0.343,0.1958,0.3804,0.1774
only_cme,36,90,1e-07,1e-05,0.343,0.1958,0.3804,0.1774
only_cme,36,90,1e-07,0.0001,0.3402,0.1736,0.3795,0.1559
only_cme,36,90,1e-07,0.001,0.303,0.169,0.3479,0.1718
only_cme,36,90,1e-06,1e-07,0.343,0.1958,0.3804,0.1774
only_cme,36,90,1e-06,1e-06,0.343,0.1958,0.3804,0.1774
only_cme,36,90,1e-06,1e-05,0.3339,0.1847,0.3732,0.1697
only_cme,36,90,1e-06,0.0001,0.3339,0.1847,0.3732,0.1697
only_cme,36,90,1e-06,0.001,0.303,0.169,0.3479,0.1718
only_cme,36,90,1e-05,1e-07,0.3366,0.2064,0.374,0.1933
only_cme,36,90,1e-05,1e-06,0.3366,0.2064,0.374,0.1933
only_cme,36,90,1e-05,1e-05,0.3366,0.2064,0.374,0.1933
only_cme,36,90,1e-05,0.0001,0.3339,0.1854,0.3731,0.1738
only_cme,36,90,1e-05,0.001,0.3093,0.1703,0.3523,0.1728
only_cme,36,90,0.0001,1e-07,0.3366,0.2064,0.374,0.1933
only_cme,36,90,0.0001,1e-06,0.3366,0.2064,0.374,0.1933
only_cme,36,90,0.0001,1e-05,0.3276,0.1957,0.3668,0.1861
only_cme,36,90,0.0001,0.0001,0.3366,0.1881,0.3774,0.1769
only_cme,36,90,0.0001,0.001,0.3093,0.1703,0.3523,0.1728
only_cme,36,90,0.001,1e-07,0.343,0.1958,0.3804,0.1774
only_cme,36,90,0.001,1e-06,0.343,0.1958,0.3804,0.1774
only_cme,36,90,0.001,1e-05,0.343,0.1958,0.3804,0.1774
only_cme,36,90,0.001,0.0001,0.3311,0.182,0.3689,0.1663
only_cme,36,90,0.001,0.001,0.3121,0.1715,0.3569,0.1749
only_cme,36,108,1e-07,1e-07,0.3492,0.1643,0.3898,0.1573
only_cme,36,108,1e-07,1e-06,0.3492,0.1643,0.3898,0.1573
only_cme,36,108,1e-07,1e-05,0.3492,0.1643,0.3898,0.1573
only_cme,36,108,1e-07,0.0001,0.3555,0.1802,0.3926,0.1718
only_cme,36,108,1e-07,0.001,0.3309,0.1674,0.3713,0.164
only_cme,36,108,1e-06,1e-07,0.3674,0.1993,0.4041,0.1876
only_cme,36,108,1e-06,1e-06,0.3674,0.1993,0.4041,0.1876
only_cme,36,108,1e-06,1e-05,0.3674,0.1993,0.4041,0.1876
only_cme,36,108,1e-06,0.0001,0.3646,0.1688,0.4029,0.1575
only_cme,36,108,1e-06,0.001,0.3309,0.1674,0.3713,0.164
only_cme,36,108,1e-05,1e-07,0.3409,0.1622,0.3754,0.1531
only_cme,36,108,1e-05,1e-06,0.3409,0.1622,0.3754,0.1531
only_cme,36,108,1e-05,1e-05,0.3409,0.1622,0.3754,0.1531
only_cme,36,108,1e-05,0.0001,0.3828,0.1647,0.4222,0.1572
only_cme,36,108,1e-05,0.001,0.3309,0.1674,0.3713,0.164
only_cme,36,108,0.0001,1e-07,0.3374,0.1763,0.3746,0.1722
only_cme,36,108,0.0001,1e-06,0.3374,0.1763,0.3746,0.1722
only_cme,36,108,0.0001,1e-05,0.3374,0.1763,0.3746,0.1722
only_cme,36,108,0.0001,0.0001,0.3346,0.1606,0.3711,0.1499
only_cme,36,108,0.0001,0.001,0.3309,0.1674,0.3713,0.164
only_cme,36,108,0.001,1e-07,0.352,0.2035,0.3901,0.1907
only_cme,36,108,0.001,1e-06,0.352,0.2035,0.3901,0.1907
only_cme,36,108,0.001,1e-05,0.352,0.2035,0.3901,0.1907
only_cme,36,108,0.001,0.0001,0.3674,0.1742,0.4068,0.1651
only_cme,36,108,0.001,0.001,0.3309,0.1674,0.3713,0.164
only_flares,48,18,1e-07,1e-07,0.2686,0.0854,0.2692,0.0858
only_flares,48,18,1e-07,1e-06,0.2686,0.0854,0.2692,0.0858
only_flares,48,18,1e-07,1e-05,0.2606,0.0828,0.2609,0.083
only_flares,48,18,1e-07,0.0001,0.2373,0.0737,0.2382,0.0747
only_flares,48,18,1e-07,0.001,0.1963,0.1025,0.197,0.1019
only_flares,48,18,1e-06,1e-07,0.2723,0.0893,0.2732,0.09
only_flares,48,18,1e-06,1e-06,0.2723,0.0893,0.2732,0.09
only_flares,48,18,1e-06,1e-05,0.2643,0.0872,0.2649,0.0877
only_flares,48,18,1e-06,0.0001,0.2373,0.0737,0.2382,0.0747
only_flares,48,18,1e-06,0.001,0.1963,0.1025,0.197,0.1019
only_flares,48,18,1e-05,1e-07,0.2465,0.0841,0.2472,0.0851
only_flares,48,18,1e-05,1e-06,0.2465,0.0841,0.2472,0.0851
only_flares,48,18,1e-05,1e-05,0.2418,0.0784,0.2425,0.0791
only_flares,48,18,1e-05,0.0001,0.2413,0.0754,0.2423,0.0764
only_flares,48,18,1e-05,0.001,0.1963,0.1025,0.197,0.1019
only_flares,48,18,0.0001,1e-07,0.2427,0.073,0.243,0.0728
only_flares,48,18,0.0001,1e-06,0.2515,0.0721,0.2519,0.0723
only_flares,48,18,0.0001,1e-05,0.2475,0.0731,0.2478,0.0733
only_flares,48,18,0.0001,0.0001,0.2413,0.0896,0.2423,0.0906
only_flares,48,18,0.0001,0.001,0.1963,0.1025,0.197,0.1019
only_flares,48,18,0.001,1e-07,0.2521,0.0824,0.2525,0.0835
only_flares,48,18,0.001,1e-06,0.2521,0.0824,0.2525,0.0835
only_flares,48,18,0.001,1e-05,0.2473,0.077,0.2478,0.0777
only_flares,48,18,0.001,0.0001,0.2413,0.0732,0.2423,0.0742
only_flares,48,18,0.001,0.001,0.1963,0.1025,0.197,0.1019
only_flares,48,36,1e-07,1e-07,0.241,0.0853,0.2416,0.0849
only_flares,48,36,1e-07,1e-06,0.241,0.0853,0.2416,0.0849
only_flares,48,36,1e-07,1e-05,0.245,0.0888,0.2458,0.0885
only_flares,48,36,1e-07,0.0001,0.2061,0.0861,0.2077,0.0867
only_flares,48,36,1e-07,0.001,0.1946,0.0953,0.1956,0.0939
only_flares,48,36,1e-06,1e-07,0.2362,0.0832,0.237,0.0829
only_flares,48,36,1e-06,1e-06,0.2362,0.0832,0.237,0.0829
only_flares,48,36,1e-06,1e-05,0.2362,0.0832,0.237,0.0829
only_flares,48,36,1e-06,0.0001,0.2013,0.0797,0.203,0.0805
only_flares,48,36,1e-06,0.001,0.1946,0.0953,0.1956,0.0939
only_flares,48,36,1e-05,1e-07,0.2299,0.0766,0.2313,0.077
only_flares,48,36,1e-05,1e-06,0.2299,0.0766,0.2313,0.077
only_flares,48,36,1e-05,1e-05,0.2299,0.0766,0.2313,0.077
only_flares,48,36,1e-05,0.0001,0.2061,0.0861,0.2077,0.0867
only_flares,48,36,1e-05,0.001,0.1946,0.0953,0.1956,0.0939
only_flares,48,36,0.0001,1e-07,0.2314,0.0875,0.2321,0.087
only_flares,48,36,0.0001,1e-06,0.2362,0.0832,0.237,0.0829
only_flares,48,36,0.0001,1e-05,0.2251,0.0736,0.2266,0.0741
only_flares,48,36,0.0001,0.0001,0.2055,0.0791,0.2073,0.0798
only_flares,48,36,0.0001,0.001,0.1946,0.0953,0.1956,0.0939
