HARPNUM NOAA_Number Class Peak_Time USFLUX MEANGBT MEANJZH MEANPOT SHRGT45 TOTUSJH MEANGBH MEANALP MEANGAM MEANGBZ MEANJZD TOTUSJZ SAVNCPP TOTPOT MEANSHR AREA_ACR R_VALUE ABSNJZH
1638 11476 M5.7 2012.05.09_04:18_TAI 5.8782e+22 97.403 -0.01788066 14492.72 41.786 5813.714 60.303 -0.03465768 49.538 106.616 -0.03815136 1.048139e+14 6.005933e+13 1.655163e+24 43.111 2241.9021 5.014 1537.647
1638 11476 M1.7 2012.05.09_20:26_TAI 5.590338e+22 99.137 -0.01843425 15042.28 44.442 5949.772 62.386 -0.03727528 51.586 106.344 0.06421781 1.066769e+14 6.495437e+13 1.735985e+24 44.744 2265.826416 5.036 1601.937
1724 11494 M2.1 2012.06.05_20:06_TAI 1.219079e+22 91.816 -0.00885622 10015.16 47.026 915.825 54.774 -0.02376469 54.499 94.143 0.08275728 2.3335e+13 1.224366e+13 3.04304e+23 45.725 602.955261 3.95 202.604
1806 11513 M2.2 2012.06.28_09:20_TAI 1.869531e+22 89.761 -0.00837941 5169.494 24.114 1289.007 46.948 -0.02496021 40.798 95.129 0.07283451 2.934668e+13 1.601329e+13 2.194224e+23 34.346 447.584595 4.225 267.806
1806 11513 M1.0 2012.06.29_12:52_TAI 2.720371e+22 95.24 -0.00626911 4574.922 19.124 1803.788 45.451 -0.0194319 37.058 97.018 -0.13590291 4.133306e+13 1.129146e+13 2.747432e+23 31.611 804.453552 4.321 283.483
1806 11513 M1.6 2012.06.29_18:32_TAI 2.712265e+22 96.558 -0.00721398 4664.111 20.405 1824.732 45.316 -0.02377613 38.102 97.52 0.02411338 4.11488e+13 1.451446e+13 2.945689e+23 31.974 831.18219 4.256 343.068
1806 11513 M2.8 2012.06.30_19:18_TAI 2.168777e+22 108.059 -0.00850877 5688.427 26.086 1553.219 53.426 -0.02604811 42.12 107.636 0.18956822 3.691132e+13 1.57377e+13 2.845322e+23 35.226 1014.035095 4.179 320.457
1806 11513 M1.1 2012.07.01_00:35_TAI 2.618142e+22 100.618 -0.00598356 4860.302 29.994 1864.923 51.76 -0.0213742 45.062 100.91 0.09127312 4.841314e+13 1.489754e+13 3.307839e+23 37.726 1142.950562 4.297 306.622
1807 11515 M5.6 2012.07.01_10:52_TAI 3.247378e+22 92.983 -0.00521386 9628.741 47.366 2619.29 59.353 -0.01366195 54.204 96.121 0.00485424 6.395328e+13 1.214899e+13 7.603387e+23 46.866 1408.566406 4.694 310.011
1807 11515 M3.8 2012.07.01_20:07_TAI 3.346313e+22 99.679 -0.00854162 11462.89 47.786 3198.318 66.304 -0.01959408 54.266 106.706 -0.10066977 6.931192e+13 1.944491e+13 8.50933e+23 46.631 1514.467773 4.792 477.451
1807 11515 M2.3 2012.07.03_04:37_TAI 3.81577e+22 94.858 -0.00328894 9752.827 51.469 3632.69 63.675 -0.00908582 57.515 98.837 -0.12398452 8.436837e+13 1.629099e+13 9.493179e+23 48.842 1705.946899 4.916 241.053
1807 11515 M5.3 2012.07.03_09:55_TAI 3.864001e+22 98.084 -0.00429905 10519.42 52.011 3861.636 66.351 -0.01131211 57.832 100.874 -0.10393307 8.629175e+13 2.113389e+13 1.008388e+24 49.087 1771.978027 4.955 310.301
1807 11515 M2.3 2012.07.03_12:24_TAI 3.940169e+22 95.736 -0.00621097 10610.11 51.801 3970.244 65.181 -0.01681796 57.504 99.294 -0.0501263 8.826925e+13 2.578412e+13 1.047897e+24 49.096 1801.308228 4.924 461.879
1807 11515 M1.3 2012.07.03_14:40_TAI 4.044806e+22 96.452 -0.00648238 10845.71 51.528 4251.019 65.588 -0.01736581 57.529 100.377 -0.05817759 9.20251e+13 3.473463e+13 1.090279e+24 49.165 1835.372803 5.013 490.664
1806 11513 M1.8 2012.07.03_16:39_TAI 2.392735e+22 99.922 -0.00590507 8259.643 40.151 1896.832 60.024 -0.01611394 52.735 99.306 0.13221566 4.482199e+13 1.017029e+13 4.855286e+23 42.219 1611.0625 3.985 261.37
1807 11515 M4.6 2012.07.03_22:09_TAI 4.328548e+22 97.995 -0.00694165 10612.54 51.409 4549.057 65.88 -0.01788994 57.053 102.184 -0.06435419 9.724796e+13 2.412326e+13 1.118057e+24 48.884 1879.780396 4.946 550.653
1807 11515 M1.2 2012.07.03_23:55_TAI 4.328227e+22 102.399 -0.00684447 11023.34 51.137 4675.678 68.904 -0.01647148 56.874 107.061 -0.0778538 9.742411e+13 1.585612e+13 1.110874e+24 48.485 1873.176147 5.018 519.358
1807 11515 M2.4 2012.07.04_01:10_TAI 4.325098e+22 102.64 -0.00726343 11123.84 50.988 4754.381 69.597 -0.0171314 57.023 107.845 -0.10714747 9.80025e+13 1.535326e+13 1.109212e+24 48.521 1877.615601 5.033 545.345
1807 11515 M2.2 2012.07.04_02:42_TAI 4.3713e+22 102.061 -0.00663217 11137.24 50.702 4838.908 69.168 -0.01582163 56.649 107.44 -0.0917878 9.948085e+13 1.902699e+13 1.124763e+24 48.116 1882.099609 5.038 504.337
1807 11515 M4.7 2012.07.04_03:36_TAI 4.392794e+22 100.893 -0.00664692 10938.74 51.08 4748.041 68.075 -0.01631807 56.559 106.676 -0.11893778 1.002778e+14 2.009802e+13 1.128439e+24 48.405 1896.230713 5.103 516.293
1807 11515 M1.1 2012.07.04_06:58_TAI 4.529647e+22 99.976 -0.00686242 10602.88 49.855 4907.202 65.816 -0.01742199 55.592 106.932 -0.06378477 1.03911e+14 2.044431e+13 1.153833e+24 47.873 1916.788452 5.144 562.293
1807 11515 M1.8 2012.07.04_10:48_TAI 4.417017e+22 102.166 -0.00730391 11443.05 49.435 4932.735 68.238 -0.01748716 55.412 109.401 -0.16469373 9.981028e+13 1.174074e+13 1.158048e+24 47.645 1964.534058 5.12 556.573
1807 11515 M6.1 2012.07.04_11:44_TAI 4.47151e+22 101.317 -0.0084736 11440.41 48.826 4984.362 68.665 -0.02074981 55.355 108.24 -0.11234281 1.012683e+14 2.037824e+13 1.184263e+24 47.678 1967.09314 5.153 660.466
1807 11515 M1.2 2012.07.04_13:18_TAI 4.56795e+22 101.905 -0.00823602 11377.64 48.274 5167.284 68.747 -0.02039412 54.947 109.646 -0.11517706 1.034e+14 2.44174e+13 1.202561e+24 47.1 2018.394165 5.167 655.455
1807 11515 M1.6 2012.07.04_20:14_TAI 5.088096e+22 101.199 -0.00640475 11571.83 47.22 5919.268 65.996 -0.01523992 53.51 111.899 -0.05147732 1.119818e+14 1.228297e+13 1.333273e+24 46.301 2083.491211 5.227 555.638
1807 11515 M1.6 2012.07.04_21:45_TAI 5.102484e+22 104.127 -0.00396779 12337.91 46.732 6158.263 68.883 -0.00888155 53.115 114.614 -0.11270995 1.124873e+14 8.057742e+12 1.363912e+24 45.741 2088.731201 5.222 330.275
1807 11515 M2.9 2012.07.05_01:40_TAI 5.174737e+22 107.353 -0.00727403 12492.04 45.796 6238.867 69.957 -0.01518178 52.431 120.141 -0.13628872 1.128533e+14 2.059537e+13 1.338547e+24 45.082 2062.770752 5.188 586.869
1807 11515 M1.0 2012.07.05_02:51_TAI 5.227556e+22 108.225 -0.00706031 12543.97 44.596 6166.34 70.633 -0.01455197 51.961 120.451 -0.16971925 1.117401e+14 1.507789e+13 1.339813e+24 44.436 2088.598145 5.223 567.818
1807 11515 M1.5 2012.07.05_08:23_TAI 5.441325e+22 105.761 -0.00957408 11951.74 41.939 6037.876 66.341 -0.02045862 50.637 117.122 -0.059613 1.108545e+14 2.121113e+13 1.349062e+24 43.556 2157.718262 5.227 813.71
1807 11515 M1.8 2012.07.05_10:29_TAI 5.35584e+22 107.506 -0.01115966 12109.29 41.497 5986.97 68.711 -0.02305332 50.394 118.23 -0.09926095 1.088531e+14 2.129899e+13 1.313342e+24 43.244 2160.382568 5.181 911.332
1807 11515 M1.2 2012.07.05_13:30_TAI 5.5464e+22 105.885 -0.01259133 11698.83 39.702 6239.969 66.431 -0.02691266 49.395 116.923 -0.12956248 1.114507e+14 3.363575e+13 1.33077e+24 42.284 2223.464355 5.193 1078.486
1807 11515 M1.3 2012.07.05_18:55_TAI 6.162561e+22 101.807 -0.01053214 11596.81 37.291 6745.708 63.084 -0.02234328 47.972 114.544 -0.09267484 1.19974e+14 2.848826e+13 1.455957e+24 41.263 2249.925293 5.278 995.624
1807 11515 M1.2 2012.07.06_03:15_TAI 6.363935e+22 102.188 -0.01793475 12803.33 36.33 7064.521 64.398 -0.03406661 47.356 115.495 -0.11341453 1.188364e+14 5.143507e+13 1.553023e+24 40.579 2264.916992 5.195 1638.052
1807 11515 M2.6 2012.07.06_11:03_TAI 6.826386e+22 97.357 -0.0152512 12431.39 34.317 6829.646 58.712 -0.02874068 45.544 109.62 -0.12889358 1.147251e+14 5.157704e+13 1.575794e+24 39.111 2434.916748 5.241 1455.681
1807 11515 M1.3 2012.07.07_05:46_TAI 8.011478e+22 88.112 -0.01619984 11543.95 29.541 7109.465 53.038 -0.02952393 42.861 101.856 -0.13070454 1.115238e+14 6.092698e+13 1.63027e+24 36.314 2555.471191 5.101 1722.642
1807 11515 M1.1 2012.07.07_09:53_TAI 8.167209e+22 85.328 -0.01337884 11192.65 28.987 6771.522 51.094 -0.02475539 42.092 99.716 -0.08100823 1.090137e+14 4.722429e+13 1.605319e+24 36.019 2639.176758 5.081 1444.847
1807 11515 M1.4 2012.07.07_12:10_TAI 7.96357e+22 83.67 -0.01262952 10968.32 28.962 6455.663 50.036 -0.0237862 42.116 97.945 -0.15526113 1.041656e+14 4.099878e+13 1.544376e+24 35.958 2612.668213 5.018 1339.007
1807 11515 M6.9 2012.07.07_16:32_TAI 8.233542e+22 80.324 -0.01084391 10631.38 28.021 6341.835 47.765 -0.02048478 41.519 93.626 -0.1445154 1.015491e+14 4.072137e+13 1.543823e+24 35.588 2576.746582 4.963 1185.716
1834 11520 M1.1 2012.07.08_23:07_TAI 1.207106e+23 90.237 0.00968397 9920.303 32.907 8948.429 49.98 0.02217946 45.291 98.718 0.14115478 1.803991e+14 7.111464e+13 2.474349e+24 39.259 4251.106445 5.197 1818.717
1834 11520 M1.7 2012.07.09_05:14_TAI 1.156027e+23 93.809 0.01134604 10957.25 36.375 9183.478 53.134 0.02467853 46.922 102.688 0.166924 1.83282e+14 8.990678e+13 2.563299e+24 40.839 4476.945801 5.217 1998.572
1834 11520 M2.0 2012.07.09_06:27_TAI 1.137933e+23 94.414 0.01226075 10881.32 37.234 9126.673 53.308 0.0268575 47.338 102.964 0.11680858 1.833911e+14 9.832916e+13 2.527301e+24 41.207 4507.785645 5.23 2144.185
1834 11521 M1.0 2012.07.13_04:58_TAI 9.735147e+22 94.973 0.00544648 10300.71 42.175 7403.952 53.326 0.01384301 50.763 98.012 0.17375346 1.668225e+14 4.346303e+13 2.355334e+24 43.736 4308.319336 5.063 937.725
1879 11532 M2.3 2012.07.28_06:22_TAI 8.498481e+22 90.058 -0.00209676 5753.702 21.196 5024.133 43.124 -0.00552184 38.206 92.975 0.01771675 1.039036e+14 7.665977e+12 9.971729e+23 31.607 2878.032715 4.598 273.618
1879 11536 M1.1 2012.07.29_15:48_TAI 7.392859e+22 99.107 -0.00025992 6637.147 25.577 4943.511 48.69 -0.00074364 40.947 101.787 -0.01057846 1.130593e+14 7.027899e+11 1.080393e+24 34.707 3290.300781 4.773 31.858
1907 11540 M1.0 2012.08.10_12:20_TAI 4.851029e+22 100.186 -0.00207807 3083.123 14.914 2779.579 42.527 -0.00798597 34.85 100.009 0.03013598 6.746863e+13 2.302778e+12 3.598596e+23 28.533 1791.44812 4.308 182.633
1993 11560 M1.6 2012.09.05_04:13_TAI 1.950734e+22 99.886 -0.01149388 5015.613 25.838 1354.639 50.936 -0.03337786 41.484 104.294 -0.18867214 3.008125e+13 1.590948e+13 2.132239e+23 34.815 622.338623 4.331 367.919
1999 11564 M1.2 2012.09.08_22:36_TAI 5.161133e+22 102.979 -0.00016598 3479.973 18.09 3253.984 45.887 -0.00056673 36.46 105.102 -0.0675038 7.599763e+13 1.098666e+13 4.027089e+23 31.989 1923.113525 4.293 14.463
2040 11583 M1.3 2012.09.29_04:33_TAI 4.141573e+22 95.649 -0.00237827 3733.453 15.807 2606.848 43.996 -0.00764184 35.768 97.58 -0.16111401 5.805972e+13 7.296982e+12 3.453182e+23 29.651 1196.169067 4.307 165.63
2191 11613 M2.0 2012.11.11_23:28_TAI 1.176872e+22 78.021 0.00768813 7790.09 28.281 655.773 40.372 0.01747588 41.927 87.267 0.10687703 1.267994e+13 4.556181e+12 1.843686e+23 33.841 276.573334 4.088 136.733
2191 11613 M6.0 2012.11.12_02:04_TAI 1.247463e+22 80.763 0.00798378 7571.263 27.089 745.783 42.881 0.01842248 40.572 87.197 0.01576083 1.445288e+13 4.314886e+12 1.885207e+23 33.313 296.14389 4.01 149.688
2191 11613 M2.5 2012.11.12_05:50_TAI 1.373974e+22 86.045 0.01037967 6807.944 23.167 902.419 43.351 0.02544454 39.901 92.009 -0.05575399 1.738947e+13 6.869885e+12 1.909964e+23 30.922 326.912415 4.257 219.271
2191 11613 M2.8 2012.11.12_20:54_TAI 1.987907e+22 96.495 0.02555396 6666.916 21.285 1734.705 47.206 0.06451791 37.311 102.013 0.09360861 3.051524e+13 2.75454e+13 2.700103e+23 31.085 471.60788 4.364 779.242
2191 11613 M1.1 2012.11.13_04:04_TAI 1.938643e+22 101.265 0.02283379 6675.5 22.394 1690.464 48.301 0.06093415 37.559 107.354 0.10619564 3.140629e+13 2.54835e+13 2.707392e+23 31.436 535.365051 4.423 697.298
2220 11618 M1.6 2012.11.19_19:28_TAI 1.589784e+22 121.355 -0.00498566 4866.776 29.29 1603.357 69.298 -0.01433488 47.19 123.045 0.2547577 3.47708e+13 3.549011e+12 1.753879e+23 36.875 719.393494 4.199 135.291
2220 11618 M1.4 2012.11.20_06:56_TAI 1.737699e+22 110.129 -0.01163485 5840.821 37.701 2154.648 70.678 -0.03979835 52.126 111.417 0.13955328 4.532366e+13 1.272546e+13 2.674103e+23 41.68 888.004028 4.597 401.065
2220 11618 M1.6 2012.11.26_15:57_TAI 3.293399e+22 78.906 0.00035225 2876.191 11.7 1513.531 35.662 0.00109367 32.251 82.396 -0.08790231 3.21206e+13 2.318355e+12 1.967608e+23 25.313 587.663452 4.131 18.145
2227 11620 M1.0 2012.11.26_21:26_TAI 2.219987e+22 104.886 -0.00211576 9300.702 46.434 2252.531 66.944 -0.00523722 54.044 110.594 -0.06783197 4.816308e+13 1.335816e+12 4.750852e+23 45.83 898.638916 4.722 81.374
2227 11620 M2.2 2012.11.27_21:36_TAI 3.042784e+22 99.414 0.00338808 8247.434 38.84 2531.56 59.164 0.00807305 49.09 106.822 -0.16100435 5.304296e+13 1.147171e+13 5.332884e+23 42.044 1083.846191 4.695 164.959
2372 11654 M1.2 2013.01.10_09:11_TAI 6.014424e+22 74.129 0.00083903 10262.04 39.254 4106.484 45.183 0.00186916 48.452 85.756 -0.02516874 8.450206e+13 5.227011e+12 1.286443e+24 41.446 1737.654785 5.07 79.196
2372 11654 M1.0 2013.01.10_15:07_TAI 5.755975e+22 81.311 0.0006059 11216.07 39.753 4329.078 50.439 0.00123534 47.663 91.876 -0.09690796 8.629793e+13 5.100334e+12 1.262164e+24 41.881 1848.316162 4.981 51.341
2362 11652 M1.0 2013.01.12_00:50_TAI 2.628e+22 116.544 -0.00827851 4925.465 27.334 2384.646 61.438 -0.02841177 43.193 116.195 0.08878852 5.370846e+13 1.194534e+13 3.073661e+23 35.398 1575.37793 4.212 388.974
2362 11652 M1.7 2013.01.12_08:38_TAI 2.373439e+22 122.095 -0.011109 4721.589 24.472 2264.303 62.59 -0.03677161 41.66 122.212 0.07578741 5.139251e+13 1.448729e+13 2.577166e+23 33.804 1569.868774 4.213 456.558
2491 11675 M1.9 2013.02.16_15:50_TAI 1.043174e+21 119.115 0.00975131 2863.298 33.274 111.146 62.813 0.04065397 48.607 118.901 0.46471453 2.97766e+12 8.249026e+11 8.502583e+21 40.086 33.391842 2.575 21.804
2546 11692 M1.6 2013.03.20_22:04_TAI 4.349132e+22 69.833 -0.01035326 6054.787 18.971 2367.567 37.074 -0.02748813 37.931 79.226 0.04342642 4.521372e+13 2.771097e+13 5.377435e+23 30.562 1082.10144 4.164 692.364
2636 11718 M3.3 2013.04.11_20:38_TAI 2.616139e+22 96.665 -0.00221427 8801.849 41.5 2000.955 57.652 -0.00524614 49.127 103.732 -3.13e-06 4.201531e+13 2.731554e+12 4.770615e+23 43.05 944.347839 4.568 90.367
2673 11726 M1.0 2013.04.21_10:29_TAI 2.550828e+22 105.067 0.01628985 11131.19 51.159 3160.26 75.553 0.03922442 58.858 109.883 -0.11365727 6.295431e+13 2.261443e+13 6.770481e+23 48.652 1029.151855 4.935 746.01
2693 11731 M1.1 2013.05.01_05:10_TAI 2.798734e+22 106.475 0.00788042 6620.555 37.823 3160.796 66.868 0.02833941 51.586 109.704 0.15726463 6.876468e+13 2.038705e+13 4.892877e+23 41.366 1848.680298 4.763 438.522
2693 11731 M1.3 2013.05.02_16:55_TAI 3.052795e+22 111.395 0.00011248 3574.063 26.704 2622.882 56.201 0.000477 43.028 112.347 0.06600133 6.836783e+13 4.360516e+12 2.919106e+23 35.852 1686.58313 4.492 6.917
2748 11748 M1.3 2013.05.15_21:53_TAI 2.982269e+22 86.79 -0.01517247 5676.493 21.282 2017.186 46.097 -0.03688061 38.133 92.166 -0.06676991 3.810156e+13 2.555776e+13 3.307727e+23 31.502 817.57251 4.45 665.692
2748 11748 M3.2 2013.05.16_08:57_TAI 2.664881e+22 89.119 -0.01194834 5305.261 26.385 1903.925 47.055 -0.03551177 41.457 93.06 -0.06670851 4.169126e+13 2.484394e+13 3.155241e+23 34.736 795.950317 4.437 535.071
2809 11760 M1.0 2013.05.30_20:00_TAI 7.313004e+21 99.255 -0.00561912 2046.85 7.153 462.517 38.994 -0.01911901 28.812 102.203 -0.56616181 9.574741e+12 3.612455e+12 3.150247e+22 24.226 170.200424 3.553 65.114
2790 11762 M1.3 2013.06.04_08:57_TAI 3.150526e+22 98.612 0.01300396 7806.081 29.797 2442.625 49.808 0.03280706 42.525 105.058 -0.17237462 4.90726e+13 2.384678e+13 5.199274e+23 36.399 1099.826904 4.619 652.174
3048 11817 M1.5 2013.08.11_10:41_TAI 1.459251e+22 110.642 -0.00493695 4946.856 24.72 1324.158 59.301 -0.01453648 42.134 115.163 0.204137 2.870792e+13 2.963068e+12 1.641886e+23 35.211 552.71875 4.331 123.379
3056 11818 M3.3 2013.08.16_18:24_TAI 1.5495e+22 92.057 0.02907567 12752.83 51.239 1641.135 59.229 0.06664854 56.221 97.841 0.15169068 3.176269e+13 3.100678e+13 4.579245e+23 47.902 801.627441 4.452 786.119
3056 11818 M1.4 2013.08.16_19:33_TAI 1.573722e+22 91.46 0.02970199 12653.36 51.007 1723.929 58.485 0.06670746 55.664 98.21 0.42019209 3.274336e+13 3.136269e+13 4.581335e+23 47.817 799.585083 4.582 809.765
3263 11865 M1.7 2013.10.12_00:43_TAI 2.3711e+22 104.312 0.0139667 6120.135 24.339 1846.09 52.474 0.04255519 41.117 107.941 -0.06146815 3.850204e+13 2.918066e+13 3.283961e+23 33.954 880.184082 4.33 564.297
3263 11865 M1.8 2013.10.14_08:38_TAI 1.755694e+22 111.534 0.01282087 4974.183 27.769 1706.972 58.804 0.04566997 45.296 111.613 0.19710737 3.607473e+13 1.354795e+13 2.281823e+23 36.178 891.899719 4.258 442.858
3263 11865 M1.3 2013.10.14_23:36_TAI 1.732543e+22 123.893 0.0213773 5975.426 25.57 1808.726 63.154 0.06450654 43.136 126.147 0.06848366 3.452733e+13 2.162478e+13 2.388148e+23 34.61 903.439697 4.293 643.286
3258 11861 M1.2 2013.10.16_15:41_TAI 3.469892e+22 91.176 -0.00448553 8210.716 32.243 2443.0 49.355 -0.01010708 44.733 96.502 -0.20131709 4.903459e+13 5.620894e+12 5.828401e+23 37.913 1135.925171 4.58 239.756
3291 11875 M1.0 2013.10.21_00:22_TAI 2.61134e+22 103.434 -0.0020511 3801.825 26.762 2024.794 52.367 -0.00798426 43.791 104.236 0.05730667 5.084297e+13 1.52107e+12 2.570695e+23 36.32 1149.549072 4.228 104.428
3291 11875 M1.0 2013.10.21_15:20_TAI 2.664252e+22 104.653 -0.00801272 6355.938 35.371 2727.837 62.052 -0.0280538 48.825 107.377 0.0766759 6.456281e+13 1.354901e+13 4.369972e+23 40.748 1458.736694 4.712 414.827
3291 11875 M2.7 2013.10.22_20:53_TAI 3.219808e+22 101.556 -0.0042304 9200.475 46.973 3800.031 67.085 -0.01317617 56.571 107.188 0.17363268 8.098641e+13 1.541463e+13 7.924886e+23 46.668 1798.98645 4.898 274.375
3291 11875 M1.4 2013.10.22_23:43_TAI 3.27734e+22 103.995 -0.0058415 11170.43 49.467 4114.347 71.997 -0.01605433 57.665 110.483 0.16915154 8.145873e+13 2.126117e+13 9.150418e+23 47.678 1824.135254 4.867 360.309
3291 11875 M3.1 2013.10.23_00:08_TAI 3.295135e+22 103.535 -0.00557373 11404.43 49.933 4134.292 71.988 -0.01504535 57.74 110.165 0.13818315 8.111727e+13 2.474988e+13 9.31893e+23 47.876 1837.375854 4.85 342.929
3291 11875 M2.5 2013.10.23_10:09_TAI 3.669106e+22 102.84 -0.00250873 13045.51 49.284 4374.485 69.8 -0.0058955 56.703 108.796 0.38001361 8.730487e+13 1.813367e+13 1.116823e+24 47.38 2019.052979 4.936 161.711
3291 11875 M3.5 2013.10.23_10:33_TAI 3.641663e+22 103.187 -0.00251064 13318.46 49.706 4402.617 70.188 -0.00580732 56.778 108.972 0.35159326 8.707961e+13 1.675333e+13 1.120415e+24 47.475 2013.446777 4.982 159.024
3311 11882 M1.0 2013.10.25_19:53_TAI 1.997573e+22 82.292 -0.00971712 13341.15 34.042 2246.356 51.004 -0.01979773 45.264 100.621 0.03183401 3.157392e+13 1.076559e+13 5.078759e+23 38.299 533.493652 4.506 278.531
3291 11875 M3.5 2013.10.26_12:48_TAI 4.758633e+22 91.887 -0.01002248 9230.268 34.904 3411.01 49.866 -0.0251289 46.375 96.552 0.15897547 7.458569e+13 3.501654e+13 9.790017e+23 39.915 1838.830688 4.774 800.435
3295 11877 M1.4 2013.10.27_11:53_TAI 3.746545e+22 94.494 0.00647992 7318.75 35.197 2440.368 49.059 0.01928757 46.773 95.425 0.03585327 6.157352e+13 2.13873e+13 6.736672e+23 40.557 1717.238281 4.529 449.123
3291 11875 M2.8 2013.10.27_14:05_TAI 6.131373e+22 82.705 -0.00777502 9148.02 28.463 3732.605 43.218 -0.01836613 42.408 90.285 0.02943901 7.753753e+13 3.599502e+13 1.146402e+24 36.424 1898.348022 4.598 733.635
3311 11882 M2.7 2013.10.27_15:01_TAI 2.118857e+22 92.241 -0.01783102 13152.78 49.082 2427.452 64.193 -0.03540986 53.904 103.565 -0.06589366 4.358364e+13 1.490117e+13 5.668892e+23 47.606 778.499268 4.665 578.652
3311 11882 M4.4 2013.10.27_15:15_TAI 2.120836e+22 92.774 -0.01742227 13239.88 49.062 2398.762 63.998 -0.03425881 54.026 104.321 -0.10455449 4.369226e+13 1.460525e+13 5.680412e+23 47.669 782.204346 4.651 562.826
3291 11875 M1.5 2013.10.27_20:57_TAI 6.587854e+22 78.439 -0.00805914 9726.277 28.454 3949.909 41.764 -0.01786138 41.773 86.488 -0.01139923 7.898686e+13 3.641984e+13 1.255435e+24 36.447 1955.866821 4.381 783.268
3321 11884 M6.3 2013.10.31_19:53_TAI 3.634228e+22 96.239 0.00474979 8790.732 42.49 3306.059 55.97 0.01362676 51.011 99.593 0.06157223 7.47208e+13 1.155504e+13 7.752907e+23 43.603 1744.871704 4.588 315.419
3321 11884 M1.6 2013.11.01_22:21_TAI 3.173882e+22 99.376 0.0057029 8063.062 44.26 2850.067 59.359 0.01741672 53.197 99.886 0.10930205 6.424747e+13 1.509155e+13 6.561498e+23 44.391 1685.751465 4.44 349.445
3321 11884 M5.0 2013.11.02_05:22_TAI 2.867781e+22 104.55 0.00842025 8736.192 41.65 2718.343 60.82 0.02272852 51.665 107.036 0.14399926 5.918504e+13 1.442683e+13 5.949532e+23 43.194 1607.026367 4.485 431.782
3341 11890 M2.5 2013.11.04_08:18_TAI 6.999274e+22 75.201 0.00538125 9373.65 31.078 4606.029 43.941 0.01162965 43.0 84.8 -0.14855587 8.782561e+13 1.72467e+13 1.245347e+24 37.218 2183.89917 4.815 538.329
3341 11890 X3.3 2013.11.04_22:12_TAI 7.42481e+22 83.179 0.00923139 10297.19 33.624 5564.598 48.433 0.01984761 44.328 92.555 -0.06977245 1.041883e+14 3.305574e+13 1.479101e+24 38.927 2338.015625 5.039 998.44
3341 11890 M3.8 2013.11.05_13:46_TAI 6.433005e+22 90.18 0.0118463 10703.59 34.929 5568.691 53.186 0.02663513 45.436 97.153 -0.17053886 1.036901e+14 3.688042e+13 1.375897e+24 40.045 2489.069092 5.008 1146.615
3341 11890 M2.3 2013.11.06_03:40_TAI 6.013799e+22 98.057 0.01033712 11458.73 38.943 5672.128 58.183 0.02207041 47.56 105.735 -0.13224129 1.069387e+14 1.748512e+13 1.364328e+24 41.782 2477.682129 5.019 926.754
3341 11890 M2.4 2013.11.06_14:25_TAI 5.440047e+22 95.863 0.01107847 10735.94 42.496 5236.818 58.526 0.02730992 50.191 101.785 -0.07150545 1.080935e+14 3.132127e+13 1.273892e+24 43.897 2422.064209 4.961 989.817
3344 11891 M2.3 2013.11.07_09:28_TAI 6.928935e+21 109.741 0.02207863 7782.875 39.619 835.871 74.259 0.06229154 53.03 116.057 -0.09392605 1.615741e+13 1.052366e+13 1.280424e+23 41.993 305.427887 4.225 273.51
3376 11899 M1.0 2013.11.14_02:29_TAI 5.078348e+22 66.369 -0.00313704 12760.21 30.88 2722.357 35.835 -0.00635327 42.467 70.846 0.02473374 5.214342e+13 9.684596e+12 1.264537e+24 36.572 1209.313477 4.346 234.073
3364 11900 M1.2 2013.11.15_04:53_TAI 2.257072e+22 102.97 -0.00519986 9111.009 47.174 2424.235 66.653 -0.01340435 55.061 105.091 0.17589226 4.916286e+13 1.234535e+13 4.9844e+23 45.963 1012.152771 4.446 214.187
3364 11900 M1.6 2013.11.15_07:49_TAI 2.1968e+22 111.551 -0.00219081 9813.479 45.688 2326.998 72.297 -0.00521972 54.235 112.631 0.0534235 4.648216e+13 3.674798e+12 4.888448e+23 45.052 1045.884277 4.582 82.171
3364 11900 M1.0 2013.11.16_05:10_TAI 2.907031e+22 106.46 0.00100805 8188.277 39.661 2730.361 61.501 0.00276994 50.591 109.302 0.05669066 5.854634e+13 2.080574e+12 5.68796e+23 42.769 1198.16626 4.824 52.725
3376 11904 M1.1 2013.11.22_02:32_TAI 4.685369e+22 92.193 -0.00690192 14987.98 35.123 3296.82 47.192 -0.01269313 46.073 95.326 -0.09165645 6.731739e+13 9.618169e+12 1.432919e+24 40.132 1874.664429 4.221 496.855
3376 11904 M1.0 2013.11.22_12:57_TAI 5.421321e+22 88.829 -0.00554374 12478.09 29.505 3683.614 43.724 -0.01144716 42.814 93.1 -0.14375918 7.439116e+13 1.438593e+13 1.405956e+24 37.109 1969.982544 4.331 470.314
3437 11909 M1.2 2013.12.06_07:29_TAI 1.706652e+22 107.28 0.00017123 4903.066 23.499 1061.312 50.987 0.00051635 40.248 107.588 -0.11576606 2.556997e+13 2.312974e+12 1.905848e+23 34.19 675.293823 3.835 5.012
3497 11928 M1.9 2013.12.21_08:11_TAI 4.200249e+22 100.781 0.0049527 7557.203 32.031 3214.241 53.984 0.01204546 44.407 104.894 0.06500685 6.774983e+13 2.033078e+13 6.713782e+23 37.43 1477.576904 4.727 331.306
