USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA,Class,Peak Time
5.015658e+22,79.743,-0.00854644,17101.89,55.519,3725.598,54.52,-0.01491845,55.741,89.593,-0.02123933,72956730000000.0,17118870000000.0,1.624617e+24,49.932,1869.245972,4.953,611.335,5692,12371,M2.6,2015.06.19_14:36_TAI
4.428558e+22,79.505,-0.01704092,19624.54,62.149,3499.114,55.536,-0.02895888,60.194,88.345,-0.06177873,67275310000000.0,36948450000000.0,1.705514e+24,53.69,1865.553467,4.795,1115.123,5692,12371,M6.5,2015.06.21_06:23_TAI
4.040898e+22,87.528,-0.01056354,15297.54,54.967,3160.399,55.762,-0.02054786,56.714,94.066,-0.13614893,62858420000000.0,22791220000000.0,1.284548e+24,49.952,1745.056396,4.664,667.901,5692,12371,M7.9,2015.06.23_20:16_TAI
2.89449e+22,100.018,0.00217546,6199.981,16.761,2058.698,51.896,0.00472683,35.461,109.71,-0.13139457,36048240000000.0,6876608000000.0,3.115442e+23,29.655,933.717468,4.663,82.313,5885,12403,M1.4,2015.08.19_21:48_TAI
3.505552e+22,101.741,-0.00156415,6867.446,27.424,2710.381,57.289,-0.0037133,42.459,109.616,-0.12479847,53868290000000.0,3444353000000.0,4.676513e+23,35.788,1352.263672,4.802,80.2,5885,12403,M1.2,2015.08.20_18:49_TAI
4.237066e+21,134.977,0.00312283,2720.873,6.108,311.709,58.456,0.00756168,31.599,137.155,-0.24613492,5531892000000.0,813365100000.0,2.082425e+22,23.927,140.460495,3.481,17.997,5982,12423,M3.6,2015.09.26_15:55_TAI
2.301484e+22,101.315,0.00110009,9710.405,33.188,1876.13,62.917,0.00187641,44.851,110.686,-0.07004265,32813240000000.0,1839708000000.0,3.781578e+23,38.038,761.595947,4.809,32.259,6052,12445,M1.9,2015.11.02_15:26_TAI
3.806065e+22,102.055,0.00296957,10293.54,43.362,3187.343,62.705,0.00735739,52.916,105.047,0.21611357,65621000000000.0,16507020000000.0,8.707824e+23,44.109,2157.787109,4.638,189.15,6063,12443,M3.7,2015.11.03_01:52_TAI
2.95622e+22,103.551,0.00620431,5135.087,16.263,1606.46,43.999,0.0155208,34.064,106.385,-0.12031108,32020540000000.0,16328930000000.0,2.93237e+23,28.55,972.647644,4.053,266.773,6206,12473,M2.3,2015.12.31_12:11_TAI
4.785588e+22,88.114,-0.00887936,17243.73,48.779,3158.213,52.549,-0.01464546,52.861,94.875,0.17826177,65874180000000.0,29193190000000.0,1.567443e+24,47.172,2066.996826,4.753,607.73,6483,12529,M6.7,2016.04.16_12:29_TAI
4.55256e+22,79.772,-0.00536001,10909.0,40.757,2910.79,45.082,-0.01088246,48.756,85.828,-0.0288822,55423520000000.0,12531500000000.0,9.758435e+23,42.535,1530.712036,4.705,361.018,6670,12567,M7.6,2016.07.21_17:16_TAI
4.570643e+22,78.571,-0.00530352,10865.08,41.15,2924.399,44.457,-0.01085455,48.764,84.453,0.01226132,55568210000000.0,13141190000000.0,9.821168e+23,42.833,1544.248535,4.719,360.958,6670,12567,M5.5,2016.07.21_17:31_TAI
1.125057e+22,87.257,0.00395057,13417.63,51.399,678.484,52.963,0.00734075,53.907,89.31,0.35170281,14150870000000.0,3076343000000.0,2.96761e+23,45.852,466.37796,3.989,65.793,6972,12644,M4.4,2017.03.31_09:48_TAI
1.229449e+22,87.835,0.00234464,10574.15,46.233,708.026,50.903,0.00494012,50.469,90.337,0.3263469,16097640000000.0,3253966000000.0,2.667456e+23,43.472,451.231567,3.936,44.534,6972,12644,M5.3,2017.03.31_20:02_TAI
1.533396e+22,90.382,0.00148889,8038.554,37.855,917.654,47.85,0.00363615,46.85,94.118,0.11941198,20134500000000.0,1541675000000.0,2.62245e+23,39.946,503.427368,4.125,36.575,6972,12644,M2.1,2017.04.01_06:38_TAI
1.749252e+22,98.802,0.00608798,7534.002,35.434,1197.252,52.201,0.01426228,45.836,103.963,-0.12974378,25298720000000.0,8062131000000.0,2.709086e+23,38.791,571.571899,4.322,164.838,6972,12644,M1.2,2017.04.01_13:05_TAI
2.952685e+22,91.14,0.00774185,7190.226,31.397,2360.855,52.278,0.01776363,42.832,102.682,0.00043226,44621600000000.0,11380960000000.0,4.151688e+23,37.049,930.730347,4.555,336.593,6972,12644,M5.8,2017.04.02_02:29_TAI
2.711777e+22,86.609,-0.00926422,14924.78,55.709,1973.279,56.229,-0.01875974,58.671,88.766,0.18263529,42406470000000.0,7752053000000.0,9.049572e+23,50.65,1346.364746,3.869,422.949,7075,12665,M2.4,2017.07.12_14:09_TAI
5.029191e+21,95.372,-0.00524526,9320.304,55.571,432.379,65.274,-0.01384757,61.687,94.888,-0.06579634,10446200000000.0,3525868000000.0,1.22639e+23,49.65,228.408707,3.783,51.97,7115,12673,M1.5,2017.09.03_03:30_TAI
3.42646e+22,101.735,-0.04313459,20235.58,56.081,5280.184,75.76,-0.07036982,58.318,120.57,-0.05783701,74808950000000.0,58061870000000.0,1.308537e+24,50.438,1348.213257,5.156,2100.266,7115,12673,X9.3,2017.09.05_00:02_TAI
4.066698e+22,105.565,-0.06671126,21382.89,51.503,6593.411,75.517,-0.0998897,54.402,123.527,-0.20845592,83320160000000.0,91031540000000.0,1.530849e+24,47.529,1555.746338,5.208,3596.204,7115,12673,M7.3,2017.09.05_22:15_TAI
4.181662e+22,103.192,-0.06845314,21951.77,50.326,6618.145,73.144,-0.09946083,53.65,120.155,-0.22844732,81715490000000.0,91028820000000.0,1.580642e+24,47.051,1559.338379,5.152,3711.461,7115,12673,X1.3,2017.09.06_02:36_TAI
4.533103e+22,110.105,-0.03697439,21630.71,47.17,7357.481,76.954,-0.06190259,51.792,126.385,-0.31327546,100571700000000.0,78371730000000.0,1.764815e+24,45.785,1717.884888,5.305,2271.374,7115,12673,M3.9,2017.09.06_11:59_TAI
4.92655e+22,108.463,-0.05700319,19179.24,42.577,7444.161,73.292,-0.08348453,49.545,123.547,-0.23068549,93623960000000.0,93209600000000.0,1.599623e+24,43.165,1757.873413,5.294,3579.857,7115,12673,M1.2,2017.09.06_15:43_TAI
5.263238e+22,104.241,-0.05010771,19214.29,41.237,7474.539,69.445,-0.0738772,47.951,118.697,-0.02490371,96872350000000.0,83182480000000.0,1.693337e+24,41.954,1807.80603,5.236,3325.148,7115,12673,M8.1,2017.09.06_19:49_TAI
8.121292e+21,116.993,-0.00908344,4236.705,23.846,672.013,55.927,-0.02490482,41.945,122.449,-0.36893585,14154370000000.0,5072181000000.0,7.359505e+22,34.342,281.88501,3.926,118.811,7570,12816,M1.1,2021.04.18_11:42_TAI
1.88632e+22,88.806,-0.00155762,6426.026,24.624,951.757,37.104,-0.00458971,39.037,90.768,-0.14430729,22963880000000.0,2515242000000.0,2.759399e+23,34.184,602.063599,4.089,50.362,7590,12824,M1.4,2021.05.21_09:36_TAI
1.714441e+22,96.028,-0.00611931,6924.855,27.852,959.621,41.474,-0.01759275,41.054,98.456,-0.10537636,23613420000000.0,11259340000000.0,2.679865e+23,35.958,638.586365,3.933,178.317,7590,12824,M1.1,2021.05.21_23:08_TAI
1.687435e+22,110.736,0.0186025,7676.793,34.22,1399.417,60.616,0.04221513,46.995,114.703,0.08363889,28044950000000.0,23542850000000.0,2.629833e+23,39.211,661.021301,4.482,479.833,7716,12860,M4.7,2021.08.26_18:11_TAI
1.92647e+22,93.368,0.02099181,5673.563,19.076,1376.274,42.946,0.0567632,36.083,101.328,-0.24817376,26175200000000.0,28677880000000.0,2.199694e+23,30.794,519.924683,4.351,612.793,7745,12871,M2.8,2021.09.21_16:42_TAI
1.891905e+22,100.038,0.02307851,5848.583,18.42,1460.342,44.13,0.06021021,35.174,107.132,-0.29359016,26152040000000.0,29010440000000.0,2.161528e+23,30.391,583.38147,4.36,642.206,7745,12871,M1.8,2021.09.22_03:28_TAI
1.568897e+22,89.946,-0.00645697,15170.16,44.46,1060.611,48.395,-0.01183284,50.146,93.481,0.20846853,21353580000000.0,12532010000000.0,4.829552e+23,44.033,609.841675,4.313,154.774,7770,12882,M1.6,2021.10.07_18:38_TAI
2.90482e+22,108.273,0.01438402,7415.961,34.922,2613.045,60.424,0.03687375,46.748,113.084,-0.04861756,52073990000000.0,35529630000000.0,4.575225e+23,39.188,1378.851074,4.554,668.195,7798,12887,X1.0,2021.10.27_03:35_TAI
2.328916e+22,106.792,0.00453966,4509.516,19.858,1404.986,46.081,0.01385556,37.99,108.278,-0.05422259,30355490000000.0,9540169000000.0,2.301329e+23,31.777,921.390686,3.85,174.441,7798,12887,M1.5,2021.10.30_13:45_TAI
3.135815e+22,118.878,-0.0015266,6188.408,29.205,2615.623,68.877,-0.00409936,46.03,118.118,0.07263092,53459790000000.0,1860614000000.0,4.135538e+23,36.39,2005.446167,4.198,76.817,7871,12908,M1.8,2021.12.18_23:36_TAI
2.99287e+22,130.318,0.00221259,6439.904,28.201,2882.857,71.993,0.00539952,45.046,132.528,0.169788,56888670000000.0,7666852000000.0,3.946712e+23,35.918,2045.391602,4.473,102.102,7871,12908,M1.3,2021.12.20_19:06_TAI
1.011934e+22,92.486,-0.03208761,13071.11,50.203,887.068,63.068,-0.06067283,54.725,101.165,-0.00765107,16859510000000.0,20733490000000.0,2.563577e+23,46.622,376.882996,4.431,473.87,7934,12929,M1.5,2022.01.17_05:44_TAI
3.554001e+22,104.394,0.00354673,7280.806,27.993,2568.655,53.839,0.00854469,41.533,111.994,-0.03383767,53117050000000.0,17260750000000.0,5.069673e+23,35.728,1379.301025,4.8,185.952,7966,12936,M1.1,2022.01.28_11:32_TAI
2.313902e+22,72.66,0.00376718,5662.018,16.115,1075.237,35.017,0.0087482,34.415,74.738,-0.20783494,18976250000000.0,4833037000000.0,2.471705e+23,27.304,498.442108,3.953,123.827,7976,12939,M1.4,2022.02.10_20:44_TAI
1.118494e+22,95.222,-0.00933824,2723.78,10.356,621.583,37.582,-0.0284344,30.797,97.298,0.03340783,12062880000000.0,5105697000000.0,6.224648e+22,25.987,268.620422,3.118,160.692,8043,12958,M2.0,2022.03.01_05:39_TAI
1.428128e+22,113.222,-0.00160546,5924.703,22.793,1107.721,59.078,-0.00333083,40.729,118.141,-0.19553596,19935580000000.0,2008068000000.0,1.557209e+23,33.231,429.024445,4.279,31.772,8060,12964,M2.2,2022.03.10_10:32_TAI
1.918417e+22,90.366,0.0036369,1737.008,4.816,885.922,33.232,0.01304807,27.32,91.905,-0.15642326,19124060000000.0,6618583000000.0,7.156229e+22,22.103,449.783234,3.741,112.809,8086,12974,M1.4,2022.03.23_17:26_TAI
4.060443e+22,94.753,-0.00567266,9727.683,33.681,2563.614,48.202,-0.0129528,45.318,98.255,-0.10401648,55051910000000.0,24681940000000.0,8.126052e+23,39.166,1509.821289,4.58,356.799,8088,12975,M4.0,2022.03.26_23:29_TAI
