USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA,Class,Peak Time
1.52058e+22,106.505,-0.00174774,6818.254,38.902,1242.102,64.503,-0.00475732,50.751,107.147,0.37750831,26256540000000.0,4951940000000.0,2.317612e+23,40.562,836.870178,3.599,44.732,10793,13582,M1.0,2024.02.13_19:10_TAI
8.293792e+22,94.205,0.01059034,7205.413,20.42,5830.057,44.292,0.02823033,37.363,99.68,0.07090505,112110600000000.0,48395360000000.0,1.23941e+24,32.508,3197.315186,4.804,1371.661,10779,13576,M1.0,2024.02.13_23:35_TAI
7.381217e+22,80.0,-0.00026994,13679.33,39.109,5003.446,45.706,-0.00051164,47.125,89.764,-0.08658656,93954260000000.0,4659959000000.0,1.901261e+24,42.452,2197.268799,4.894,28.25,10856,13590,X1.8,2024.02.21_15:07_TAI
7.746031e+22,81.328,-0.00127022,12881.15,37.314,5293.521,44.305,-0.00237138,45.887,89.791,-0.04103323,98695370000000.0,2374011000000.0,1.924405e+24,41.047,2342.882568,4.973,142.89,10856,13590,X1.7,2024.02.21_22:32_TAI
7.069373e+22,90.727,-0.00266027,14617.5,43.252,5711.333,50.858,-0.00505476,49.106,99.616,-0.11042229,104955500000000.0,10268000000000.0,1.99741e+24,44.417,2489.868896,5.083,273.713,10856,13590,M4.8,2024.02.22_12:46_TAI
7.051163e+22,90.293,-0.00221514,14759.19,44.021,5576.403,51.021,-0.00425652,49.5,99.347,-0.08233096,105792600000000.0,10961730000000.0,2.027904e+24,44.911,2526.515137,5.065,229.168,10856,13590,X6.3,2024.02.22_14:34_TAI
7.311444e+22,92.287,-0.00319578,15379.84,45.666,6189.838,52.106,-0.00556898,50.987,101.77,0.01830717,111865200000000.0,9450442000000.0,2.219249e+24,45.572,2702.450439,5.153,347.228,10856,13590,M1.0,2024.02.23_05:28_TAI
7.268995e+22,99.784,-0.00330342,16082.96,46.134,6775.897,56.774,-0.0053221,51.334,107.993,-0.04330504,112986000000000.0,10571050000000.0,2.225039e+24,45.565,2721.629639,5.161,344.121,10856,13590,M1.4,2024.02.23_07:53_TAI
7.050886e+22,91.219,-0.00374598,15562.77,46.336,5697.083,52.232,-0.00712744,51.692,101.205,-0.00751895,106681000000000.0,9342669000000.0,2.206542e+24,45.871,2687.969238,5.118,399.91,10856,13590,M2.6,2024.02.23_09:47_TAI
6.758529e+22,97.103,-0.00629645,18656.27,49.057,6281.804,58.707,-0.00989148,53.04,105.382,-0.0268691,104195500000000.0,18434460000000.0,2.346544e+24,47.026,2628.246826,5.084,596.312,10856,13590,M4.5,2024.02.23_22:34_TAI
6.631903e+22,94.973,-0.00578892,19381.25,50.308,6139.361,58.387,-0.00897706,53.64,103.408,-0.06370198,101293500000000.0,17078010000000.0,2.386098e+24,47.67,2613.899902,5.126,536.638,10856,13590,M2.2,2024.02.24_02:57_TAI
6.639855e+22,95.575,-0.00511907,19396.55,50.551,6094.427,58.593,-0.00798445,53.596,103.757,-0.04843397,100893900000000.0,18841370000000.0,2.39692e+24,47.662,2597.499023,5.069,476.299,10856,13590,M3.6,2024.02.24_03:18_TAI
6.630334e+22,94.914,-0.00546416,19271.98,50.658,6145.125,58.35,-0.00856576,53.583,102.789,-0.0220742,100985400000000.0,17122480000000.0,2.391635e+24,47.725,2611.466309,5.1,510.593,10856,13590,M1.0,2024.02.24_03:59_TAI
6.989348e+22,92.94,-0.00913396,21034.08,53.777,6784.522,59.391,-0.01314151,55.563,102.738,-0.06234158,110450400000000.0,36558950000000.0,2.704336e+24,49.612,2889.372559,5.105,884.24,10856,13590,M2.0,2024.02.25_09:22_TAI
2.632972e+22,124.583,0.00663904,4306.575,25.206,2355.615,63.988,0.0220983,44.554,126.01,0.23393622,51109100000000.0,15156780000000.0,2.697174e+23,33.86,2816.739014,4.108,313.071,10897,13599,M1.3,2024.03.08_13:26_TAI
4.653155e+22,77.16,0.00148644,4244.734,12.205,2337.445,30.985,0.004436,30.772,89.02,-0.13436326,43169270000000.0,5540314000000.0,4.013852e+23,25.734,1310.557983,4.299,105.839,10897,13599,M1.0,2024.03.13_22:04_TAI
5.265864e+22,96.583,0.00638204,4922.555,15.897,4018.384,47.716,0.01583499,34.415,104.914,-0.10622811,70658060000000.0,15455750000000.0,4.879429e+23,28.533,1393.084106,4.706,476.337,10976,13615,M2.1,2024.03.19_15:27_TAI
5.199058e+22,95.989,0.01020131,5152.208,17.277,3925.272,48.063,0.02633147,35.58,103.874,-0.02686688,71115420000000.0,30277970000000.0,5.208609e+23,29.689,1533.216675,4.733,776.524,10976,13615,M7.4,2024.03.19_23:36_TAI
4.557997e+22,109.8,0.01226403,6117.432,22.146,3856.783,55.607,0.02980043,38.386,117.148,-0.05138283,71515700000000.0,37025820000000.0,5.37604e+23,32.921,1692.75769,4.825,811.548,10976,13615,M1.9,2024.03.20_14:55_TAI
4.359435e+22,118.415,-0.00230653,10407.12,40.672,5509.816,73.247,-0.0055204,50.746,131.246,0.21612577,97942780000000.0,7815468000000.0,9.567665e+23,42.644,2355.523682,5.249,159.665,10976,13615,M4.2,2024.03.22_12:32_TAI
4.348084e+22,116.757,-0.00239411,10474.1,41.797,5482.888,72.337,-0.00581476,51.327,129.267,0.1957394,97624680000000.0,7159698000000.0,9.740806e+23,43.279,2366.629639,5.231,167.647,10976,13615,M1.1,2024.03.22_13:22_TAI
4.394455e+22,117.858,-0.0051728,12796.17,46.424,5992.412,82.65,-0.01222352,54.96,125.979,0.04186939,107701500000000.0,13086200000000.0,1.204849e+24,46.35,2441.839111,5.205,366.726,10976,13615,M1.1,2024.03.22_22:55_TAI
4.421522e+22,118.191,-0.00430378,12729.2,46.463,6070.063,82.557,-0.01012545,54.992,126.343,0.04338457,109460400000000.0,12938680000000.0,1.205306e+24,46.42,2445.590332,5.232,306.846,10976,13615,M2.4,2024.03.22_23:09_TAI
4.452959e+22,118.103,-0.00495479,12674.76,46.568,6210.475,82.268,-0.01165492,55.048,126.31,0.07181448,111273100000000.0,16111490000000.0,1.212489e+24,46.634,2447.119629,5.198,356.899,10976,13615,M3.1,2024.03.22_23:38_TAI
4.465555e+22,115.692,-0.00989278,13708.32,48.63,6420.818,84.815,-0.02318349,56.028,124.106,0.08189061,112218000000000.0,24477860000000.0,1.317296e+24,47.63,2533.417725,5.219,715.792,10976,13615,M1.0,2024.03.23_03:29_TAI
4.312816e+22,112.111,-0.01269583,13893.61,50.216,6303.166,84.077,-0.02984105,56.944,121.564,0.14219874,107440000000000.0,28233540000000.0,1.297018e+24,48.539,2583.689453,5.357,892.415,10976,13615,M1.3,2024.03.23_04:47_TAI
4.314865e+22,111.503,-0.0119939,13873.77,50.326,6262.847,82.977,-0.02758658,57.077,121.38,0.1100452,105127800000000.0,29819060000000.0,1.289804e+24,48.593,2606.585938,5.316,839.573,10976,13615,M1.1,2024.03.23_05:11_TAI
4.395274e+22,111.242,-0.01199962,13742.94,50.066,6334.156,81.244,-0.02738113,57.02,121.759,0.12571892,106461100000000.0,28231850000000.0,1.30688e+24,48.478,2632.472168,5.306,859.233,10976,13615,M1.9,2024.03.23_05:37_TAI
4.859551e+22,113.15,-0.01124122,12944.94,48.288,7024.296,77.51,-0.02555723,55.726,124.026,0.13113976,119459500000000.0,23968710000000.0,1.371052e+24,47.611,2673.779053,5.326,896.498,10976,13615,M1.5,2024.03.23_06:53_TAI
4.951468e+22,117.897,-0.01271711,13422.19,47.046,7343.088,80.206,-0.0279338,54.877,128.559,0.17520803,123602700000000.0,29794040000000.0,1.402456e+24,46.897,2695.290527,5.346,1000.493,10976,13615,M3.8,2024.03.23_07:13_TAI
4.93395e+22,117.563,-0.01321361,13919.07,48.67,6967.364,82.245,-0.02773715,55.946,128.05,0.08472884,115869100000000.0,25408930000000.0,1.415869e+24,47.681,2751.012939,5.365,1012.031,10976,13615,M2.8,2024.03.23_08:51_TAI
5.079561e+22,111.727,-0.01197962,13363.6,50.391,6920.625,79.015,-0.02768216,57.345,122.096,0.12944144,120423900000000.0,31020560000000.0,1.491923e+24,48.54,2929.641846,5.368,1007.043,10976,13615,M2.4,2024.03.23_15:49_TAI
5.337995e+22,122.525,-0.01399083,14345.06,47.354,7542.732,83.966,-0.02901161,55.29,132.061,0.09278607,128138700000000.0,32151150000000.0,1.554894e+24,46.871,2970.89502,5.337,1141.904,10976,13615,M1.4,2024.03.23_17:25_TAI
