,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA,Class,Peak Time
0,4.897015e+21,123.5,0.00098276,4720.558,30.626,478.127,76.682,0.00268721,49.63,122.266,0.57820153,9923370000000.0,2448190000000.0,5.178912e+22,38.384,264.007629,3.29,8.119,377,11158,X2.2,2011.02.12_13:56_TAI
1,3.088724e+22,77.069,-0.00166811,10962.34,40.143,1757.985,46.729,-0.00311986,47.884,83.684,0.12036981,31952820000000.0,2633205000000.0,6.155176e+23,40.431,991.221619,4.375,70.524,401,11166,M2.0,2011.03.05_02:30_TAI
2,4.529095e+22,99.7,0.00714436,12002.91,38.151,3675.843,58.148,0.01423601,47.188,107.809,0.16427773,71784890000000.0,31392450000000.0,1.043315e+24,41.025,1912.398682,5.029,467.598,393,11164,M3.7,2011.03.05_08:12_TAI
3,2.042674e+22,118.219,0.00717971,5657.062,26.244,1582.188,61.086,0.02116901,42.911,118.532,0.36731702,33356210000000.0,11771720000000.0,2.519202e+23,34.859,1228.67395,4.111,240.736,637,11226,M2.5,2011.06.04_18:41_TAI
4,2.118057e+22,109.366,-0.00537454,11102.23,47.955,2760.164,77.095,-0.01421189,57.091,115.29,0.21127777,52105980000000.0,4245411000000.0,5.465991e+23,46.629,1263.426025,4.674,199.245,750,11261,M6.0,2011.08.01_01:48_TAI
5,2.157739e+22,108.761,0.02008734,12668.07,45.756,2795.486,77.695,0.05081043,55.563,114.8,0.28480303,49905830000000.0,34376150000000.0,6.083305e+23,45.528,1334.375,4.854,726.318,750,11261,M9.3,2011.08.01_15:57_TAI
6,1.753176e+22,111.959,0.00114351,7885.827,37.458,1708.476,68.752,0.00350153,51.626,112.377,0.55233043,37164340000000.0,9331965000000.0,3.307497e+23,41.419,1434.655396,4.289,36.114,833,11283,X1.8,2011.09.05_10:38_TAI
7,6.105303e+22,100.151,-0.00848943,9723.083,38.592,4731.232,57.315,-0.02089955,48.323,103.972,0.30461383,101484700000000.0,21422710000000.0,1.273036e+24,41.262,3166.750488,4.796,836.931,1321,11402,M8.7,2012.01.20_15:59_TAI
8,7.85037e+22,85.805,-0.00655263,4045.931,11.49,3866.304,35.886,-0.01819087,30.686,89.85,0.03429035,75907440000000.0,28245000000000.0,6.199892e+23,24.967,2084.633789,4.587,756.062,1321,11402,X1.8,2012.01.25_06:37_TAI
9,3.859197e+22,69.987,-0.0197315,12516.75,39.07,2597.829,47.596,-0.03240792,47.867,85.823,-0.02885812,42561490000000.0,39747530000000.0,7.949688e+23,42.502,1251.630249,4.596,943.6,1449,11429,X5.4,2012.03.04_12:24_TAI
10,3.877683e+22,71.161,-0.01989478,12579.8,39.441,2589.284,47.382,-0.03307421,48.056,85.538,-0.011966,43250640000000.0,40266840000000.0,8.123882e+23,42.746,1243.095947,4.608,967.344,1449,11430,X1.3,2012.03.04_13:14_TAI
11,5.34348e+22,85.838,-0.02788853,15204.86,49.157,5032.66,59.132,-0.05064662,53.371,101.061,0.05471042,85342100000000.0,75480120000000.0,1.509669e+24,47.609,1941.285034,5.2,2084.947,1449,11429,M6.3,2012.03.06_15:53_TAI
12,5.592071e+22,92.173,-0.02788526,14944.23,51.501,5419.221,61.606,-0.05608644,54.143,103.809,-0.03467438,95416980000000.0,88800200000000.0,1.63151e+24,47.774,2341.407227,5.219,2292.308,1449,11429,M8.4,2012.03.08_05:44_TAI
13,5.348073e+22,103.897,-0.02360913,11309.89,36.297,4151.876,56.778,-0.04802115,45.482,109.614,-0.10488977,78753290000000.0,88162040000000.0,1.126067e+24,39.409,2184.93457,4.761,1769.93,1449,11429,M7.9,2012.03.11_05:41_TAI
14,4.218631e+22,101.657,-0.00808744,8886.82,29.841,3021.297,52.32,-0.01833451,42.517,105.548,-0.18543552,60154240000000.0,24428990000000.0,7.343142e+23,36.481,1764.476318,4.8,503.184,1638,11476,M5.1,2012.05.14_13:47_TAI
15,2.404906e+22,96.453,0.00529121,6570.322,25.84,1699.54,55.54,0.01092434,42.364,104.07,-0.06453295,30826500000000.0,6107076000000.0,2.886455e+23,35.381,727.00061,4.543,175.012,1750,11504,M1.2,2012.06.11_01:17_TAI
