Method,Time,Layers,Alpha,Tolerance,TSS Mean,TSS Std,HSS Mean,HSS Std
only_cme,36,18,1e-07,1e-07,0.795,0.1145,0.8237,0.086
only_cme,36,18,1e-07,1e-06,0.795,0.1145,0.8237,0.086
only_cme,36,18,1e-07,1e-05,0.795,0.1145,0.8237,0.086
only_cme,36,18,1e-07,0.0001,0.795,0.1145,0.8237,0.086
only_cme,36,18,1e-07,0.001,0.2524,0.1314,0.3222,0.1584
only_cme,36,18,1e-06,1e-07,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-06,1e-06,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-06,1e-05,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-06,0.0001,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-06,0.001,0.2524,0.1314,0.3222,0.1584
only_cme,36,18,1e-05,1e-07,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-05,1e-06,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-05,1e-05,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-05,0.0001,0.785,0.1141,0.8166,0.0892
only_cme,36,18,1e-05,0.001,0.2706,0.133,0.3435,0.1621
only_cme,36,18,0.0001,1e-07,0.7905,0.1203,0.8266,0.0911
only_cme,36,18,0.0001,1e-06,0.7905,0.1203,0.8266,0.0911
only_cme,36,18,0.0001,1e-05,0.7905,0.1203,0.8266,0.0911
only_cme,36,18,0.0001,0.0001,0.7905,0.1203,0.8266,0.0911
only_cme,36,18,0.0001,0.001,0.2706,0.133,0.3435,0.1621
only_cme,36,18,0.001,1e-07,0.795,0.1145,0.8237,0.086
only_cme,36,18,0.001,1e-06,0.795,0.1145,0.8237,0.086
only_cme,36,18,0.001,1e-05,0.795,0.1145,0.8237,0.086
only_cme,36,18,0.001,0.0001,0.795,0.1145,0.8237,0.086
only_cme,36,18,0.001,0.001,0.2706,0.133,0.3435,0.1621
only_cme,36,36,1e-07,1e-07,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-07,1e-06,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-07,1e-05,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-07,0.0001,0.7997,0.1035,0.8344,0.0807
only_cme,36,36,1e-07,0.001,0.4057,0.1807,0.4751,0.1774
only_cme,36,36,1e-06,1e-07,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-06,1e-06,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-06,1e-05,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-06,0.0001,0.7997,0.1035,0.8344,0.0807
only_cme,36,36,1e-06,0.001,0.4057,0.1807,0.4751,0.1774
only_cme,36,36,1e-05,1e-07,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-05,1e-06,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-05,1e-05,0.8116,0.1152,0.8459,0.087
only_cme,36,36,1e-05,0.0001,0.7997,0.1035,0.8344,0.0807
only_cme,36,36,1e-05,0.001,0.4029,0.1792,0.47,0.1747
only_cme,36,36,0.0001,1e-07,0.8116,0.1152,0.8459,0.087
only_cme,36,36,0.0001,1e-06,0.8116,0.1152,0.8459,0.087
only_cme,36,36,0.0001,1e-05,0.8116,0.1152,0.8459,0.087
only_cme,36,36,0.0001,0.0001,0.7997,0.1035,0.8344,0.0807
only_cme,36,36,0.0001,0.001,0.4029,0.1792,0.47,0.1747
only_cme,36,36,0.001,1e-07,0.8116,0.1152,0.8459,0.087
only_cme,36,36,0.001,1e-06,0.8116,0.1152,0.8459,0.087
only_cme,36,36,0.001,1e-05,0.8116,0.1152,0.8459,0.087
only_cme,36,36,0.001,0.0001,0.8025,0.1029,0.8397,0.0775
only_cme,36,36,0.001,0.001,0.4029,0.1792,0.47,0.1747
only_cme,36,54,1e-07,1e-07,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-07,1e-06,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-07,1e-05,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-07,0.0001,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,1e-07,0.001,0.5932,0.1718,0.6562,0.1562
only_cme,36,54,1e-06,1e-07,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-06,1e-06,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-06,1e-05,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-06,0.0001,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-06,0.001,0.5932,0.1718,0.6562,0.1562
only_cme,36,54,1e-05,1e-07,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-05,1e-06,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-05,1e-05,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,1e-05,0.0001,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,1e-05,0.001,0.5932,0.1718,0.6562,0.1562
only_cme,36,54,0.0001,1e-07,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,0.0001,1e-06,0.8132,0.1122,0.8367,0.0914
only_cme,36,54,0.0001,1e-05,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,0.0001,0.0001,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,0.0001,0.001,0.5932,0.1718,0.6562,0.1562
only_cme,36,54,0.001,1e-07,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,0.001,1e-06,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,0.001,1e-05,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,0.001,0.0001,0.8104,0.1174,0.8315,0.1016
only_cme,36,54,0.001,0.001,0.5841,0.1869,0.6462,0.1735
only_cme,36,72,1e-07,1e-07,0.835,0.1014,0.8564,0.0743
only_cme,36,72,1e-07,1e-06,0.835,0.1014,0.8564,0.0743
only_cme,36,72,1e-07,1e-05,0.835,0.1014,0.8564,0.0743
only_cme,36,72,1e-07,0.0001,0.8269,0.1127,0.8543,0.0935
only_cme,36,72,1e-07,0.001,0.6785,0.1507,0.7236,0.1249
only_cme,36,72,1e-06,1e-07,0.835,0.1014,0.8564,0.0743
only_cme,36,72,1e-06,1e-06,0.835,0.1014,0.8564,0.0743
only_cme,36,72,1e-06,1e-05,0.835,0.1014,0.8564,0.0743
only_cme,36,72,1e-06,0.0001,0.8269,0.1127,0.8543,0.0935
only_cme,36,72,1e-06,0.001,0.6785,0.1507,0.7236,0.1249
only_cme,36,72,1e-05,1e-07,0.825,0.0949,0.8498,0.0748
only_cme,36,72,1e-05,1e-06,0.825,0.0949,0.8498,0.0748
only_cme,36,72,1e-05,1e-05,0.825,0.0949,0.8498,0.0748
only_cme,36,72,1e-05,0.0001,0.8369,0.1093,0.8614,0.0874
only_cme,36,72,1e-05,0.001,0.6785,0.1507,0.7236,0.1249
only_cme,36,72,0.0001,1e-07,0.835,0.1014,0.8564,0.0743
only_cme,36,72,0.0001,1e-06,0.835,0.1014,0.8564,0.0743
only_cme,36,72,0.0001,1e-05,0.835,0.1014,0.8564,0.0743
only_cme,36,72,0.0001,0.0001,0.8178,0.1166,0.8473,0.0944
only_cme,36,72,0.0001,0.001,0.6785,0.1507,0.7236,0.1249
only_cme,36,72,0.001,1e-07,0.8379,0.0952,0.862,0.0609
only_cme,36,72,0.001,1e-06,0.8379,0.0952,0.862,0.0609
only_cme,36,72,0.001,1e-05,0.8379,0.0952,0.862,0.0609
only_cme,36,72,0.001,0.0001,0.8369,0.1093,0.8614,0.0874
only_cme,36,72,0.001,0.001,0.6639,0.1324,0.7071,0.1135
only_cme,36,90,1e-07,1e-07,0.8497,0.104,0.8745,0.0831
only_cme,36,90,1e-07,1e-06,0.8497,0.104,0.8745,0.0831
only_cme,36,90,1e-07,1e-05,0.8497,0.104,0.8745,0.0831
only_cme,36,90,1e-07,0.0001,0.825,0.0964,0.8498,0.075
only_cme,36,90,1e-07,0.001,0.7187,0.1631,0.7671,0.1326
only_cme,36,90,1e-06,1e-07,0.8434,0.1092,0.8732,0.0841
only_cme,36,90,1e-06,1e-06,0.8434,0.1092,0.8732,0.0841
only_cme,36,90,1e-06,1e-05,0.8434,0.1092,0.8732,0.0841
only_cme,36,90,1e-06,0.0001,0.825,0.0964,0.8498,0.075
only_cme,36,90,1e-06,0.001,0.7096,0.1598,0.7601,0.1286
only_cme,36,90,1e-05,1e-07,0.8406,0.1124,0.8676,0.0903
only_cme,36,90,1e-05,1e-06,0.8406,0.1124,0.8676,0.0903
only_cme,36,90,1e-05,1e-05,0.8406,0.1124,0.8676,0.0903
only_cme,36,90,1e-05,0.0001,0.825,0.0964,0.8498,0.075
only_cme,36,90,1e-05,0.001,0.7187,0.1631,0.7671,0.1326
only_cme,36,90,0.0001,1e-07,0.8406,0.1124,0.8676,0.0903
only_cme,36,90,0.0001,1e-06,0.8406,0.1124,0.8676,0.0903
only_cme,36,90,0.0001,1e-05,0.8406,0.1124,0.8676,0.0903
only_cme,36,90,0.0001,0.0001,0.825,0.0964,0.8498,0.075
only_cme,36,90,0.0001,0.001,0.7187,0.1631,0.7671,0.1326
only_cme,36,90,0.001,1e-07,0.8306,0.1044,0.861,0.0872
only_cme,36,90,0.001,1e-06,0.8306,0.1044,0.861,0.0872
only_cme,36,90,0.001,1e-05,0.8306,0.1044,0.861,0.0872
only_cme,36,90,0.001,0.0001,0.825,0.0964,0.8498,0.075
only_cme,36,90,0.001,0.001,0.7096,0.1598,0.7601,0.1286
only_cme,36,108,1e-07,1e-07,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-07,1e-06,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-07,1e-05,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-07,0.0001,0.8139,0.0683,0.8288,0.0543
only_cme,36,108,1e-07,0.001,0.6532,0.1888,0.7022,0.1542
only_cme,36,108,1e-06,1e-07,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-06,1e-06,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-06,1e-05,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-06,0.0001,0.8167,0.0689,0.8341,0.0499
only_cme,36,108,1e-06,0.001,0.6532,0.1888,0.7022,0.1542
only_cme,36,108,1e-05,1e-07,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-05,1e-06,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-05,1e-05,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,1e-05,0.0001,0.8139,0.0683,0.8288,0.0543
only_cme,36,108,1e-05,0.001,0.6532,0.1888,0.7022,0.1542
only_cme,36,108,0.0001,1e-07,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,0.0001,1e-06,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,0.0001,1e-05,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,0.0001,0.0001,0.8258,0.0879,0.8401,0.07
only_cme,36,108,0.0001,0.001,0.6532,0.1888,0.7022,0.1542
only_cme,36,108,0.001,1e-07,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,0.001,1e-06,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,0.001,1e-05,0.8413,0.1077,0.8573,0.0869
only_cme,36,108,0.001,0.0001,0.8167,0.0678,0.8345,0.0557
only_cme,36,108,0.001,0.001,0.6532,0.1888,0.7022,0.1542
only_flares,48,18,1e-07,1e-07,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-07,1e-06,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-07,1e-05,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-07,0.0001,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-07,0.001,0.1559,0.1036,0.1584,0.105
only_flares,48,18,1e-06,1e-07,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-06,1e-06,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-06,1e-05,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-06,0.0001,0.7708,0.0741,0.7723,0.073
only_flares,48,18,1e-06,0.001,0.1559,0.1036,0.1584,0.105
only_flares,48,18,1e-05,1e-07,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,1e-05,1e-06,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,1e-05,1e-05,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,1e-05,0.0001,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,1e-05,0.001,0.1559,0.1036,0.1584,0.105
only_flares,48,18,0.0001,1e-07,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,0.0001,1e-06,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,0.0001,1e-05,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,0.0001,0.0001,0.7668,0.0671,0.7679,0.0655
only_flares,48,18,0.0001,0.001,0.1559,0.1036,0.1584,0.105
only_flares,48,18,0.001,1e-07,0.7748,0.0726,0.7766,0.0718
only_flares,48,18,0.001,1e-06,0.7748,0.0726,0.7766,0.0718
only_flares,48,18,0.001,1e-05,0.7748,0.0726,0.7766,0.0718
only_flares,48,18,0.001,0.0001,0.7748,0.0726,0.7766,0.0718
only_flares,48,18,0.001,0.001,0.1559,0.1036,0.1584,0.105
only_flares,48,36,1e-07,1e-07,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-07,1e-06,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-07,1e-05,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-07,0.0001,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-07,0.001,0.4835,0.1606,0.4868,0.1594
only_flares,48,36,1e-06,1e-07,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-06,1e-06,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-06,1e-05,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-06,0.0001,0.7946,0.1087,0.7981,0.1081
only_flares,48,36,1e-06,0.001,0.4835,0.1606,0.4868,0.1594
only_flares,48,36,1e-05,1e-07,0.7904,0.1081,0.7938,0.1077
only_flares,48,36,1e-05,1e-06,0.7904,0.1081,0.7938,0.1077
only_flares,48,36,1e-05,1e-05,0.7904,0.1081,0.7938,0.1077
only_flares,48,36,1e-05,0.0001,0.7904,0.1081,0.7938,0.1077
only_flares,48,36,1e-05,0.001,0.4835,0.1606,0.4868,0.1594
only_flares,48,36,0.0001,1e-07,0.7858,0.11,0.7892,0.1093
only_flares,48,36,0.0001,1e-06,0.7858,0.11,0.7892,0.1093
only_flares,48,36,0.0001,1e-05,0.7858,0.11,0.7892,0.1093
only_flares,48,36,0.0001,0.0001,0.7858,0.11,0.7892,0.1093
only_flares,48,36,0.0001,0.001,0.4883,0.1505,0.4917,0.1491
only_flares,48,36,0.001,1e-07,0.7864,0.1152,0.7894,0.1144
only_flares,48,36,0.001,1e-06,0.7864,0.1152,0.7894,0.1144
only_flares,48,36,0.001,1e-05,0.7864,0.1152,0.7894,0.1144
only_flares,48,36,0.001,0.0001,0.7864,0.1152,0.7894,0.1144
only_flares,48,36,0.001,0.001,0.4981,0.1527,0.5009,0.1507
only_flares,48,54,1e-07,1e-07,0.8237,0.1018,0.8249,0.1
only_flares,48,54,1e-07,1e-06,0.8237,0.1018,0.8249,0.1
only_flares,48,54,1e-07,1e-05,0.8237,0.1018,0.8249,0.1
only_flares,48,54,1e-07,0.0001,0.8237,0.1018,0.8249,0.1
only_flares,48,54,1e-07,0.001,0.6363,0.0891,0.6371,0.0895
only_flares,48,54,1e-06,1e-07,0.8318,0.0959,0.8335,0.0937
only_flares,48,54,1e-06,1e-06,0.8318,0.0959,0.8335,0.0937
only_flares,48,54,1e-06,1e-05,0.8318,0.0959,0.8335,0.0937
only_flares,48,54,1e-06,0.0001,0.8318,0.0959,0.8335,0.0937
only_flares,48,54,1e-06,0.001,0.6323,0.0897,0.6328,0.09
only_flares,48,54,1e-05,1e-07,0.8278,0.1011,0.8292,0.0991
only_flares,48,54,1e-05,1e-06,0.8278,0.1011,0.8292,0.0991
only_flares,48,54,1e-05,1e-05,0.8278,0.1011,0.8292,0.0991
only_flares,48,54,1e-05,0.0001,0.8278,0.1011,0.8292,0.0991
only_flares,48,54,1e-05,0.001,0.6363,0.0891,0.6371,0.0895
only_flares,48,54,0.0001,1e-07,0.8237,0.1018,0.8249,0.1
only_flares,48,54,0.0001,1e-06,0.8237,0.1018,0.8249,0.1
only_flares,48,54,0.0001,1e-05,0.8237,0.1018,0.8249,0.1
only_flares,48,54,0.0001,0.0001,0.8237,0.1018,0.8249,0.1
only_flares,48,54,0.0001,0.001,0.6363,0.0891,0.6371,0.0895
only_flares,48,54,0.001,1e-07,0.8277,0.0968,0.8292,0.0949
only_flares,48,54,0.001,1e-06,0.8277,0.0968,0.8292,0.0949
only_flares,48,54,0.001,1e-05,0.8277,0.0968,0.8292,0.0949
only_flares,48,54,0.001,0.0001,0.8277,0.0968,0.8292,0.0949
only_flares,48,54,0.001,0.001,0.6281,0.0675,0.6285,0.0681
only_flares,48,72,1e-07,1e-07,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,1e-07,1e-06,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,1e-07,1e-05,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,1e-07,0.0001,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,1e-07,0.001,0.7491,0.0835,0.7509,0.0861
only_flares,48,72,1e-06,1e-07,0.864,0.1044,0.8646,0.1041
only_flares,48,72,1e-06,1e-06,0.864,0.1044,0.8646,0.1041
only_flares,48,72,1e-06,1e-05,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,1e-06,0.0001,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,1e-06,0.001,0.7371,0.077,0.738,0.0794
only_flares,48,72,1e-05,1e-07,0.864,0.1044,0.8646,0.1041
only_flares,48,72,1e-05,1e-06,0.864,0.1044,0.8646,0.1041
only_flares,48,72,1e-05,1e-05,0.864,0.1044,0.8646,0.1041
only_flares,48,72,1e-05,0.0001,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,1e-05,0.001,0.7411,0.0779,0.7423,0.0804
only_flares,48,72,0.0001,1e-07,0.864,0.1044,0.8646,0.1041
only_flares,48,72,0.0001,1e-06,0.864,0.1044,0.8646,0.1041
only_flares,48,72,0.0001,1e-05,0.864,0.1044,0.8646,0.1041
only_flares,48,72,0.0001,0.0001,0.8647,0.1044,0.8647,0.1041
only_flares,48,72,0.0001,0.001,0.7451,0.0807,0.7466,0.0834
only_flares,48,72,0.001,1e-07,0.8553,0.1073,0.8559,0.107
only_flares,48,72,0.001,1e-06,0.8553,0.1073,0.8559,0.107
only_flares,48,72,0.001,1e-05,0.856,0.1074,0.856,0.107
only_flares,48,72,0.001,0.0001,0.856,0.1074,0.856,0.107
only_flares,48,72,0.001,0.001,0.7464,0.0762,0.7469,0.0789
only_flares,48,90,1e-07,1e-07,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-07,1e-06,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-07,1e-05,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-07,0.0001,0.8707,0.089,0.873,0.0886
only_flares,48,90,1e-07,0.001,0.7979,0.0979,0.7991,0.0994
only_flares,48,90,1e-06,1e-07,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-06,1e-06,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-06,1e-05,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-06,0.0001,0.8707,0.089,0.873,0.0886
only_flares,48,90,1e-06,0.001,0.7893,0.0995,0.7903,0.1009
only_flares,48,90,1e-05,1e-07,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-05,1e-06,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-05,1e-05,0.8704,0.0892,0.8729,0.0887
only_flares,48,90,1e-05,0.0001,0.8707,0.089,0.873,0.0886
only_flares,48,90,1e-05,0.001,0.7979,0.0979,0.7991,0.0994
only_flares,48,90,0.0001,1e-07,0.8707,0.089,0.873,0.0886
only_flares,48,90,0.0001,1e-06,0.8707,0.089,0.873,0.0886
only_flares,48,90,0.0001,1e-05,0.8707,0.089,0.873,0.0886
only_flares,48,90,0.0001,0.0001,0.8707,0.089,0.873,0.0886
only_flares,48,90,0.0001,0.001,0.7893,0.0995,0.7903,0.1009
only_flares,48,90,0.001,1e-07,0.8569,0.1005,0.8597,0.0998
only_flares,48,90,0.001,1e-06,0.8569,0.1005,0.8597,0.0998
only_flares,48,90,0.001,1e-05,0.8569,0.1005,0.8597,0.0998
only_flares,48,90,0.001,0.0001,0.8573,0.1004,0.8597,0.0998
only_flares,48,90,0.001,0.001,0.798,0.0902,0.7991,0.0917
only_flares,48,108,1e-07,1e-07,0.862,0.0831,0.8641,0.082
only_flares,48,108,1e-07,1e-06,0.862,0.0831,0.8641,0.082
only_flares,48,108,1e-07,1e-05,0.862,0.0831,0.8641,0.082
only_flares,48,108,1e-07,0.0001,0.8707,0.09,0.8729,0.0887
only_flares,48,108,1e-07,0.001,0.768,0.0669,0.7718,0.067
only_flares,48,108,1e-06,1e-07,0.8612,0.0827,0.8641,0.0819
only_flares,48,108,1e-06,1e-06,0.8612,0.0827,0.8641,0.0819
only_flares,48,108,1e-06,1e-05,0.8612,0.0827,0.8641,0.0819
only_flares,48,108,1e-06,0.0001,0.8707,0.09,0.8729,0.0887
only_flares,48,108,1e-06,0.001,0.7685,0.0573,0.7719,0.0576
only_flares,48,108,1e-05,1e-07,0.8652,0.0837,0.8684,0.0832
only_flares,48,108,1e-05,1e-06,0.8652,0.0837,0.8684,0.0832
only_flares,48,108,1e-05,1e-05,0.8652,0.0837,0.8684,0.0832
only_flares,48,108,1e-05,0.0001,0.87,0.0849,0.8729,0.0842
only_flares,48,108,1e-05,0.001,0.7606,0.0598,0.7633,0.0592
only_flares,48,108,0.0001,1e-07,0.857,0.0831,0.8598,0.0827
only_flares,48,108,0.0001,1e-06,0.857,0.0831,0.8598,0.0827
only_flares,48,108,0.0001,1e-05,0.857,0.0831,0.8598,0.0827
only_flares,48,108,0.0001,0.0001,0.8666,0.0908,0.8686,0.0898
only_flares,48,108,0.0001,0.001,0.7648,0.0651,0.7676,0.0649
only_flares,48,108,0.001,1e-07,0.8578,0.0836,0.8598,0.0827
only_flares,48,108,0.001,1e-06,0.8578,0.0836,0.8598,0.0827
only_flares,48,108,0.001,1e-05,0.8578,0.0836,0.8598,0.0827
only_flares,48,108,0.001,0.0001,0.8666,0.0908,0.8686,0.0898
only_flares,48,108,0.001,0.001,0.7651,0.0516,0.7678,0.0515
flare_linked,48,18,1e-07,1e-07,0.478,0.1107,0.5543,0.1155
flare_linked,48,18,1e-07,1e-06,0.478,0.1107,0.5543,0.1155
flare_linked,48,18,1e-07,1e-05,0.478,0.1107,0.5543,0.1155
flare_linked,48,18,1e-07,0.0001,0.4445,0.1293,0.5231,0.1353
flare_linked,48,18,1e-07,0.001,0.0,0.0,0.0,0.0
flare_linked,48,18,1e-06,1e-07,0.478,0.1107,0.5543,0.1155
flare_linked,48,18,1e-06,1e-06,0.478,0.1107,0.5543,0.1155
flare_linked,48,18,1e-06,1e-05,0.478,0.1107,0.5543,0.1155
flare_linked,48,18,1e-06,0.0001,0.4536,0.1429,0.5305,0.1449
flare_linked,48,18,1e-06,0.001,0.0,0.0,0.0,0.0
flare_linked,48,18,1e-05,1e-07,0.4689,0.1109,0.5457,0.1156
flare_linked,48,18,1e-05,1e-06,0.4689,0.1109,0.5457,0.1156
flare_linked,48,18,1e-05,1e-05,0.4689,0.1109,0.5457,0.1156
flare_linked,48,18,1e-05,0.0001,0.4445,0.1293,0.5231,0.1353
flare_linked,48,18,1e-05,0.001,0.0,0.0,0.0,0.0
flare_linked,48,18,0.0001,1e-07,0.4689,0.1109,0.5457,0.1156
flare_linked,48,18,0.0001,1e-06,0.4689,0.1109,0.5457,0.1156
flare_linked,48,18,0.0001,1e-05,0.4689,0.1109,0.5457,0.1156
flare_linked,48,18,0.0001,0.0001,0.4445,0.1293,0.5231,0.1353
flare_linked,48,18,0.0001,0.001,0.0,0.0,0.0,0.0
flare_linked,48,18,0.001,1e-07,0.4618,0.1218,0.5401,0.1255
flare_linked,48,18,0.001,1e-06,0.4618,0.1218,0.5401,0.1255
flare_linked,48,18,0.001,1e-05,0.4618,0.1218,0.5401,0.1255
flare_linked,48,18,0.001,0.0001,0.4436,0.1383,0.5209,0.143
flare_linked,48,18,0.001,0.001,0.0,0.0,0.0,0.0
flare_linked,48,36,1e-07,1e-07,0.5793,0.1511,0.6306,0.1447
flare_linked,48,36,1e-07,1e-06,0.5793,0.1511,0.6306,0.1447
flare_linked,48,36,1e-07,1e-05,0.5793,0.1511,0.6306,0.1447
flare_linked,48,36,1e-07,0.0001,0.5793,0.1511,0.6306,0.1447
flare_linked,48,36,1e-07,0.001,0.0577,0.0778,0.0745,0.0999
flare_linked,48,36,1e-06,1e-07,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,1e-06,1e-06,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,1e-06,1e-05,0.5793,0.1511,0.6306,0.1447
flare_linked,48,36,1e-06,0.0001,0.5793,0.1511,0.6306,0.1447
flare_linked,48,36,1e-06,0.001,0.0577,0.0778,0.0745,0.0999
flare_linked,48,36,1e-05,1e-07,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,1e-05,1e-06,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,1e-05,1e-05,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,1e-05,0.0001,0.5764,0.149,0.6252,0.1413
flare_linked,48,36,1e-05,0.001,0.0577,0.0778,0.0745,0.0999
flare_linked,48,36,0.0001,1e-07,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,0.0001,1e-06,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,0.0001,1e-05,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,0.0001,0.0001,0.5764,0.149,0.6252,0.1413
flare_linked,48,36,0.0001,0.001,0.0577,0.0778,0.0745,0.0999
flare_linked,48,36,0.001,1e-07,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,0.001,1e-06,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,0.001,1e-05,0.5884,0.1604,0.6376,0.1515
flare_linked,48,36,0.001,0.0001,0.5764,0.149,0.6252,0.1413
flare_linked,48,36,0.001,0.001,0.0515,0.0626,0.0681,0.0834
flare_linked,48,54,1e-07,1e-07,0.631,0.1929,0.6658,0.1666
flare_linked,48,54,1e-07,1e-06,0.631,0.1929,0.6658,0.1666
flare_linked,48,54,1e-07,1e-05,0.631,0.1929,0.6658,0.1666
flare_linked,48,54,1e-07,0.0001,0.6128,0.1969,0.6505,0.1705
flare_linked,48,54,1e-07,0.001,0.0795,0.077,0.1092,0.106
flare_linked,48,54,1e-06,1e-07,0.6281,0.1925,0.6608,0.1665
flare_linked,48,54,1e-06,1e-06,0.6281,0.1925,0.6608,0.1665
flare_linked,48,54,1e-06,1e-05,0.6281,0.1925,0.6608,0.1665
flare_linked,48,54,1e-06,0.0001,0.6128,0.1969,0.6505,0.1705
flare_linked,48,54,1e-06,0.001,0.0795,0.077,0.1092,0.106
flare_linked,48,54,1e-05,1e-07,0.6281,0.1925,0.6608,0.1665
flare_linked,48,54,1e-05,1e-06,0.6281,0.1925,0.6608,0.1665
flare_linked,48,54,1e-05,1e-05,0.6281,0.1925,0.6608,0.1665
flare_linked,48,54,1e-05,0.0001,0.6128,0.1969,0.6505,0.1705
