,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA,Class,Peak Time
0,5.703601e+20,111.973,-0.0090231,2053.44,10.858,32.987,42.445,-0.03374315,33.075,115.249,0.16744697,799825700000.0,503389400000.0,2.637067e+21,28.002,18.187183,2.676,8.725,8,11069,M1.2,2010.05.03_17:19_TAI
1,1.747521e+21,99.24,0.00217288,927.3992,0.908,67.701,27.765,0.00882222,22.039,99.881,-0.68525857,1556423000000.0,1064315000000.0,3.526149e+21,18.202,34.222691,0.0,6.221,49,11079,M1.0,2010.06.11_05:39_TAI
2,1.536641e+22,75.695,-0.00610989,6143.387,20.968,789.82,35.799,-0.01612337,37.296,76.981,0.02495207,15105860000000.0,4070014000000.0,1.954822e+23,30.621,310.948914,3.901,146.387,115,11093,M1.0,2010.08.05_18:24_TAI
3,8.703252e+21,134.224,0.00198009,2502.22,10.053,720.471,60.638,0.00703251,34.995,134.918,0.85929763,15445760000000.0,6490399000000.0,4.799496e+22,26.481,676.718567,3.51,28.598,211,11112,M2.9,2010.10.14_19:12_TAI
4,2.501429e+22,78.753,0.00246141,6637.176,18.571,1314.801,36.842,0.00596679,35.836,84.255,-0.23746619,25216140000000.0,7930242000000.0,3.232793e+23,29.159,632.525085,4.091,90.275,345,11149,M1.3,2011.01.26_01:03_TAI
5,4.399364e+21,111.276,0.00085064,1808.53,6.877,265.128,47.037,0.00286652,31.047,113.482,-0.13559318,5910401000000.0,1098139000000.0,1.704323e+22,24.906,140.881348,2.722,6.036,362,11153,M1.9,2011.02.07_01:31_TAI
6,3.659568e+21,136.977,0.00262154,4725.728,19.747,372.968,79.286,0.00675377,42.902,133.735,0.22797897,7168983000000.0,788562900000.0,3.569147e+22,33.403,167.063553,3.56,14.909,377,11158,M6.6,2011.02.11_17:38_TAI
7,5.380702e+21,119.082,-0.00030998,5043.654,34.527,488.687,77.349,-0.00091248,53.933,117.25,0.22749272,10971680000000.0,1142786000000.0,6.566911e+22,40.993,301.046051,3.578,3.039,377,11158,M2.2,2011.02.12_17:26_TAI
8,4.764551e+21,91.666,-0.01100251,2370.706,4.253,278.829,43.633,-0.03081387,28.775,98.973,-0.13168563,5111065000000.0,3540411000000.0,2.20577e+22,21.636,74.038857,3.242,77.084,384,11161,M1.1,2011.02.14_07:44_TAI
9,2.420753e+22,92.935,0.01255869,15435.08,59.343,2965.819,68.346,0.02753407,60.493,101.412,0.06621949,52254720000000.0,7276297000000.0,8.238741e+23,52.267,1082.629272,4.863,504.746,377,11158,M1.6,2011.02.14_14:25_TAI
