datatype,sampling,time_step,criterion,max_depth,max_features,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,entropy,12,2,0.20525604281873688,0.04058585141390144,0.36060027067908607,0.17150966956531663,0.6404597199050165,0.0477379285391183,0.565856313497823,0.19605635075834352
Non_temporal,SMOTE,8,entropy,12,3,0.21720822897082748,0.099282272256126,0.2750510840432025,0.0691059709927725,0.6192890426409009,0.07292030365040977,0.49225931301403003,0.07909866563494174
Non_temporal,SMOTE,8,entropy,12,5,0.30232312468997447,0.1210657962808367,0.32019743650983207,0.08252897029186462,0.599553867621597,0.07665342870401469,0.6225205611998065,0.08429163500734992
Non_temporal,SMOTE,8,entropy,12,10,0.3305543307633109,0.0679790047622911,0.33931746410848396,0.12015631819682639,0.5900039110640788,0.05723487069803509,0.6698717948717948,0.08283128579630075
Non_temporal,SMOTE,12,gini,2,2,0.0510575060372051,0.05897565428813368,0.7859445903988537,0.1528016863714722,0.7358689638289081,0.013371582241858122,0.8370020964360587,0.14229246051729058
Non_temporal,SMOTE,12,gini,2,3,0.052463975798105245,0.014817009075817024,0.8626303638245364,0.08019113022362058,0.7381102093404643,0.0028556005384044853,0.9150943396226415,0.091627687322852
Non_temporal,SMOTE,12,gini,2,5,0.05917493004508368,0.050869682879031916,0.5882161717485338,0.36701264596048544,0.6546048298393499,0.20398116647177436,0.6473911017936175,0.3696086079863562
Non_temporal,SMOTE,12,gini,2,10,0.12390128764223181,0.025147242791778143,0.7039580182044954,0.14108045564433186,0.7165698493121159,0.010451426271051613,0.8278593058467273,0.14784219352522687
Non_temporal,SMOTE,12,gini,6,2,0.1451059570038951,0.060239104492545575,0.5516678608391051,0.13240306694293968,0.6997742307723973,0.024445096128800164,0.6967738178430003,0.14246576294701346
Non_temporal,SMOTE,12,gini,6,3,0.18043724402692637,0.1041250602243375,0.5216941326327522,0.09934533317595538,0.6864726519635811,0.037641103393484275,0.7021313766596785,0.09539056036751173
Non_temporal,SMOTE,12,gini,6,5,0.1814382848735209,0.11590186595427081,0.479579651301648,0.1538228291676126,0.6732693067812789,0.05774872119735485,0.6610179361751689,0.13227443037425513
Non_temporal,SMOTE,12,gini,6,10,0.26714079735336,0.10228178104078575,0.3495608099142849,0.10408802909575898,0.6242864256998024,0.05183468387155853,0.616701607267645,0.1526104497215313
Non_temporal,SMOTE,12,gini,10,2,0.20539176227417608,0.10326045763543296,0.3084680094472308,0.04559060284000546,0.6424025673556281,0.0557806217923651,0.513859771721407,0.10279559381518293
Non_temporal,SMOTE,12,gini,10,3,0.273447796972994,0.1008845624776991,0.41330971525621624,0.13611428771842532,0.6300992782685538,0.055810830548792795,0.6867575122292103,0.06069540435045066
Non_temporal,SMOTE,12,gini,10,5,0.3537013448445659,0.08313486459825094,0.25711859459172565,0.05865783926056678,0.5522258211781049,0.04895516704658912,0.6108199394362916,0.0847563285350745
Non_temporal,SMOTE,12,gini,10,10,0.3134046593365119,0.08258982017014224,0.3262412759069076,0.12682827683619635,0.589803794662619,0.06111801811923413,0.6396459352434195,0.08461270518208652
Non_temporal,SMOTE,12,gini,12,2,0.25299943682238085,0.12959253952670696,0.3012167290290051,0.05234098356657636,0.6190852020683953,0.0667170693974835,0.5542161658513859,0.12622191015736667
Non_temporal,SMOTE,12,gini,12,3,0.32425983423117405,0.06473700020869233,0.3085144494865058,0.07944543806435761,0.5876586174085267,0.036915727354119146,0.63277428371768,0.11238550747343792
Non_temporal,SMOTE,12,gini,12,5,0.3571039991508107,0.040767761217831835,0.24457314969614943,0.051273266758197995,0.5449929992595027,0.026733901103093576,0.6016771488469601,0.07587824348366395
Non_temporal,SMOTE,12,gini,12,10,0.38257525497792993,0.050219221011043334,0.260157100018576,0.03511698539051038,0.545465737968219,0.03644270294686978,0.6427323549965058,0.052565866873979475
Non_temporal,SMOTE,12,entropy,2,2,0.009030744780287018,0.040735103583598255,0.6753973940503676,0.25011371773474417,0.7463246243241016,0.010606005369383576,0.6844281388306546,0.25682034315377505
Non_temporal,SMOTE,12,entropy,2,3,0.030158751219972437,0.050709797995445324,0.7463378711885996,0.33530373597150165,0.6550591060971337,0.20378860170264673,0.7764966224085721,0.32864365195922357
Non_temporal,SMOTE,12,entropy,2,5,0.07971764456120796,0.04318324180840036,0.8070748082689807,0.14973837903882692,0.729608182256781,0.012453461692071578,0.8867924528301887,0.1416142169710403
Non_temporal,SMOTE,12,entropy,2,10,0.10822961724561914,0.015257832402647015,0.6410715707348141,0.31648892349539465,0.6018808077285428,0.269347714184548,0.7493011879804333,0.31045923370202194
Non_temporal,SMOTE,12,entropy,6,2,0.1389589175195417,0.05173984616026117,0.5508850144627551,0.14374231786336866,0.7041079550448827,0.012899320915446023,0.6898439319822968,0.179496963202355
Non_temporal,SMOTE,12,entropy,6,3,0.13123733956072145,0.09143421619251245,0.5347305150863785,0.24389493357659908,0.6912943848351755,0.04170114230383742,0.6659678546471,0.23156420340687112
Non_temporal,SMOTE,12,entropy,6,5,0.13431712502248286,0.10728361530991022,0.4686994135286469,0.17317302758185435,0.6888367717273473,0.044666244312694545,0.6030165385511297,0.18247608758613704
Non_temporal,SMOTE,12,entropy,6,10,0.23840620733782106,0.11427688851279635,0.5078085608895258,0.1370918635896186,0.6688355661487503,0.04315108378997139,0.7462147682273469,0.18066167924023926
Non_temporal,SMOTE,12,entropy,10,2,0.22159491312026938,0.08383244216437125,0.4334248865536183,0.09658376144211825,0.6603911249953158,0.03606307249805578,0.6550197996738877,0.12149664200851588
Non_temporal,SMOTE,12,entropy,10,3,0.19807856180358366,0.07482265651311437,0.35281824695486025,0.12572969586243546,0.6543643284158579,0.02981721191787981,0.5508968087584439,0.1715469249494204
Non_temporal,SMOTE,12,entropy,10,5,0.2888415642774372,0.08199883754602827,0.32838415200488286,0.05072873456059293,0.613063232700204,0.0412274999553428,0.6172257162823201,0.08994829834528141
