datatype,sampling,time_step,n_estimators,learning_rate,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,RandomOverSampler,8,10,0.05,0.1080127921468049,0.07620386974307936,0.21910414333706604,0.04016509308039136,0.6690889355742297,0.053648718201576295,0.327116935483871,0.08074496092964996
Non_temporal,RandomOverSampler,8,10,0.1,0.11618601668894268,0.07614676159262618,0.2043784994400896,0.03980821923936993,0.6546481589179358,0.06186499052549946,0.3205645161290323,0.05827798740808702
Non_temporal,RandomOverSampler,8,20,0.001,0.11217922551746559,0.06309979816842612,0.21806270996640537,0.04108012152118226,0.6650676342948638,0.045518090823890425,0.33024193548387093,0.07130971720200383
Non_temporal,RandomOverSampler,8,20,0.01,0.08428920727522307,0.08637228728411595,0.21702127659574466,0.03408643367482628,0.6880925670778612,0.06251209619850208,0.30131048387096776,0.08908056859361944
Non_temporal,RandomOverSampler,8,20,0.05,0.10254589910775566,0.0657882572942776,0.2148936170212766,0.038028066731612624,0.6707960737468851,0.04842908689645021,0.3174395161290323,0.06888326939787082
Non_temporal,RandomOverSampler,8,20,0.1,0.11292519325940109,0.07047468979252934,0.19806270996640535,0.03742547929289403,0.6554860120816003,0.055714456571428636,0.3109879032258065,0.06028908487075044
Non_temporal,RandomOverSampler,8,50,0.001,0.10586131380269481,0.06955439133041885,0.21490481522956326,0.042197204007945695,0.6690914346740919,0.05026286738247427,0.32076612903225804,0.07709525575505645
Non_temporal,RandomOverSampler,8,50,0.01,0.1026264313838818,0.08129629618404387,0.22438969764837627,0.039711120267327704,0.6764925864650498,0.05595165759385304,0.3270161290322581,0.09116738416497355
Non_temporal,RandomOverSampler,8,50,0.05,0.09503953238449592,0.08170907091490993,0.20647256438969763,0.03777053897103084,0.6732131838749487,0.06278617133815756,0.3015120967741936,0.0749059769862688
Non_temporal,RandomOverSampler,8,50,0.1,0.10670596575515659,0.0788029064091154,0.18543113101903694,0.04679099877636879,0.6525776708532876,0.07244267421983172,0.2921370967741935,0.07297273128317261
Non_temporal,RandomOverSampler,12,5,0.001,0.11504739671760042,0.08688577361916361,0.2424122807017544,0.03512832765251806,0.6706400394870771,0.06041393458258149,0.35745967741935486,0.07967179725822607
Non_temporal,RandomOverSampler,12,5,0.01,0.09419213355970571,0.08847353675347505,0.24451754385964913,0.03472915058608404,0.6839355958169346,0.06021131733742819,0.33870967741935487,0.07822736529873472
Non_temporal,RandomOverSampler,12,5,0.05,0.12246179966044142,0.08052498211295131,0.23509868421052632,0.03464046256695885,0.6630204507112932,0.05846470352296588,0.3575604838709677,0.07255130735473603
Non_temporal,RandomOverSampler,12,5,0.1,0.10681274759479342,0.08909542543196278,0.2287719298245614,0.02866296862219607,0.6722477121767183,0.06416695096487281,0.3355846774193548,0.0798199335407682
Non_temporal,RandomOverSampler,12,10,0.001,0.10256932654216185,0.08232129772493388,0.245515350877193,0.03540062133142537,0.6798263740338267,0.05504034065294005,0.34808467741935484,0.08252108733510957
Non_temporal,RandomOverSampler,12,10,0.01,0.10463073005093378,0.10283743969778907,0.23720394736842104,0.038312917666078625,0.6745463076062521,0.07056634774237677,0.34183467741935486,0.08378641490546496
Non_temporal,RandomOverSampler,12,10,0.05,0.11813737973967176,0.08988713243771457,0.22672149122807017,0.0310215197034362,0.6640019740353444,0.06419586477498687,0.3448588709677419,0.08035159521383448
Non_temporal,RandomOverSampler,12,10,0.1,0.10356501131861913,0.08852519410471028,0.2256688596491228,0.03132867328279152,0.6723377656348932,0.06665719979595977,0.3292338709677419,0.0745875103227735
Non_temporal,RandomOverSampler,12,20,0.001,0.11098153650254669,0.08283353843760122,0.24657894736842106,0.03422517117939888,0.6758664613837027,0.05718508095100276,0.3575604838709677,0.08495185223926181
Non_temporal,RandomOverSampler,12,20,0.01,0.10134797679683079,0.08692937350729359,0.23091008771929822,0.03525247264629458,0.6748899215973744,0.06324570999722948,0.33225806451612905,0.07269004971289583
Non_temporal,RandomOverSampler,12,20,0.05,0.12149688737973965,0.08834199465029338,0.2266885964912281,0.028135084628857002,0.6629862387017559,0.06354341018187476,0.34818548387096776,0.0830637820982287
Non_temporal,RandomOverSampler,12,20,0.1,0.11932371250707412,0.09979919550827047,0.21938596491228068,0.031120414609189097,0.6609082536392047,0.0739397806251021,0.33870967741935487,0.08538966964206902
Non_temporal,RandomOverSampler,12,50,0.001,0.10996179966044142,0.08331991965107101,0.2413486842105263,0.031225423161148635,0.6752705774326891,0.05627644693131771,0.35131048387096775,0.08458766604693896
Non_temporal,RandomOverSampler,12,50,0.01,0.10044001131861915,0.08488015253902859,0.2319188596491228,0.029272104056729014,0.6764654837030598,0.06209200507651221,0.33235887096774197,0.0718051225721498
Non_temporal,RandomOverSampler,12,50,0.05,0.13723153650254669,0.10273563899743368,0.20782894736842103,0.0372461204422193,0.6427685878987326,0.08097896247931537,0.34506048387096777,0.08605712809323565
Non_temporal,RandomOverSampler,12,50,0.1,0.13714169496321446,0.10932699889473374,0.20469298245614037,0.03564260396995862,0.6417379981284319,0.08709922672954097,0.34183467741935486,0.08832560966509496
Non_temporal,RandomOverSampler,24,5,0.001,0.23664577475788814,0.12085020466281346,0.19072164948453607,0.047299256688472006,0.5702863050502704,0.08836512682379456,0.42736742424242424,0.10605557516477275
Non_temporal,RandomOverSampler,24,5,0.01,0.23374238519212748,0.1188307215404825,0.1938144329896907,0.042205132970017975,0.5753089226535332,0.09179787829735919,0.4275568181818182,0.09796011322911659
Non_temporal,RandomOverSampler,24,5,0.05,0.21811738519212748,0.11233041659733434,0.1938144329896907,0.046972312370699036,0.5827710096420757,0.08845138807785013,0.4119318181818182,0.09481715857694778
Non_temporal,RandomOverSampler,24,5,0.1,0.21408837082161827,0.11792776443082752,0.19793814432989693,0.04874882646406964,0.5903210950689315,0.083953213147159,0.4120265151515151,0.11389919887850523
Non_temporal,RandomOverSampler,24,10,0.001,0.22642924086223054,0.11619167460504838,0.1917525773195876,0.04817864513628009,0.5782324851265487,0.0831345234730302,0.41818181818181815,0.11070654941169754
Non_temporal,RandomOverSampler,24,10,0.01,0.22861800999687598,0.10874427572075099,0.19278350515463916,0.044711852458147294,0.5756093023507514,0.09235767402641153,0.42140151515151514,0.08804883299995413
Non_temporal,RandomOverSampler,24,10,0.05,0.21708645735707593,0.10476651860070077,0.19484536082474224,0.04711915415268634,0.5835604402693771,0.08142040528188903,0.4119318181818182,0.09167527507788596
Non_temporal,RandomOverSampler,24,10,0.1,0.22027393783192753,0.10870807180668207,0.1917525773195876,0.04706273076500341,0.5807232627452926,0.08611050445463968,0.4120265151515151,0.09778712820807153
Non_temporal,RandomOverSampler,24,20,0.001,0.2305851686972821,0.12708758354886182,0.19072164948453607,0.049922886650735056,0.5751962880931427,0.0914247830871454,0.42130681818181814,0.11760848967658867
Non_temporal,RandomOverSampler,24,20,0.01,0.2254305295220244,0.10269692815471841,0.19587628865979384,0.03992766336296306,0.5821752667885531,0.07497094413669414,0.42130681818181814,0.09282568716934925
Non_temporal,RandomOverSampler,24,20,0.05,0.22024367385192128,0.09379921757798382,0.19793814432989693,0.04536082474226804,0.5846138615866019,0.06753435667186539,0.41818181818181815,0.09081651694361786
Non_temporal,RandomOverSampler,24,20,0.1,0.23895755232739768,0.1111234380699441,0.17628865979381442,0.04996544666413457,0.5565622279654415,0.09340520780847837,0.4152462121212121,0.09961495580366354
Non_temporal,RandomOverSampler,24,50,0.001,0.231648313027179,0.11761212594820358,0.19278350515463916,0.05114274950438129,0.5741393526636331,0.08987744685686172,0.4244318181818182,0.10715312573775858
Non_temporal,RandomOverSampler,24,50,0.01,0.23399425960637302,0.10386931675050998,0.19072164948453607,0.04104335925235955,0.574777703573927,0.07210613731525348,0.42471590909090906,0.10006584472789165
Non_temporal,RandomOverSampler,24,50,0.05,0.23170884098719152,0.10035706291721985,0.1804123711340206,0.04616208902523322,0.5650595381553759,0.07801573066690294,0.4121212121212121,0.09431532945668704
Non_temporal,RandomOverSampler,24,50,0.1,0.2102731568259919,0.09426235333098666,0.16804123711340205,0.047702001242306294,0.5668054462328057,0.08764955255809578,0.3783143939393939,0.08328839396054033
Non_temporal,RandomOverSampler,36,5,0.001,0.15961151973260038,0.0538047052043205,0.21036954087346027,0.02723390441704815,0.6243725998551622,0.03821112880056475,0.3699810606060606,0.05706865561533726
Non_temporal,RandomOverSampler,36,5,0.01,0.14518445230581292,0.08338476849580069,0.21248600223964162,0.031813802292787234,0.6351856987391353,0.059405556593154,0.35767045454545454,0.08102547427944158
Non_temporal,RandomOverSampler,36,5,0.05,0.15369509060368525,0.07114367478586571,0.20397536394176932,0.028666155575017286,0.6255645581604982,0.05370391860477403,0.35767045454545454,0.06933480354200514
Non_temporal,RandomOverSampler,36,5,0.1,0.16725310919949782,0.0731590274670463,0.19969764837625975,0.041613513839352446,0.6122933813684138,0.05567443779409952,0.36695075757575757,0.07927358165850047
Non_temporal,RandomOverSampler,36,10,0.001,0.156592414910584,0.05976942929661995,0.21035834266517356,0.03346002337008255,0.6255539525071031,0.045626575928184414,0.36695075757575757,0.06277380623291011
Non_temporal,RandomOverSampler,36,10,0.01,0.14936208388476027,0.07313316337773497,0.2114333706606943,0.027098620564252766,0.6323019674059719,0.05150557808124185,0.36079545454545453,0.07210289707285941
Non_temporal,RandomOverSampler,36,10,0.05,0.1682833443618718,0.0731180459805884,0.19866741321388576,0.02804146062717854,0.6129533332814757,0.056136724455015434,0.36695075757575757,0.06871536035681501
Non_temporal,RandomOverSampler,36,10,0.1,0.17678859564287897,0.09195914977643331,0.1933818589025756,0.03566703876051407,0.6036598029295229,0.07554681279821006,0.37017045454545455,0.08731188990379309
Non_temporal,RandomOverSampler,36,20,0.001,0.16798917930706844,0.06933542360303194,0.20824188129899218,0.03334292420752682,0.617277405331714,0.05167262625561128,0.3762310606060606,0.06817399208031026
Non_temporal,RandomOverSampler,36,20,0.01,0.1483929510672232,0.07394873672908442,0.21249720044792833,0.02894641320029133,0.6342752335993145,0.05230240677066781,0.3608901515151515,0.07870503229153734
Non_temporal,RandomOverSampler,36,20,0.05,0.16844453069327087,0.08153600030291046,0.19547592385218365,0.03457495363963514,0.6103717282782684,0.06155826841243896,0.3639204545454545,0.07977290938207653
Non_temporal,RandomOverSampler,36,20,0.1,0.18502634123994705,0.07599676458579431,0.18486002239641658,0.03596904943300486,0.59140581424508,0.06452684798526234,0.3698863636363636,0.0783209777929426
Non_temporal,RandomOverSampler,36,50,0.001,0.14943977145474907,0.07139388330689551,0.20823068309070553,0.0296387296646939,0.6299326217311734,0.05332302556856419,0.35767045454545454,0.06645818220662109
Non_temporal,RandomOverSampler,36,50,0.01,0.16625619294852217,0.08080437896031441,0.20400895856662932,0.029007933505036585,0.6192868127263436,0.0566303029539305,0.3702651515151515,0.08628655684463743
Non_temporal,RandomOverSampler,36,50,0.05,0.16969663035732466,0.08324215613750548,0.18484882418812992,0.042518759276279974,0.5996896182529039,0.07745752372381035,0.35454545454545455,0.0844431521682933
Non_temporal,RandomOverSampler,36,50,0.1,0.20398700753334015,0.07980030566079367,0.1752743561030235,0.03972024526772226,0.5707119581315548,0.07384607823946275,0.37926136363636365,0.07388214851546203
Non_temporal,RandomOverSampler,48,5,0.001,0.12079401576684186,0.08885070867184365,0.23858098423315816,0.041772329609604475,0.6525134522568108,0.07267679768392439,0.359375,0.06882098607982888
Non_temporal,RandomOverSampler,48,5,0.01,0.11985487338748209,0.089904109835148,0.23639512661251788,0.04044933485887104,0.6531175377631235,0.07882137382293795,0.35625,0.0701560760020114
Non_temporal,RandomOverSampler,48,5,0.05,0.14296464405160056,0.06888159650596146,0.2320353559483994,0.049380540447218554,0.6335492477335688,0.07040715602989378,0.375,0.05929270612815711
