datatype,sampling,time_step,penalty,C,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,l1,0.001,,,,,,,,
Non_temporal,SMOTE,8,l1,0.01,0.08892272377464638,0.08615311084272556,0.47003954037629697,0.04762891322572195,0.7157294126213958,0.03378317607330639,0.5589622641509434,0.053404671905278325
Non_temporal,SMOTE,8,l1,0.05,0.1259259939699395,0.041543799503726345,0.48365310617519836,0.030487397646142084,0.7048793757468333,0.014762960407411412,0.6095791001451378,0.04156063622418452
Non_temporal,SMOTE,8,l1,0.1,0.1721065303881162,0.06808066242272486,0.4562800201682456,0.03227656026449357,0.6858017413566735,0.026176719708559462,0.6283865505563618,0.05016250550193914
Non_temporal,SMOTE,8,l1,1.5,0.21625620816568983,0.06286293954393654,0.41200939415651616,0.019384919042892627,0.6642191938974117,0.024564162298291295,0.6282656023222061,0.05885908876965049
Non_temporal,SMOTE,8,l1,10.0,0.20152731592903558,0.06774497756865613,0.4109545418358411,0.01921686127139667,0.669326043309226,0.027040635748938304,0.6124818577648766,0.061292121230850434
Non_temporal,SMOTE,8,l2,0.001,0.15098651912002758,0.06812736679180106,0.42998832364726797,0.057937843495666226,0.6879356473429992,0.03180999818396983,0.5809748427672956,0.034243785849137405
Non_temporal,SMOTE,8,l2,0.01,0.15728909587877818,0.050358594536317546,0.43940901732876897,0.0402965680916305,0.6886237532145905,0.020439263904462993,0.5966981132075472,0.04675009108117949
Non_temporal,SMOTE,8,l2,0.05,0.1835011809038558,0.05791047533993852,0.43520951092004356,0.03452379136829854,0.6790661744800862,0.022842069753253508,0.6187106918238993,0.053832189469154156
Non_temporal,SMOTE,8,l2,0.1,0.19722829515043508,0.06580444531256359,0.42783217896664283,0.034362345060461895,0.6731298360121132,0.026377648709083917,0.6250604741170779,0.0590667143271315
Non_temporal,SMOTE,8,l2,1.5,0.20469927267753874,0.06045433058068012,0.41727702146856677,0.017771404104890195,0.6693420939720561,0.023451098015484777,0.6219762941461053,0.05811122136238486
Non_temporal,SMOTE,8,l2,10.0,0.20363702057038577,0.0672357230868464,0.4088448371944909,0.022282616307246185,0.6680913229733821,0.027135590206627216,0.6124818577648766,0.061292121230850434
Non_temporal,SMOTE,12,l1,0.001,,,,,,,,
Non_temporal,SMOTE,12,l1,0.01,0.14351741280329766,0.0333768074931824,0.4679431043175968,0.0376060588907963,0.6952421401183577,0.014148127341067488,0.6114605171208944,0.03815411235421017
Non_temporal,SMOTE,12,l1,0.05,0.18931097724585502,0.09781276057071943,0.42803120770639275,0.05125739346654276,0.6723168477455864,0.04462982954569968,0.6173421849522478,0.06041404598406679
Non_temporal,SMOTE,12,l1,0.1,0.2059976942151928,0.07757295473648922,0.4238648727542924,0.03813497068559166,0.6672849510862425,0.03442916525100304,0.6298625669694852,0.06332212108013295
Non_temporal,SMOTE,12,l1,1.5,0.20892783955040142,0.0963243616194449,0.41761537032614177,0.014428850028371297,0.6668209259155388,0.03711902373420724,0.6265432098765432,0.0892234584267059
Non_temporal,SMOTE,12,l1,10.0,0.187031729603977,0.08496009181591295,0.41761537032614177,0.014428850028371297,0.674486359371966,0.03326619916107661,0.6046470999301188,0.079826274579604
Non_temporal,SMOTE,12,l2,0.001,0.18115817035090975,0.06645557948988448,0.4144043733248415,0.04438621530968034,0.6735084874044409,0.03318012680281765,0.5955625436757512,0.039287983011123254
Non_temporal,SMOTE,12,l2,0.01,0.20089297561234506,0.08949375154434179,0.3976395191465647,0.03714142747989062,0.6639002240907897,0.040437792422907806,0.5985324947589098,0.05949041351640549
Non_temporal,SMOTE,12,l2,0.05,0.20378478948656478,0.09604940181421709,0.4165273465488417,0.02630377960518535,0.6673239058982908,0.04045340263124034,0.6203121360354065,0.07471589995106556
Non_temporal,SMOTE,12,l2,0.1,0.19642072611581404,0.1016499085870321,0.42389140991959234,0.01838587525016876,0.6721259275582284,0.03972397326398586,0.6203121360354065,0.08985797536967717
Non_temporal,SMOTE,12,l2,1.5,0.19634922319820017,0.10005962467885987,0.4207600244141922,0.016375307193523855,0.6718861968637607,0.03872785495314493,0.6171092476123922,0.09208387884484394
Non_temporal,SMOTE,12,l2,10.0,0.187031729603977,0.08259941421117159,0.4176153703261418,0.012986004612938662,0.6745742141765843,0.03214155615602355,0.6046470999301188,0.079826274579604
Non_temporal,SMOTE,24,l1,0.001,,,,,,,,
