datatype,sampling,time_step,lr,gamma,max_depth,n_estimators,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,0.001,0.001,2,20,0.09255780509064486,0.04452022557954916,0.8662593211793116,0.04455796358168589,0.7310281437069146,0.00872908745382075,0.9588171262699565,0.023005374733747
Non_temporal,SMOTE,8,0.001,0.001,2,30,0.09574226492664517,0.04108723800218112,0.8599302072552611,0.043987011026926086,0.7302819762940805,0.008030339346196309,0.9556724721819062,0.028184117812156094
Non_temporal,SMOTE,8,0.001,0.001,2,50,0.09574226492664517,0.04108723800218112,0.8599302072552611,0.043987011026926086,0.7302819762940805,0.008030339346196309,0.9556724721819062,0.028184117812156094
Non_temporal,SMOTE,8,0.001,0.001,2,100,0.0979116781899204,0.03658395143140271,0.8483268317278349,0.0504851070195071,0.7295245815149466,0.007190452468124974,0.9462385099177553,0.03339118775171091
Non_temporal,SMOTE,8,0.001,0.001,6,20,0.17076410705500747,0.057457582724219324,0.45744102115012075,0.17122611620999176,0.6779288844925514,0.030581050925157362,0.6282051282051282,0.13784193846950155
Non_temporal,SMOTE,8,0.001,0.001,6,30,0.1761195111445888,0.05513023137669473,0.4584958734707958,0.17068488372792476,0.675876339336558,0.03007918814627578,0.6346153846153846,0.13252245638927268
Non_temporal,SMOTE,8,0.001,0.001,6,50,0.20890031007656995,0.07609351765275325,0.42263089456784225,0.18184723270870587,0.6551170303019164,0.04168628442185581,0.6315312046444123,0.12912747797309193
Non_temporal,SMOTE,8,0.001,0.001,6,100,0.2270392280542746,0.05893188394736757,0.3856845261789135,0.10677270278235913,0.647421675122426,0.038655656952675095,0.6127237542331881,0.08297189909391123
Non_temporal,SMOTE,8,0.001,0.001,10,20,0.28194972636099935,0.06298959188792819,0.2834832683172784,0.07438911080052044,0.5952700614516068,0.04510060913023592,0.5654329946782778,0.07063294032955558
Non_temporal,SMOTE,8,0.001,0.001,10,30,0.2913099459254223,0.06641935608651466,0.28664119098797863,0.06522122909714341,0.5942673992673992,0.04449071190604802,0.577951136913401,0.0618549714920524
Non_temporal,SMOTE,8,0.001,0.001,10,50,0.2962884712347335,0.06554254783929939,0.2750709869171775,0.08156827054783382,0.5824882141914446,0.05536575781746905,0.5713594581519109,0.06578827968181955
Non_temporal,SMOTE,8,0.001,0.001,10,100,0.3364075618673183,0.06632269391100469,0.24765146087094977,0.08073487182313549,0.5488636021368469,0.06124631179829714,0.584059022738268,0.05916656083470375
Non_temporal,SMOTE,8,0.01,0.001,2,20,0.09476702410187009,0.037453771354666855,0.8483268317278349,0.0504851070195071,0.7302172222075872,0.007140161803331914,0.943093855829705,0.037677898654427965
Non_temporal,SMOTE,8,0.01,0.001,2,30,0.104101471996146,0.026693872233981616,0.6974829498712948,0.302595057847227,0.6798612818516468,0.10536906483092297,0.8015844218674407,0.31796642651676144
Non_temporal,SMOTE,8,0.01,0.001,2,50,0.1018868945188506,0.045750011704875804,0.799903139346655,0.07089026881321943,0.7272694827693965,0.011174822303822234,0.9017900338655056,0.06466603406918142
