datatype,sampling,time_step,n_estimators,min_samples_split,min_samples_leaf,max_depth,max_features,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,5,0.1,0.1,3,log2,0.028048780487804882,0.19596852989192165,0.3933797909407665,0.07515209090283861,0.8286852817543355,0.06768057848597123,0.42142857142857143,0.1629213532565292
Non_temporal,SMOTE,8,5,0.1,0.1,3,sqrt,0.028048780487804882,0.19596852989192165,0.3933797909407665,0.07515209090283861,0.8286852817543355,0.06768057848597123,0.42142857142857143,0.1629213532565292
Non_temporal,SMOTE,8,5,0.1,0.1,5,log2,0.06142566782810686,0.09101373635914026,0.318931475029036,0.06301056531204961,0.8131296807767395,0.035312498129954184,0.38035714285714284,0.0806739785576894
Non_temporal,SMOTE,8,5,0.1,0.1,5,sqrt,0.06142566782810686,0.09101373635914026,0.318931475029036,0.06301056531204961,0.8131296807767395,0.035312498129954184,0.38035714285714284,0.0806739785576894
Non_temporal,SMOTE,8,5,0.1,0.1,8,log2,0.04802555168408827,0.10616056883210138,0.2948315911730546,0.06788121101455193,0.8180169976222608,0.05114363236680678,0.34285714285714286,0.10095210017930406
Non_temporal,SMOTE,8,5,0.1,0.1,8,sqrt,0.04802555168408827,0.10616056883210138,0.2948315911730546,0.06788121101455193,0.8180169976222608,0.05114363236680678,0.34285714285714286,0.10095210017930406
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,3,log2,-0.06868466898954703,0.18652396319415707,0.43832752613240417,0.11838767818724977,0.8571703624929432,0.059079725433246626,0.3696428571428571,0.12778779044867747
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,3,sqrt,-0.06868466898954703,0.18652396319415707,0.43832752613240417,0.11838767818724977,0.8571703624929432,0.059079725433246626,0.3696428571428571,0.12778779044867747
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,5,log2,-0.06868466898954703,0.18652396319415707,0.43832752613240417,0.11838767818724977,0.8571703624929432,0.059079725433246626,0.3696428571428571,0.12778779044867747
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,5,sqrt,-0.06868466898954703,0.18652396319415707,0.43832752613240417,0.11838767818724977,0.8571703624929432,0.059079725433246626,0.3696428571428571,0.12778779044867747
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,8,log2,-0.06868466898954703,0.18652396319415707,0.43832752613240417,0.11838767818724977,0.8571703624929432,0.059079725433246626,0.3696428571428571,0.12778779044867747
Non_temporal,SMOTE,8,5,0.1,0.23333333333333334,8,sqrt,-0.06868466898954703,0.18652396319415707,0.43832752613240417,0.11838767818724977,0.8571703624929432,0.059079725433246626,0.3696428571428571,0.12778779044867747
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,3,log2,-0.18003774680603948,0.14232600421363703,0.46039488966318237,0.12053007460277046,0.8989729083266236,0.04548017602295607,0.28035714285714286,0.1603269141091261
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,3,sqrt,-0.18003774680603948,0.14232600421363703,0.46039488966318237,0.12053007460277046,0.8989729083266236,0.04548017602295607,0.28035714285714286,0.1603269141091261
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,5,log2,-0.18003774680603948,0.14232600421363703,0.46039488966318237,0.12053007460277046,0.8989729083266236,0.04548017602295607,0.28035714285714286,0.1603269141091261
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,5,sqrt,-0.18003774680603948,0.14232600421363703,0.46039488966318237,0.12053007460277046,0.8989729083266236,0.04548017602295607,0.28035714285714286,0.1603269141091261
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,8,log2,-0.18003774680603948,0.14232600421363703,0.46039488966318237,0.12053007460277046,0.8989729083266236,0.04548017602295607,0.28035714285714286,0.1603269141091261
Non_temporal,SMOTE,8,5,0.1,0.3666666666666667,8,sqrt,-0.18003774680603948,0.14232600421363703,0.46039488966318237,0.12053007460277046,0.8989729083266236,0.04548017602295607,0.28035714285714286,0.1603269141091261
Non_temporal,SMOTE,8,5,0.1,0.5,3,log2,-0.18445121951219515,0.16657798271953894,0.47909407665505227,0.09589797173883544,0.895814740814741,0.04415050243722043,0.2946428571428571,0.14967013048428757
Non_temporal,SMOTE,8,5,0.1,0.5,3,sqrt,-0.18445121951219515,0.16657798271953894,0.47909407665505227,0.09589797173883544,0.895814740814741,0.04415050243722043,0.2946428571428571,0.14967013048428757
Non_temporal,SMOTE,8,5,0.1,0.5,5,log2,-0.18445121951219515,0.16657798271953894,0.47909407665505227,0.09589797173883544,0.895814740814741,0.04415050243722043,0.2946428571428571,0.14967013048428757
Non_temporal,SMOTE,8,5,0.1,0.5,5,sqrt,-0.18445121951219515,0.16657798271953894,0.47909407665505227,0.09589797173883544,0.895814740814741,0.04415050243722043,0.2946428571428571,0.14967013048428757
Non_temporal,SMOTE,8,5,0.1,0.5,8,log2,-0.18445121951219515,0.16657798271953894,0.47909407665505227,0.09589797173883544,0.895814740814741,0.04415050243722043,0.2946428571428571,0.14967013048428757
Non_temporal,SMOTE,8,5,0.1,0.5,8,sqrt,-0.18445121951219515,0.16657798271953894,0.47909407665505227,0.09589797173883544,0.895814740814741,0.04415050243722043,0.2946428571428571,0.14967013048428757
Non_temporal,SMOTE,8,5,0.23333333333333334,0.1,3,log2,0.05066782810685252,0.20766889719848272,0.3957607433217189,0.08501164990594838,0.8214615787026271,0.08331843509493618,0.44642857142857145,0.19804529475731103
