datatype,sampling,time_step,n_estimators,learning_rate,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Temporal,RandomOverSampler,12,5,0.001,0.06726431463273568,0.128227746743299,0.13987854251012147,0.052748278870136646,0.7700793650793651,0.1785834387495549,0.20714285714285716,0.12857142857142856
Temporal,RandomOverSampler,12,5,0.01,0.08148255253518412,0.13454665201331797,0.13994601889338731,0.04337760640913119,0.7673015873015874,0.1404541279419494,0.22142857142857145,0.12857142857142856
Temporal,RandomOverSampler,12,5,0.05,0.08404665509928667,0.13447020984925373,0.13738191632928473,0.04758132942263547,0.7517460317460317,0.17469254567016765,0.22142857142857145,0.12857142857142856
Temporal,RandomOverSampler,12,5,0.1,0.04888181993445151,0.12845762753459425,0.12968960863697704,0.036875457608860567,0.8123015873015873,0.13146903851355846,0.17857142857142855,0.13923991921155662
Temporal,RandomOverSampler,12,10,0.001,0.07495662232504338,0.13085677573778967,0.13218623481781375,0.03901448069622757,0.7748015873015873,0.14395863380294244,0.20714285714285716,0.12857142857142856
Temporal,RandomOverSampler,12,10,0.01,0.08482504337767496,0.15019882994015288,0.13481781376518218,0.04294467606628621,0.763095238095238,0.1543931300257345,0.21964285714285717,0.13787055819255442
Temporal,RandomOverSampler,12,10,0.05,0.0756675342201658,0.15767889353309153,0.12968960863697704,0.04910945822691234,0.7700396825396826,0.1971436598979132,0.20535714285714285,0.15178571428571427
Temporal,RandomOverSampler,12,10,0.1,0.029855889724310775,0.11479679896390206,0.12192982456140349,0.04673444701417039,0.803968253968254,0.15203333365649116,0.15178571428571427,0.11552067135454192
Temporal,RandomOverSampler,12,20,0.001,0.08738914594177752,0.1442005442501866,0.1322537112010796,0.044015088413766355,0.7575396825396826,0.1530089983965813,0.21964285714285717,0.13787055819255442
Temporal,RandomOverSampler,12,20,0.01,0.06053595527279737,0.13364641656598714,0.13232118758434547,0.056111349627956865,0.741468253968254,0.19476417266890844,0.19285714285714284,0.10973065354098013
Temporal,RandomOverSampler,12,20,0.05,0.03196452670136881,0.13429141599641475,0.13232118758434547,0.05046895172941811,0.8064285714285713,0.13904048416136813,0.16428571428571428,0.11866605518454391
Temporal,RandomOverSampler,12,20,0.1,0.02332995951417004,0.10285393438989587,0.11417004048582995,0.04543100250897685,0.8075396825396824,0.15029418116451587,0.1375,0.1065609196273978
Temporal,RandomOverSampler,12,50,0.001,0.09911075766338925,0.14601628465258693,0.13481781376518215,0.04731514049426987,0.7458730158730159,0.15168099406549057,0.2339285714285714,0.1365692057499921
Temporal,RandomOverSampler,12,50,0.01,0.0319645267013688,0.1262962217342136,0.13232118758434547,0.05012042007971203,0.7992063492063493,0.1554745496887096,0.16428571428571428,0.11866605518454391
Temporal,RandomOverSampler,12,50,0.05,0.057352515905147484,0.13088198193803535,0.11943319838056679,0.06003805760172429,0.7511904761904763,0.1744939232515009,0.17678571428571427,0.10668055022317033
Temporal,RandomOverSampler,12,50,0.1,0.004304029304029303,0.1294632386795469,0.1064102564102564,0.04302861613137937,0.8778571428571427,0.15381044522796392,0.11071428571428572,0.13594904507624486
Temporal,RandomOverSampler,24,5,0.001,0.05843324527535052,0.13122126893296115,0.1844238975817923,0.05518218041996723,0.789459151959152,0.0936393863300827,0.24285714285714283,0.1224744871391589
Temporal,RandomOverSampler,24,5,0.01,0.037967384677910984,0.13153655170695747,0.19238975817923185,0.06415603222713052,0.8106135531135532,0.09983102105980671,0.23035714285714284,0.1273879059072272
Temporal,RandomOverSampler,24,5,0.05,0.08073054257264782,0.11703354508222077,0.18712660028449501,0.06437422843169847,0.7753754578754578,0.09042138541254198,0.26785714285714285,0.12137603905690306
Temporal,RandomOverSampler,24,5,0.1,0.056886303596829904,0.10930976378879463,0.17347083926031295,0.07553359559362413,0.7962484737484737,0.10067918298192875,0.23035714285714284,0.13911390502544513
Temporal,RandomOverSampler,24,10,0.001,0.04771895956106481,0.1606116833347473,0.18442389758179228,0.053842186043268014,0.8031135531135531,0.1174663897853915,0.23214285714285712,0.14463183379511846
Temporal,RandomOverSampler,24,10,0.01,0.044990855517171295,0.11953182933407229,0.19786628733997155,0.07138628645570214,0.8120934784170079,0.09491822975103154,0.24285714285714283,0.1346291201783626
Temporal,RandomOverSampler,24,10,0.05,0.04962406015037593,0.12901597562268813,0.17894736842105263,0.07264949557790376,0.794502442002442,0.12381117230824125,0.22857142857142856,0.12494896917525643
Temporal,RandomOverSampler,24,10,0.1,0.06755486689697214,0.11353313240452233,0.16280227596017072,0.06862204061373042,0.7840659340659341,0.11137673036940765,0.23035714285714284,0.1273879059072272
Temporal,RandomOverSampler,24,20,0.001,0.054930400325137164,0.11539945056592428,0.2004267425320057,0.0624252677897902,0.8011384448884449,0.08673726799634714,0.25535714285714284,0.12878206951501991
Temporal,RandomOverSampler,24,20,0.01,0.047764681975208285,0.11518123266777627,0.19509246088193458,0.07500238592965913,0.8076887165122459,0.09511349984631709,0.24285714285714283,0.1346291201783626
