datatype,sampling,time_step,n_estimators,learning_rate,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,5,0.001,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,5,0.01,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,5,0.05,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,5,0.1,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,10,0.001,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,10,0.01,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,10,0.05,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,10,0.1,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,20,0.001,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,20,0.01,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,20,0.05,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,20,0.1,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,50,0.001,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,50,0.01,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,50,0.05,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,8,50,0.1,0.22129790940766553,0.2073950170394729,0.18763066202090592,0.07648700917027916,0.6866901888960714,0.1468077877380832,0.4089285714285714,0.18804343017678937
Non_temporal,SMOTE,12,5,0.001,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,5,0.01,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,5,0.05,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,5,0.1,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,10,0.001,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,10,0.01,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,10,0.05,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,10,0.1,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,20,0.001,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,20,0.01,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,20,0.05,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,20,0.1,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
Non_temporal,SMOTE,12,50,0.001,0.3141840882694541,0.16597082732643775,0.16498257839721253,0.05553667051183627,0.632387334887335,0.1212952386617842,0.47916666666666663,0.16247625657497552
