,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
62,1028,11339,M1.2,2011.11.04_01:03_TAI,8.625778e+22,74.858,-0.00061323,12486.48,36.02,5722.248,45.702,-0.00111194,44.825,85.797,0.02225948,96206930000000.0,3798145000000.0,1.881794e+24,39.484,2590.884521,4.964,69.584
63,1028,11339,M1.4,2011.11.04_06:35_TAI,8.360743e+22,74.335,-0.00036726,11667.59,37.128,5725.749,45.498,-0.00073302,45.741,84.729,0.03475831,100886000000000.0,2110924000000.0,1.817665e+24,40.356,2664.396484,5.036,43.08
64,1041,11342,M1.1,2011.11.07_13:35_TAI,4.131011e+22,82.675,0.00240471,5456.919,19.315,2319.609,39.585,0.00617199,36.873,86.72,-0.09951228,45037120000000.0,5698882000000.0,4.468229e+23,30.746,1072.075928,4.303,148.265
65,1028,11348,M1.2,2011.11.13_09:12_TAI,5.415203e+22,74.595,-0.00301808,5632.262,18.832,2335.365,33.018,-0.00802326,34.662,78.177,-0.13306691,46907110000000.0,6029982000000.0,5.977705e+23,28.976,1381.882324,4.023,241.181
66,1066,11346,M1.9,2011.11.13_12:43_TAI,2.376157e+22,79.317,0.00290009,3373.084,10.341,1043.235,35.531,0.00803286,30.137,82.147,0.08133261,20021480000000.0,3063054000000.0,1.544388e+23,23.067,456.591919,3.938,99.983
67,1028,11348,M1.1,2011.11.13_22:35_TAI,5.45942e+22,64.183,-0.0028792,5141.065,20.339,2114.721,30.841,-0.00807786,35.979,68.372,-0.06107299,43632330000000.0,9477749000000.0,5.682238e+23,29.036,1189.104736,3.948,239.613
68,1209,11387,M1.5,2011.12.24_02:27_TAI,1.68267e+21,145.797,0.00166587,1829.487,3.933,121.481,66.037,0.00642798,31.836,144.181,0.6777913,2689239000000.0,947385500000.0,6.671789e+21,22.45,179.912079,0.0,4.574
69,1209,11387,M2.3,2011.12.24_20:30_TAI,2.557441e+21,122.555,0.0029069,2783.289,28.223,222.197,64.467,0.01342225,47.192,121.608,0.60202676,5936801000000.0,1658164000000.0,2.001193e+22,36.398,176.138672,2.975,15.738
70,1256,11389,M2.4,2011.12.29_13:15_TAI,6.483509e+22,84.19,0.00450926,6504.707,17.539,3868.024,39.675,0.01080418,34.643,92.78,-0.12543453,70460060000000.0,14623080000000.0,7.88664e+23,29.5,1915.736816,4.484,411.668
71,1256,11389,M1.5,2011.12.29_16:26_TAI,7.054894e+22,82.917,0.00205041,5702.685,17.153,4056.742,39.182,0.00531875,35.065,89.484,-0.08192983,77444010000000.0,8836537000000.0,7.965719e+23,29.567,1963.673462,4.539,215.656
72,1321,11401,M1.7,2012.01.16_19:12_TAI,8.343766e+22,69.249,-0.00528695,8565.214,27.105,4404.542,40.375,-0.01132588,41.417,75.515,0.0260169,80417970000000.0,23063710000000.0,1.329871e+24,34.323,2308.823486,4.678,618.071
73,1321,11402,M3.2,2012.01.17_16:05_TAI,8.211785e+22,77.617,-0.00505214,8692.512,30.089,5007.122,44.082,-0.01158996,42.648,83.853,0.07107843,101710500000000.0,15027000000000.0,1.405175e+24,37.033,2429.582764,4.844,614.952
74,1350,11410,M1.0,2012.02.04_20:00_TAI,3.241822e+22,94.248,-0.00324625,4946.843,18.506,1639.259,39.64,-0.0096604,36.26,96.597,-0.05012564,36364090000000.0,4144816000000.0,3.400898e+23,30.197,1074.834595,4.12,168.046
75,1449,11429,M1.8,2012.03.03_19:30_TAI,3.54783e+22,61.327,-0.01990297,16524.05,45.12,2251.453,40.123,-0.02817551,49.879,83.459,0.04080662,31398050000000.0,25780250000000.0,8.996655e+23,44.296,1174.107788,4.48,815.942
76,1449,11429,M1.3,2012.03.03_22:34_TAI,3.729768e+22,58.759,-0.02105236,16120.76,44.964,2327.075,40.336,-0.03119314,50.316,75.937,0.01185803,33018200000000.0,33319400000000.0,9.531755e+23,44.544,1170.646973,4.387,937.272
77,1449,11429,M1.3,2012.03.04_00:28_TAI,3.751544e+22,58.864,-0.02169055,16351.77,44.911,2289.149,40.596,-0.03189428,49.942,75.485,0.06790796,32617650000000.0,34263410000000.0,9.614055e+23,44.221,1146.399658,4.381,960.284
78,1449,11429,M1.2,2012.03.04_01:44_TAI,3.740196e+22,59.897,-0.02195385,15830.24,44.57,2348.605,42.107,-0.03232768,49.912,76.87,0.06824449,33708580000000.0,34805890000000.0,9.303213e+23,44.25,1138.865112,4.355,971.37
79,1449,11429,M1.0,2012.03.04_04:05_TAI,3.77381e+22,60.362,-0.02073586,14847.98,43.667,2339.726,42.072,-0.0319927,49.769,76.632,0.03888307,34953950000000.0,35790270000000.0,9.055846e+23,44.408,1150.173218,4.4,952.253
80,1449,11429,M1.0,2012.03.04_07:55_TAI,3.720995e+22,64.289,-0.01975919,13530.96,40.434,2273.733,43.82,-0.03129872,48.36,79.712,0.04693991,35906840000000.0,36540800000000.0,8.164539e+23,43.143,1213.139893,4.551,897.739
81,1449,11429,M2.1,2012.03.04_12:41_TAI,3.85241e+22,70.762,-0.0201829,12574.75,39.325,2627.927,48.11,-0.03296388,48.099,87.665,0.0395414,42931310000000.0,40662200000000.0,7.964151e+23,42.73,1259.135864,4.627,962.502
82,1449,11429,M1.0,2012.03.04_22:53_TAI,4.65265e+22,81.014,-0.02262369,13844.64,38.425,3599.799,54.584,-0.03619487,47.923,97.11,-0.01750903,56476480000000.0,47475880000000.0,1.065174e+24,42.226,1378.838135,4.887,1310.545
83,1461,11432,M2.8,2012.03.12_15:21_TAI,9.498254e+21,124.918,0.00165076,3488.103,16.376,813.31,58.047,0.0052053,37.892,126.227,0.04244326,17174230000000.0,3780367000000.0,7.029598e+22,31.546,452.292999,3.662,25.049
84,1464,11434,M1.3,2012.03.15_20:39_TAI,3.099216e+21,131.904,0.00054153,4454.654,18.278,236.153,72.842,0.00150226,41.942,130.423,0.50735945,4840679000000.0,1293817000000.0,2.900013e+22,29.684,280.641113,2.288,2.655
85,1603,11466,M1.0,2012.04.25_08:24_TAI,1.055369e+22,105.788,-0.00305846,9061.791,42.245,857.543,70.479,-0.00725911,54.632,104.616,0.24197333,18328600000000.0,2775510000000.0,2.101217e+23,43.079,632.942871,3.493,53.401
86,1621,11471,M1.9,2012.05.05_14:31_TAI,1.672989e+22,106.22,0.00873296,10645.22,38.307,1295.19,61.685,0.01918638,49.148,109.768,0.21938229,26088260000000.0,4523934000000.0,3.651812e+23,40.811,1102.148682,4.27,225.581
87,1638,11476,M1.4,2012.05.06_13:08_TAI,6.000837e+22,70.515,-0.00690673,10304.5,29.881,3990.511,43.714,-0.01238313,42.192,84.696,-0.13797905,60621520000000.0,17162250000000.0,1.03018e+24,35.582,1885.816406,4.634,519.924
88,1638,11476,M4.7,2012.05.07_12:32_TAI,5.779398e+22,80.491,-0.01068496,11975.96,35.843,4413.777,51.035,-0.01968335,45.445,92.833,-0.18437298,75001910000000.0,25157120000000.0,1.198428e+24,39.177,2054.22168,4.836,805.08
89,1638,11476,M1.8,2012.05.07_14:08_TAI,5.934395e+22,81.905,-0.01018909,11496.83,35.525,4472.096,51.673,-0.01930358,45.437,94.201,-0.14481378,78247900000000.0,27102630000000.0,1.20441e+24,39.181,2073.312256,4.858,803.736
90,1638,11476,M4.1,2012.05.07_21:05_TAI,5.976575e+22,85.588,-0.00982547,11828.7,36.485,4503.102,52.695,-0.01874892,45.855,96.367,-0.10455541,79318360000000.0,28366420000000.0,1.269197e+24,39.65,2054.64624,4.917,793.819
91,1638,11476,M5.7,2012.05.08_04:18_TAI,5.577965e+22,90.024,-0.01076861,13387.37,38.207,4418.976,55.303,-0.01952386,46.993,100.274,-0.05867732,77124000000000.0,25741280000000.0,1.313283e+24,40.609,2040.328491,4.98,795.391
92,1638,11476,M1.7,2012.05.08_20:26_TAI,5.75795e+22,95.289,-0.01797872,14357.55,40.366,5111.097,58.949,-0.03377358,48.479,104.533,-0.02425901,89633440000000.0,58875790000000.0,1.523852e+24,41.834,2197.610352,5.016,1436.805
93,1724,11494,M2.1,2012.06.04_20:06_TAI,1.037305e+22,98.54,-0.00394397,9358.634,40.91,711.702,53.431,-0.00964962,49.318,101.632,0.1338899,16351280000000.0,5233032000000.0,2.103555e+23,41.626,513.997925,3.867,66.752
94,1806,11513,M1.0,2012.06.28_12:52_TAI,1.737623e+22,96.327,-0.01126467,6161.749,20.97,1153.58,46.945,-0.02643901,38.175,101.821,0.13433629,22390790000000.0,14195310000000.0,2.034232e+23,32.135,485.223541,4.275,280.017
95,1806,11513,M1.6,2012.06.28_18:32_TAI,2.238939e+22,94.005,-0.01139578,4843.896,18.304,1347.805,44.805,-0.03064533,36.621,98.052,0.08122239,27399710000000.0,20472150000000.0,2.194137e+23,29.797,580.105469,4.286,388.664
96,1806,11513,M2.8,2012.06.29_19:18_TAI,2.432015e+22,103.113,-0.00899306,5775.067,19.934,1669.955,48.753,-0.02369322,36.706,105.322,0.11342979,33207370000000.0,15454360000000.0,2.83175e+23,30.77,841.632751,4.276,332.024
97,1806,11513,M1.1,2012.06.30_00:35_TAI,2.541592e+22,102.196,-0.00697519,5443.833,20.345,1759.713,48.463,-0.01919533,37.723,104.938,0.07848051,36570070000000.0,12299530000000.0,2.886222e+23,32.042,846.86499,4.235,278.456
98,1807,11515,M5.6,2012.06.30_10:52_TAI,3.49455e+22,100.232,-0.00434,10026.78,40.053,2819.531,60.159,-0.00967867,49.715,106.674,-0.05849873,61037070000000.0,20853560000000.0,7.263882e+23,42.541,1385.999512,4.776,236.738
99,1807,11515,M3.8,2012.06.30_20:07_TAI,3.264973e+22,106.602,-0.00590965,12741.22,42.059,2750.698,66.854,-0.01073894,50.538,114.368,-0.12140934,54235910000000.0,15702520000000.0,7.714752e+23,43.411,1458.692871,4.748,269.439
100,1807,11515,M2.0,2012.06.30_23:56_TAI,3.351403e+22,99.304,-0.00492145,11721.17,43.037,2560.846,61.012,-0.00991921,51.128,105.679,-0.17520723,52831370000000.0,15883950000000.0,7.83137e+23,43.844,1461.143188,4.739,247.593
101,1807,11515,M2.3,2012.07.02_04:37_TAI,3.375336e+22,98.99,-0.00981813,11921.18,49.273,3041.234,66.202,-0.02191801,55.034,106.936,-0.0955392,63950810000000.0,25650510000000.0,8.711323e+23,47.232,1654.316406,4.783,540.233
102,1807,11515,M5.3,2012.07.02_09:55_TAI,3.249097e+22,96.808,-0.00917543,11930.13,51.918,2918.513,67.115,-0.02190049,56.362,102.676,-0.08216947,63932390000000.0,24469910000000.0,8.664311e+23,48.674,1678.110107,4.837,501.768
103,1807,11515,M2.3,2012.07.02_12:24_TAI,3.36528e+22,97.127,-0.0096898,11355.12,50.735,3074.793,66.915,-0.02377495,56.111,104.344,-0.08821616,68968920000000.0,27187890000000.0,8.743444e+23,48.214,1715.831665,4.87,561.786
104,1807,11515,M1.3,2012.07.02_14:40_TAI,3.405727e+22,97.316,-0.00953627,11209.67,51.133,3164.306,66.978,-0.02366612,56.72,102.877,-0.03569806,70468810000000.0,25247330000000.0,8.845821e+23,48.518,1695.971436,4.813,566.626
105,1806,11513,M1.8,2012.07.02_16:39_TAI,2.370889e+22,101.805,-0.00688396,9418.35,42.756,1902.81,63.091,-0.01681948,52.857,102.853,0.29826596,40918540000000.0,11189360000000.0,5.001569e+23,43.133,1720.710327,4.32,275.269
106,1807,11515,M4.6,2012.07.02_22:09_TAI,3.51789e+22,97.393,-0.00933678,11423.63,51.553,3422.575,66.334,-0.02206225,57.041,102.991,-0.08114477,71220410000000.0,25654850000000.0,9.198385e+23,48.553,1660.845947,4.899,566.08
107,1807,11515,M1.2,2012.07.02_23:55_TAI,3.508796e+22,98.565,-0.00824318,11673.18,51.865,3371.994,67.657,-0.01930051,57.292,104.095,-0.08009362,72872920000000.0,24962400000000.0,9.304758e+23,48.639,1668.30542,4.86,494.739
