,HARPNUM,NOAANUM,CLASS,PEAKTIME,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH
25,3291,11875,M4.3,2013.10.21_09:20_TAI,2.32e+22,111.953,-0.01255252,6851.818,32.065,2437.681,66.141,-0.03502146,46.524,116.745,0.22628939,49600000000000.0,19800000000000.0,3.47e+23,38.527,1374.837891,4.653,478.126
26,3295,11877,M9.3,2013.10.22_12:30_TAI,3.46e+22,92.281,0.01074641,11386.5,35.25,2318.53,49.131,0.02228912,45.878,95.729,0.02129743,45800000000000.0,20400000000000.0,7.75e+23,39.73,1364.817627,4.482,550.442
27,3291,11875,X1.0,2013.10.26_14:03_TAI,4.49e+22,96.802,-0.01121383,11166.92,34.083,3314.916,53.46,-0.02334485,45.513,103.208,0.14885218,64600000000000.0,31000000000000.0,9.8e+23,39.042,1863.131836,4.763,741.1
28,3291,11875,M5.1,2013.10.26_16:41_TAI,4.59e+22,97.546,-0.01318005,11763.08,34.487,3432.814,53.686,-0.02564875,44.966,105.717,0.14809518,64800000000000.0,37400000000000.0,1e+24,39.028,1891.241089,4.793,845.751
29,3291,11875,X2.3,2013.10.28_09:54_TAI,6.35e+22,70.268,-0.01238834,11252.67,30.596,3445.187,37.073,-0.0250524,42.41,81.444,0.04304122,60100000000000.0,52100000000000.0,1.31e+24,35.852,2008.4552,4.531,1085.801
30,3341,11890,X1.1,2013.11.06_16:26_TAI,5.27e+22,96.013,0.00903666,11194.5,42.383,4600.942,58.131,0.02126733,49.952,100.878,0.02437569,90400000000000.0,15900000000000.0,1.24e+24,43.416,2401.651123,4.906,753.621
31,3341,11890,X1.1,2013.11.08_17:14_TAI,3.63e+22,106.664,0.011741,11430.57,47.802,3498.427,69.71,0.02648725,55.203,108.423,0.15873364,68000000000000.0,16300000000000.0,8.92e+23,46.207,2210.021729,4.546,689.784
32,3364,11893,X1.0,2013.11.17_22:26_TAI,4.91e+22,97.35,0.00922291,8656.392,28.121,3583.474,51.974,0.01916019,41.132,105.886,-0.15371539,65000000000000.0,19300000000000.0,7.75e+23,35.225,1565.986206,4.902,621.679
33,3563,11943,M4.0,2014.01.03_07:46_TAI,1.16e+23,76.874,0.00838909,10369.88,29.736,7088.455,42.737,0.01644042,42.465,85.807,0.04573341,132000000000000.0,53800000000000.0,2.19e+24,37.411,3593.579102,5.026,1336.936
34,3535,11936,M1.9,2014.01.03_10:52_TAI,6.05e+22,78.786,0.00382445,5679.849,18.527,3120.286,37.467,0.00841624,35.129,84.941,-0.19737107,51600000000000.0,9920000000000.0,6.1e+23,29.567,1808.149048,4.498,309.314
35,3563,11944,X1.2,2014.01.06_06:32_TAI,9.43e+22,96.11,0.01568061,16786.85,46.886,8126.544,58.496,0.02675382,52.338,102.531,0.21409258,151000000000000.0,66300000000000.0,2.99e+24,45.836,4496.771973,5.065,2104.322
36,3587,11947,M3.6,2014.01.06_15:47_TAI,5.38e+21,101.674,-0.00391347,5140.341,14.521,314.437,49.074,-0.00765272,34.005,103.953,-0.55393755,4840000000000.0,1880000000000.0,4.56e+22,26.504,133.737045,3.548,26.111
37,3721,11974,M1.7,2014.02.09_15:31_TAI,1.82e+22,112.428,0.00617323,7096.705,30.057,1653.21,61.769,0.01607058,45.975,113.461,-0.02278656,34600000000000.0,6330000000000.0,2.79e+23,37.068,976.960083,3.986,182.752
38,3894,12017,X1.0,2014.03.28_05:48_TAI,1.07e+22,123.634,0.00441434,7443.374,31.094,1003.249,76.936,0.01117805,49.35,125.174,0.23570956,20000000000000.0,6420000000000.0,1.7e+23,37.479,779.701538,4.047,75.949
39,3999,12036,M7.3,2014.04.17_01:03_TAI,2.83e+22,96.696,0.00391252,11077.5,52.724,2635.087,64.566,0.00917479,57.194,100.723,0.3511894,56200000000000.0,8980000000000.0,7.1e+23,48.49,1477.619873,4.556,188.787
40,4000,12035,X1.3,2014.04.23_12:27_TAI,6.74e+22,82.154,0.00828886,5689.841,17.814,3960.89,38.204,0.0207865,34.789,92.879,-0.23853222,67100000000000.0,27000000000000.0,7.26e+23,27.931,2027.421509,4.605,796.096
41,4071,12051,M1.8,2014.05.04_21:03_TAI,4.22e+22,90.309,-0.00789286,7542.144,26.008,2869.853,48.254,-0.01757059,40.267,96.344,-0.13499998,50700000000000.0,17000000000000.0,5.99e+23,33.926,1208.783813,4.428,472.151
42,4071,12051,M1.0,2014.05.05_10:09_TAI,4.12e+22,84.764,-0.00454504,7528.114,23.521,2520.2,43.263,-0.00995288,37.675,92.816,-0.27947584,44100000000000.0,10600000000000.0,5.58e+23,31.635,1155.432373,4.545,253.604
43,4197,12085,M3.1,2014.06.11_10:16_TAI,6.69e+22,95.547,0.00533935,10818.14,37.972,4627.196,53.999,0.0107249,47.134,101.739,-0.11307433,93700000000000.0,23500000000000.0,1.38e+24,40.547,3003.106445,4.844,513.39
44,4698,12192,M4.0,2014.10.22_19:48_TAI,1.39e+23,97.513,-0.00322057,20737.07,51.029,12607.896,60.538,-0.0052296,53.686,111.281,0.12487602,222000000000000.0,12400000000000.0,5.26e+24,47.839,6764.608398,5.502,615.232
45,4781,12205,M2.0,2014.11.05_16:25_TAI,4.93e+22,76.102,0.01715722,6136.529,20.496,3563.71,42.179,0.04062641,36.847,86.574,-0.02441877,59800000000000.0,39800000000000.0,5.7e+23,30.939,1271.967041,4.672,1200.782
46,4781,12205,X1.6,2014.11.06_05:26_TAI,4.89e+22,88.309,0.02379431,6875.051,20.027,4202.876,47.295,0.05590031,36.975,98.35,0.01184574,67100000000000.0,53400000000000.0,6.33e+23,31.218,1329.393311,4.809,1649.779
47,4817,12209,M3.7,2014.11.14_08:46_TAI,1.1e+23,72.116,-0.00101832,8549.578,22.11,5407.631,33.186,-0.002329,36.221,80.26,-0.01853002,100000000000000.0,15900000000000.0,1.73e+24,31.387,3206.274414,4.658,155.467
48,4941,12241,M1.1,2014.12.15_13:50_TAI,1.6e+22,102.54,0.00957321,6587.156,24.183,1164.184,55.144,0.02022246,40.089,107.36,-0.01078876,21400000000000.0,6400000000000.0,1.91e+23,33.466,506.648529,4.261,208.782
49,4920,12242,M8.7,2014.12.15_16:51_TAI,5.61e+22,110.06,0.00897049,8343.594,29.907,4883.515,59.235,0.02451445,44.906,114.576,0.4560633,101000000000000.0,35900000000000.0,1.02e+24,36.518,4382.071289,4.948,828.551
50,4941,12241,M6.9,2014.12.17_09:58_TAI,3.25e+22,91.536,0.0139285,13163.45,51.864,2995.556,62.188,0.02972116,56.061,99.827,0.17399679,61400000000000.0,25300000000000.0,9.09e+23,48.676,1355.388306,4.818,724.603
51,4920,12242,X1.8,2014.12.18_12:28_TAI,8.82e+22,105.815,0.00866818,10043.46,33.186,7289.925,57.984,0.02191776,44.914,111.634,0.38633388,144000000000000.0,62200000000000.0,1.85e+24,38.094,4729.348633,5.208,1201.6
52,5026,12257,M5.6,2015.01.11_16:24_TAI,2.83e+22,91.394,-0.00115759,9351.127,33.876,2014.775,54.234,-0.0023224,45.375,98.696,-0.12458461,36500000000000.0,2470000000000.0,4.85e+23,38.968,930.184448,4.439,45.184
53,5144,12280,M2.4,2015.02.08_11:35_TAI,1.61e+22,109.991,0.00039584,10035.13,45.917,1740.325,74.81,0.00099088,55.11,112.457,0.09997111,35100000000000.0,2040000000000.0,3.62e+23,44.982,881.773926,4.576,10.761
54,5298,12297,M5.8,2015.03.08_11:53_TAI,3.1e+22,83.137,0.01755049,6472.347,22.392,1910.49,41.222,0.04202406,37.509,89.463,-0.19571799,35700000000000.0,36900000000000.0,3.82e+23,31.479,862.508301,4.35,779.382
55,5298,12297,M5.1,2015.03.08_15:24_TAI,3.04e+22,85.671,0.01784524,6607.173,23.171,1894.107,41.881,0.04203934,38.187,91.426,-0.08921897,35000000000000.0,35000000000000.0,3.82e+23,32.379,887.661194,4.317,776.357
56,5298,12297,X2.2,2015.03.10_04:22_TAI,2.91e+22,100.207,0.03458467,9441.82,31.098,2929.056,54.547,0.07901946,43.866,107.245,0.14932667,48300000000000.0,53800000000000.0,5.57e+23,37.719,1161.824463,4.876,1536.493
57,5298,12297,M1.0,2015.03.16_11:34_TAI,3.2e+22,103.601,0.0211311,9777.96,25.573,2864.839,51.784,0.04739438,39.905,109.545,0.22411808,46500000000000.0,28600000000000.0,6.06e+23,34.146,1231.363037,4.812,986.695
58,5692,12371,M3.0,2015.06.17_05:36_TAI,4.45e+22,73.63,-0.00641204,12903.62,37.718,2696.719,46.314,-0.01029721,46.497,86.219,-0.07748511,43900000000000.0,12900000000000.0,9.56e+23,40.202,1545.511841,4.607,357.849
59,5692,12371,M2.0,2015.06.19_13:42_TAI,4.99e+22,80.01,-0.00837439,17487.45,55.021,3716.653,55.031,-0.01423604,55.376,90.383,0.01685627,71500000000000.0,16400000000000.0,1.62e+24,49.752,1846.559937,5.0,583.938
60,5692,12371,M2.6,2015.06.19_14:36_TAI,5.02e+22,79.743,-0.00854644,17101.89,55.519,3725.598,54.52,-0.01491845,55.741,89.593,-0.02123933,73000000000000.0,17100000000000.0,1.62e+24,49.932,1869.245972,4.953,611.335
61,5692,12371,M6.5,2015.06.21_06:23_TAI,4.43e+22,79.505,-0.01704092,19624.54,62.149,3499.114,55.536,-0.02895888,60.194,88.345,-0.06177873,67300000000000.0,36900000000000.0,1.71e+24,53.69,1865.553467,4.795,1115.123
62,5692,12371,M7.9,2015.06.23_20:16_TAI,4.04e+22,87.528,-0.01056354,15297.54,54.967,3160.399,55.762,-0.02054786,56.714,94.066,-0.13614893,62900000000000.0,22800000000000.0,1.28e+24,49.952,1745.056396,4.664,667.901
63,5885,12403,M1.4,2015.08.19_21:48_TAI,2.89e+22,100.018,0.00217546,6199.981,16.761,2058.698,51.896,0.00472683,35.461,109.71,-0.13139457,36000000000000.0,6880000000000.0,3.12e+23,29.655,933.717468,4.663,82.313
64,5885,12403,M1.2,2015.08.20_18:49_TAI,3.51e+22,101.741,-0.00156415,6867.446,27.424,2710.381,57.289,-0.0037133,42.459,109.616,-0.12479847,53900000000000.0,3440000000000.0,4.68e+23,35.788,1352.263672,4.802,80.2
65,5982,12423,M3.6,2015.09.26_15:55_TAI,4.24e+21,134.977,0.00312283,2720.873,6.108,311.709,58.456,0.00756168,31.599,137.155,-0.24613492,5530000000000.0,813000000000.0,2.08e+22,23.927,140.460495,3.481,17.997
66,6052,12445,M1.9,2015.11.02_15:26_TAI,2.3e+22,101.315,0.00110009,9710.405,33.188,1876.13,62.917,0.00187641,44.851,110.686,-0.07004265,32800000000000.0,1840000000000.0,3.78e+23,38.038,761.595947,4.809,32.259
67,6063,12443,M3.7,2015.11.03_01:52_TAI,3.81e+22,102.055,0.00296957,10293.54,43.362,3187.343,62.705,0.00735739,52.916,105.047,0.21611357,65600000000000.0,16500000000000.0,8.71e+23,44.109,2157.787109,4.638,189.15
68,6206,12473,M2.3,2015.12.31_12:11_TAI,2.96e+22,103.551,0.00620431,5135.087,16.263,1606.46,43.999,0.0155208,34.064,106.385,-0.12031108,32000000000000.0,16300000000000.0,2.93e+23,28.55,972.647644,4.053,266.773
69,6483,12529,M6.7,2016.04.16_12:29_TAI,4.79e+22,88.114,-0.00887936,17243.73,48.779,3158.213,52.549,-0.01464546,52.861,94.875,0.17826177,65900000000000.0,29200000000000.0,1.57e+24,47.172,2066.996826,4.753,607.73
70,6670,12567,M7.6,2016.07.21_17:16_TAI,4.55e+22,79.772,-0.00536001,10909.0,40.757,2910.79,45.082,-0.01088246,48.756,85.828,-0.0288822,55400000000000.0,12500000000000.0,9.76e+23,42.535,1530.712036,4.705,361.018
71,6670,12567,M5.5,2016.07.21_17:31_TAI,4.57e+22,78.571,-0.00530352,10865.08,41.15,2924.399,44.457,-0.01085455,48.764,84.453,0.01226132,55600000000000.0,13100000000000.0,9.82e+23,42.833,1544.248535,4.719,360.958
72,6972,12644,M4.4,2017.03.31_09:48_TAI,1.13e+22,87.257,0.00395057,13417.63,51.399,678.484,52.963,0.00734075,53.907,89.31,0.35170281,14200000000000.0,3080000000000.0,2.97e+23,45.852,466.37796,3.989,65.793
73,6972,12644,M5.3,2017.03.31_20:02_TAI,1.23e+22,87.835,0.00234464,10574.15,46.233,708.026,50.903,0.00494012,50.469,90.337,0.3263469,16100000000000.0,3250000000000.0,2.67e+23,43.472,451.231567,3.936,44.534
74,6972,12644,M2.1,2017.04.01_06:38_TAI,1.53e+22,90.382,0.00148889,8038.554,37.855,917.654,47.85,0.00363615,46.85,94.118,0.11941198,20100000000000.0,1540000000000.0,2.62e+23,39.946,503.427368,4.125,36.575
75,6972,12644,M1.2,2017.04.01_13:05_TAI,1.75e+22,98.802,0.00608798,7534.002,35.434,1197.252,52.201,0.01426228,45.836,103.963,-0.12974378,25300000000000.0,8060000000000.0,2.71e+23,38.791,571.571899,4.322,164.838
76,6972,12644,M5.8,2017.04.02_02:29_TAI,2.95e+22,91.14,0.00774185,7190.226,31.397,2360.855,52.278,0.01776363,42.832,102.682,0.00043226,44600000000000.0,11400000000000.0,4.15e+23,37.049,930.730347,4.555,336.593
77,7075,12665,M2.4,2017.07.12_14:09_TAI,2.71e+22,86.609,-0.00926422,14924.78,55.709,1973.279,56.229,-0.01875974,58.671,88.766,0.18263529,42400000000000.0,7750000000000.0,9.05e+23,50.65,1346.364746,3.869,422.949
78,7115,12673,M1.5,2017.09.03_03:30_TAI,5.03e+21,95.372,-0.00524526,9320.304,55.571,432.379,65.274,-0.01384757,61.687,94.888,-0.06579634,10400000000000.0,3530000000000.0,1.23e+23,49.65,228.408707,3.783,51.97
79,7115,12673,X9.3,2017.09.05_00:02_TAI,3.43e+22,101.735,-0.04313459,20235.58,56.081,5280.184,75.76,-0.07036982,58.318,120.57,-0.05783701,74800000000000.0,58100000000000.0,1.31e+24,50.438,1348.213257,5.156,2100.266
80,7115,12673,M7.3,2017.09.05_22:15_TAI,4.07e+22,105.565,-0.06671126,21382.89,51.503,6593.411,75.517,-0.0998897,54.402,123.527,-0.20845592,83300000000000.0,91000000000000.0,1.53e+24,47.529,1555.746338,5.208,3596.204
81,7115,12673,X1.3,2017.09.06_02:36_TAI,4.18e+22,103.192,-0.06845314,21951.77,50.326,6618.145,73.144,-0.09946083,53.65,120.155,-0.22844732,81700000000000.0,91000000000000.0,1.58e+24,47.051,1559.338379,5.152,3711.461
82,7115,12673,M3.9,2017.09.06_11:59_TAI,4.53e+22,110.105,-0.03697439,21630.71,47.17,7357.481,76.954,-0.06190259,51.792,126.385,-0.31327546,101000000000000.0,78400000000000.0,1.76e+24,45.785,1717.884888,5.305,2271.374
83,7115,12673,M1.2,2017.09.06_15:43_TAI,4.93e+22,108.463,-0.05700319,19179.24,42.577,7444.161,73.292,-0.08348453,49.545,123.547,-0.23068549,93600000000000.0,93200000000000.0,1.6e+24,43.165,1757.873413,5.294,3579.857
84,7115,12673,M8.1,2017.09.06_19:49_TAI,5.26e+22,104.241,-0.05010771,19214.29,41.237,7474.539,69.445,-0.0738772,47.951,118.697,-0.02490371,96900000000000.0,83200000000000.0,1.69e+24,41.954,1807.80603,5.236,3325.148
