,HARPNUM,NOAANUM,CLASS,PEAKTIME,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH
0,377,11158,X2.2,2011.02.14_13:56_TAI,2.416427e+22,93.429,0.0139435,15371.74,59.408,2940.413,68.471,0.03022219,60.629,101.466,0.05428162,51564980000000.0,9554389000000.0,8.171862e+23,52.303,1078.161865,4.829,558.116
1,401,11166,M2.0,2011.03.07_02:30_TAI,2.316485e+22,96.645,-0.00533317,11578.92,48.318,1829.461,61.27,-0.01061526,53.676,101.45,0.1734377,37233650000000.0,9006182000000.0,5.367295e+23,45.522,946.170837,4.352,186.149
2,393,11164,M3.7,2011.03.07_08:12_TAI,6.534931e+22,85.268,0.00282031,8713.998,24.84,4221.041,45.785,0.00602177,39.556,94.534,0.01900536,76527690000000.0,18570440000000.0,1.046693e+24,33.991,1927.615967,4.976,255.077
3,637,11226,M2.5,2011.06.06_18:41_TAI,2.467217e+22,106.978,0.00883266,3060.831,9.296,1419.924,43.043,0.02821628,31.113,107.913,0.03075903,28870750000000.0,19611660000000.0,1.577271e+23,25.68,835.5047,3.859,342.725
4,750,11261,M6.0,2011.08.03_01:48_TAI,2.197264e+22,108.482,0.03107668,12412.3,43.839,2749.692,69.981,0.06843232,52.421,118.732,0.11320896,46264420000000.0,39793480000000.0,5.587943e+23,43.969,1273.788696,4.742,1053.375
5,750,11261,M9.3,2011.08.03_15:57_TAI,2.283505e+22,110.12,0.03297869,9905.426,36.273,2703.347,67.229,0.08787693,48.156,117.633,0.02316026,47244360000000.0,50423220000000.0,4.888735e+23,40.213,1261.0896,4.861,1225.521
6,833,11283,X1.8,2011.09.07_10:38_TAI,1.632159e+22,104.886,0.01167684,8778.207,35.67,1492.765,60.17,0.03394029,47.658,108.083,0.33540449,30222910000000.0,16567810000000.0,3.266647e+23,39.452,1167.043823,4.383,327.185
7,1449,11429,X1.1,2012.03.04_16:09_TAI,4.101543e+22,75.157,-0.01887275,12523.12,38.655,2793.505,50.09,-0.03194191,47.913,89.461,0.0560889,48522250000000.0,42028440000000.0,8.683681e+23,42.604,1293.034424,4.669,985.384
8,1449,11429,X5.4,2012.03.06_12:24_TAI,5.142906e+22,86.128,-0.02868787,16168.71,48.559,4822.117,58.945,-0.04929499,52.815,103.405,-0.02384534,80922120000000.0,71634430000000.0,1.475973e+24,47.182,1902.607544,5.199,1971.861
9,1449,11430,X1.3,2012.03.06_13:14_TAI,5.154811e+22,86.162,-0.02877818,15946.13,49.261,4822.241,59.068,-0.05006887,52.974,103.237,0.02282101,80891810000000.0,73744600000000.0,1.470754e+24,47.503,1893.843384,5.171,1998.616
10,1449,11429,M6.3,2012.03.08_15:53_TAI,5.166582e+22,93.89,-0.02665776,13997.29,50.739,4918.869,62.355,-0.05753326,54.069,102.314,-0.00307309,91886840000000.0,89948770000000.0,1.47251e+24,47.421,2400.012207,5.095,2111.454
11,1449,11429,M8.4,2012.03.10_05:44_TAI,5.071251e+22,103.513,-0.02336034,12200.14,42.577,4126.583,61.763,-0.04698247,49.402,109.102,-0.05454718,77430020000000.0,74139530000000.0,1.173438e+24,42.369,2339.924072,4.794,1691.802
12,1449,11429,M7.9,2012.03.13_05:41_TAI,5.39468e+22,81.427,-0.01286097,8619.181,25.203,3065.809,42.448,-0.02749388,39.328,86.738,-0.19234873,56061400000000.0,43323710000000.0,8.577206e+23,33.008,1562.137939,4.529,963.66
13,1638,11476,M5.1,2012.05.16_13:47_TAI,4.364698e+22,69.035,-0.00258783,6383.25,17.497,1766.721,30.45,-0.0063542,33.594,71.853,-0.18564105,33514560000000.0,8610232000000.0,5.332863e+23,27.248,905.641174,4.182,162.788
14,1750,11504,M1.9,2012.06.14_02:35_TAI,3.558129e+22,89.553,0.0102972,14954.93,56.086,2905.873,62.171,0.01961416,59.126,95.859,0.09843077,60826950000000.0,22284340000000.0,1.116734e+24,50.668,1548.759766,4.685,578.981
15,1807,11515,X1.1,2012.07.06_11:08_TAI,6.530352e+22,100.483,-0.01897451,13925.33,34.164,6659.341,61.419,-0.03183082,45.158,114.443,-0.14612126,103838500000000.0,57901260000000.0,1.555318e+24,38.757,2448.98291,5.243,1595.7
16,1834,11520,X1.4,2012.07.12_04:49_TAI,8.833503e+22,96.767,0.0098319,12769.68,46.047,6992.043,57.683,0.02148572,52.525,101.385,0.23100102,139608400000000.0,61399160000000.0,2.398114e+24,45.202,4600.288574,5.063,1390.271
17,1879,11532,M6.2,2012.07.28_08:56_TAI,8.269025e+22,90.035,-0.00238881,5983.467,19.259,4558.641,43.463,-0.0059844,36.983,92.55,0.05585344,89841090000000.0,7318382000000.0,9.657151e+23,30.575,2936.319824,4.615,290.31
18,2220,11618,M3.5,2012.11.21_03:30_TAI,1.854501e+22,110.082,-0.0138814,9797.734,45.697,2440.738,73.675,-0.03553057,55.627,117.252,0.44742441,45274690000000.0,15748440000000.0,4.204771e+23,45.332,1050.738525,4.678,448.55
19,2546,11692,M1.2,2013.03.14_18:58_TAI,1.608226e+22,100.722,-0.01200328,14441.86,39.114,1220.772,53.378,-0.02226558,48.062,104.061,0.6851781,24397440000000.0,8340939000000.0,4.491057e+23,40.898,990.177673,3.827,281.057
20,2739,11745,M5.0,2013.05.22_01:32_TAI,2.301042e+22,71.988,-0.00116977,2559.505,10.295,799.002,27.835,-0.004048,28.791,74.0,-0.05053949,17757070000000.0,1325405000000.0,1.266484e+23,22.259,437.418793,3.34,43.581
21,3291,11875,M4.3,2013.10.22_09:20_TAI,2.495368e+22,108.138,-0.00368417,10451.56,44.522,3123.525,71.683,-0.00996485,54.613,116.085,0.37232897,63587070000000.0,8542798000000.0,6.111978e+23,45.274,1615.690918,4.922,162.229
22,3295,11877,M9.3,2013.10.23_12:30_TAI,3.19614e+22,99.836,0.01318006,12807.53,42.235,2604.844,58.584,0.0273202,50.256,103.218,0.15159541,54500290000000.0,28966160000000.0,8.321127e+23,43.266,1660.811401,4.58,644.795
23,3291,11875,X1.0,2013.10.27_14:03_TAI,5.792214e+22,85.184,-0.00905142,10415.35,28.226,3529.473,44.988,-0.01868676,41.669,93.217,0.05731665,67097580000000.0,35733570000000.0,1.121239e+24,35.77,1898.348022,4.61,733.699
24,3291,11875,M5.1,2013.10.27_16:41_TAI,6.089516e+22,82.279,-0.00738425,10643.73,28.801,3643.007,43.757,-0.01510479,41.572,90.569,0.06010435,70415510000000.0,29025260000000.0,1.198182e+24,36.296,1907.378174,4.477,625.926
25,3341,11890,X1.1,2013.11.07_16:26_TAI,4.315973e+22,97.292,0.01236714,11892.52,48.264,4356.401,64.055,0.02978531,53.783,100.638,0.0682805,82360270000000.0,27084380000000.0,1.11967e+24,46.042,2341.69751,4.795,876.719
26,3341,11890,X1.1,2013.11.09_17:14_TAI,3.430797e+22,107.466,0.01597188,11672.66,44.529,3366.566,67.605,0.03438714,52.977,113.041,0.02684076,62452440000000.0,26620390000000.0,8.19704e+23,44.081,2176.266113,4.597,844.513
27,3364,11893,X1.0,2013.11.18_22:26_TAI,5.820531e+22,78.534,0.01075658,7327.969,20.277,3397.571,42.115,0.02167431,36.968,87.135,-0.06261659,56377910000000.0,30064610000000.0,7.403712e+23,30.646,1569.609253,4.723,818.307
28,3563,11943,M4.0,2014.01.04_07:46_TAI,1.088652e+23,86.75,0.00770501,11740.82,36.278,7684.75,50.032,0.01470942,46.146,94.308,0.0900737,151747000000000.0,39936030000000.0,2.410371e+24,41.042,3859.927246,5.146,1191.056
29,3563,11944,X1.2,2014.01.07_06:32_TAI,8.481212e+22,93.341,0.01575716,17026.43,52.33,7353.627,58.81,0.0285049,55.923,99.508,0.21574619,144294600000000.0,71831630000000.0,2.927895e+24,49.107,4428.777832,4.989,2040.237
30,3686,11967,M6.6,2014.01.30_04:11_TAI,9.317853e+22,86.884,-0.00235831,14015.5,30.122,8418.267,49.641,-0.00421504,42.092,97.334,0.02583843,125158700000000.0,1679052000000.0,2.281867e+24,37.145,2573.093994,0.0,289.11
31,3721,11974,M1.7,2014.02.10_15:31_TAI,1.74467e+22,111.299,0.00475249,8501.58,38.973,1888.92,68.976,0.01255181,51.722,112.675,0.1589649,39812580000000.0,2482433000000.0,3.442805e+23,41.19,1166.299683,4.35,144.913
32,3894,12017,X1.0,2014.03.29_05:48_TAI,1.203509e+22,122.398,0.01505728,7554.957,25.653,1149.391,68.952,0.03917394,43.494,128.079,0.00606509,22175810000000.0,14028020000000.0,1.862084e+23,35.007,786.542969,4.328,279.448
33,3941,12027,M6.5,2014.04.02_02:05_TAI,2.544077e+22,81.485,-0.00418315,6422.368,17.816,1365.165,35.998,-0.01042135,34.719,84.432,0.03276407,24770130000000.0,831332400000.0,3.231028e+23,28.785,630.460327,4.043,158.458
34,3999,12036,M7.3,2014.04.18_01:03_TAI,2.838492e+22,99.294,0.0034363,8991.062,44.623,2323.878,60.869,0.00829479,52.625,102.257,0.2215661,49927810000000.0,5575967000000.0,5.667214e+23,44.382,1345.862915,4.335,163.087
35,4097,12055,M1.2,2014.05.07_04:29_TAI,7.704719e+22,70.071,0.00224317,11047.24,30.863,4339.617,38.225,0.00438628,42.773,79.176,-0.09163033,75733180000000.0,5165824000000.0,1.543985e+24,34.784,2286.690918,4.786,236.065
36,4197,12085,M3.1,2014.06.12_10:16_TAI,8.869315e+22,89.343,0.00262079,10342.18,30.895,5738.103,48.18,0.00513279,43.405,97.512,-0.15943645,110194800000000.0,16444020000000.0,1.688209e+24,37.556,3238.94751,4.997,322.124
37,4294,12106,M1.4,2014.06.30_23:23_TAI,4.704285e+22,89.312,-0.00013865,2290.322,5.854,2454.255,38.511,-0.00041752,27.944,90.591,-0.065963,48074760000000.0,2498337000000.0,2.119361e+23,22.968,926.463013,4.129,9.661
38,4344,12113,M6.5,2014.07.08_04:20_TAI,1.242152e+22,100.331,0.0047631,4036.91,13.265,780.163,46.837,0.01098623,33.128,103.625,-0.3949171,13792640000000.0,3887111000000.0,9.105455e+22,26.393,292.073547,3.736,80.892
39,4698,12192,M4.0,2014.10.23_19:48_TAI,1.44264e+23,95.082,-0.00297365,19015.39,51.909,12043.397,58.478,-0.00534174,54.256,106.344,0.09932285,227235700000000.0,10873870000000.0,5.312531e+24,48.676,6896.401855,5.442,625.561
40,4781,12205,M5.4,2014.11.05_15:46_TAI,4.793034e+22,77.38,0.01763674,6254.543,19.207,3493.666,43.036,0.03954731,35.692,88.454,-0.05392471,57106370000000.0,38414390000000.0,5.42078e+23,29.943,1251.64624,4.679,1150.903
41,4781,12205,M2.0,2014.11.06_16:25_TAI,4.721326e+22,92.478,0.02181381,6495.034,22.157,4085.398,48.38,0.05750834,38.031,99.857,-0.03099165,73435430000000.0,49864730000000.0,6.156501e+23,32.8,1398.212891,4.799,1556.917
42,4781,12205,X1.6,2014.11.07_05:26_TAI,4.079302e+22,103.132,0.02867682,7666.801,24.656,4052.933,53.545,0.07079376,39.57,110.392,0.09373035,66979720000000.0,56006340000000.0,6.185984e+23,33.944,1459.802612,4.876,1742.203
43,4817,12209,M3.7,2014.11.15_08:46_TAI,1.209543e+23,87.963,0.00390062,8214.26,19.308,7211.073,41.484,0.0088272,36.31,94.068,0.06099404,138256200000000.0,34911000000000.0,1.855571e+24,31.515,4141.656738,4.816,663.472
44,4941,12241,M1.1,2014.12.16_13:50_TAI,2.410096e+22,100.295,0.01093444,9305.09,41.354,1999.957,60.375,0.02489256,50.219,107.441,-0.03473854,42816180000000.0,15639060000000.0,4.568099e+23,42.975,995.785461,4.486,404.202
45,4920,12242,M8.7,2014.12.16_16:51_TAI,6.24179e+22,108.326,0.00530294,9735.874,36.151,5428.565,61.785,0.01400869,48.038,113.07,0.43425199,113046900000000.0,24753550000000.0,1.319796e+24,39.623,4765.849609,5.031,541.287
46,4941,12241,M6.9,2014.12.18_09:58_TAI,3.359346e+22,86.839,0.01614871,15934.94,56.974,3042.314,61.88,0.03316161,58.128,93.564,0.10952457,60588390000000.0,31735880000000.0,1.11684e+24,50.985,1499.283325,4.916,852.2
47,4920,12242,X1.8,2014.12.19_12:28_TAI,1.01006e+23,99.929,0.00512568,7645.303,29.15,7313.067,50.713,0.01419279,41.878,104.603,0.19403341,150238300000000.0,46272140000000.0,1.638377e+24,35.56,4337.577637,5.156,827.048
48,5026,12257,M5.6,2015.01.12_16:24_TAI,3.088142e+22,80.138,-0.00156557,7961.969,25.363,1808.469,44.142,-0.00317649,39.839,87.977,-0.21644166,30548400000000.0,4965778000000.0,4.330731e+23,33.755,789.535034,4.289,64.12
