,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
63,6670,12567,M7.6,2016.07.21_05:16_TAI,4.361648e+22,80.113,-0.00328181,11879.78,47.019,3121.664,47.677,-0.00676384,52.202,86.265,-0.04380965,61021860000000.0,5599462000000.0,1.064198e+24,45.938,1574.828613,4.764,221.358
64,6670,12567,M5.5,2016.07.21_05:31_TAI,4.383305e+22,80.043,-0.00358844,11723.2,47.205,3126.547,47.459,-0.00743155,52.011,85.897,-0.04741855,61208820000000.0,6712034000000.0,1.057131e+24,45.975,1569.135986,4.747,243.655
65,6972,12644,M4.4,2017.03.30_21:48_TAI,1.160827e+22,84.855,0.004954,12952.85,53.772,722.53,51.58,0.00967318,55.686,86.889,0.32633784,15750570000000.0,3170769000000.0,3.185287e+23,48.055,453.617493,3.667,91.728
66,6972,12644,M5.3,2017.03.31_08:02_TAI,1.159341e+22,83.806,0.00373236,12661.61,52.441,699.377,49.569,0.00740578,54.259,86.883,0.49113178,14771410000000.0,4693113000000.0,3.059019e+23,46.649,456.340942,4.066,67.899
67,6972,12644,M2.1,2017.03.31_18:38_TAI,1.279373e+22,86.773,0.00122878,10273.46,45.991,724.23,48.909,0.00275796,50.669,89.625,0.31772608,16628140000000.0,3421272000000.0,2.798986e+23,43.388,472.790314,4.104,25.206
68,6972,12644,M1.2,2017.04.01_01:05_TAI,1.418516e+22,85.388,0.00244857,8542.725,37.848,810.342,45.921,0.00546262,45.882,88.748,0.25034288,17546920000000.0,2858994000000.0,2.466655e+23,39.199,446.753754,3.701,53.234
69,6972,12644,M5.8,2017.04.01_14:29_TAI,1.830952e+22,100.386,0.00813253,7459.586,34.528,1307.529,52.889,0.01846552,45.623,107.217,-0.18159582,26696490000000.0,9501501000000.0,2.745532e+23,38.256,614.712891,4.329,225.377
70,7075,12665,M2.4,2017.07.12_02:09_TAI,2.845634e+22,89.892,-0.01218797,15816.54,57.451,2306.245,60.659,-0.02229329,59.867,89.873,-0.06500369,47792810000000.0,18862180000000.0,9.720309e+23,51.971,1325.968262,4.029,563.974
71,7115,12673,M1.5,2017.09.02_15:30_TAI,3.171113e+21,90.098,0.00502657,12742.47,60.688,219.695,60.679,0.01074028,63.032,86.707,0.45984885,5438178000000.0,1402175000000.0,9.642478e+22,51.688,134.360413,2.829,28.641
72,7115,12673,M1.0,2017.09.02_18:22_TAI,3.580435e+21,92.282,0.00390125,11629.55,60.221,244.21,64.499,0.00818732,62.891,90.377,0.26366013,5613278000000.0,895023100000.0,9.799572e+22,51.054,150.16246,2.94,24.753
73,7115,12673,M5.5,2017.09.02_20:33_TAI,3.999086e+21,94.091,0.00038969,10711.05,57.195,306.412,64.383,0.00086463,61.892,93.82,0.18592098,7184594000000.0,2159958000000.0,1.043812e+23,49.769,168.125702,3.113,2.86
74,7115,12673,X9.3,2017.09.04_12:02_TAI,3.01018e+22,102.385,-0.04281011,19838.57,58.392,3963.611,74.682,-0.07235352,59.865,121.397,0.05487184,64806260000000.0,63716530000000.0,1.141304e+24,52.455,1231.747192,5.175,1854.491
75,7115,12673,M7.3,2017.09.05_10:15_TAI,3.730333e+22,104.193,-0.05166617,19343.95,54.562,5916.446,74.256,-0.08747458,56.556,122.992,0.08931766,81476890000000.0,79856230000000.0,1.372442e+24,49.065,1493.927124,5.254,2760.162
76,7115,12673,X1.3,2017.09.05_14:36_TAI,3.884043e+22,102.723,-0.05375035,19053.22,53.414,6161.825,73.696,-0.09011777,55.937,120.437,-0.04428192,83575390000000.0,82187550000000.0,1.404725e+24,48.879,1556.242554,5.232,2983.789
77,7115,12673,M3.9,2017.09.05_23:59_TAI,4.116054e+22,102.258,-0.06704891,21447.25,50.799,6618.409,73.335,-0.09952597,53.756,119.826,-0.08580072,82407560000000.0,87630310000000.0,1.54608e+24,47.142,1545.557617,5.171,3639.482
78,7115,12673,M1.2,2017.09.06_03:43_TAI,4.254882e+22,104.983,-0.06782676,21952.02,49.696,6663.937,74.178,-0.09896152,53.181,121.742,-0.10669714,83883250000000.0,94290770000000.0,1.597919e+24,46.666,1578.076172,5.18,3717.449
79,7115,12673,X8.2,2017.09.08_16:06_TAI,5.862207e+22,79.723,-0.01256153,12602.83,31.274,4522.461,48.767,-0.0218148,42.97,94.056,-0.14572863,68694860000000.0,18291300000000.0,1.238112e+24,36.651,1855.089111,4.826,929.214
