,HARPNUM,NOAANUM,CLASS,PEAKTIME,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,USFLUX_diff,MEANGBT_diff,MEANJZH_diff,MEANPOT_diff,SHRGT45_diff,TOTUSJH_diff,MEANGBH_diff,MEANALP_diff,MEANGAM_diff,MEANGBZ_diff,MEANJZD_diff,TOTUSJZ_diff,SAVNCPP_diff,TOTPOT_diff,MEANSHR_diff,AREA_ACR_diff,R_VALUE_diff,ABSNJZH_diff
0,377,11158,X2.2,2011-02-14 01:56:00,2.246101e+22,107.736,0.02172406,15533.1,54.882,2975.118,77.983,0.04141339,59.541,117.582,0.10488009,50329220000000.0,12261480000000.0,7.077275e+23,50.329,945.314636,4.805,745.287,5.061009999999999e+21,2.5690000000000026,0.00519124,2469.17,2.0060000000000002,399.7460000000001,5.388999999999996,0.01923358,0.21000000000000085,2.1680000000000064,0.00575502,5529220000000.0,14038520000000.0,1.9772750000000004e+23,0.4100000000000037,169.01428199999998,0.07699999999999996,45.618999999999915
1,401,11166,M2.0,2011-03-06 14:30:00,2.235615e+22,93.863,-0.00194259,10914.06,44.178,1636.71,56.639,-0.0039419,50.68,99.163,0.13036661,33448540000000.0,3884153000000.0,4.733711e+23,43.479,961.502686,4.303,63.441,5.243850000000002e+21,2.524000000000001,0.00241886,528.4200000000001,1.9299999999999997,168.11899999999991,4.195,0.004768929999999999,1.7560000000000002,3.0549999999999926,0.018080879999999994,2351460000000.0,2415847000000.0,7.56289e+22,1.7100000000000009,6.172057999999993,0.04900000000000038,110.088
2,393,11164,M3.7,2011-03-06 20:12:00,6.039302e+22,91.233,0.00753529,9912.353,29.044,4229.148,49.56,0.01502758,41.15,100.01,-0.13113055,76312050000000.0,34306470000000.0,1.074422e+24,35.873,1934.446167,4.865,615.008,3.293020000000003e+21,2.089999999999989,0.00021807999999999984,1071.157000000001,5.017999999999997,125.32799999999952,3.7269999999999968,0.001028369999999999,3.076999999999998,3.36399999999999,0.18367407000000002,6587950000000.0,4993530000000.0,1.1557799999999997e+23,2.6850000000000023,182.50036599999976,0.21699999999999964,16.89199999999994
3,637,11226,M2.5,2011-06-06 06:41:00,2.38494e+22,109.706,0.00961968,3703.91,13.5,1505.331,47.602,0.03090698,34.321,110.939,0.00458129,31363240000000.0,19693860000000.0,1.879337e+23,28.525,970.551636,3.971,367.53,6.494000000000013e+20,4.299999999999997,0.0007506500000000003,864.5510000000004,4.744,103.09100000000012,4.814,0.0035916900000000015,3.5279999999999987,4.5190000000000055,0.11569568,2136760000000.0,893860000000.0,3.7066299999999974e+22,2.3930000000000007,124.93078600000001,0.33199999999999985,38.47099999999995
4,750,11261,M6.0,2011-08-02 13:48:00,1.989983e+22,109.891,0.03284878,12062.61,44.09,2547.054,73.681,0.07986514,53.27,115.866,0.32201284,43012470000000.0,44606710000000.0,5.269515e+23,43.929,1259.099854,4.777,1080.528,7.001700000000041e+20,1.9339999999999975,0.0004524399999999984,1949.0499999999993,2.550999999999995,293.2049999999999,4.884,0.007744959999999995,2.367999999999995,4.799999999999997,0.24873826000000002,2587530000000.0,2306710000000.0,6.6048500000000005e+22,1.4809999999999945,14.433592999999973,0.006999999999999673,18.919000000000096
5,750,11261,M9.3,2011-08-03 03:57:00,2.240558e+22,109.474,0.03428198,12019.99,43.44,2862.191,70.452,0.07922547,51.866,118.352,-0.03461739,46755270000000.0,46375610000000.0,5.611343e+23,43.442,1285.486938,4.73,1205.011,2.805580000000001e+21,2.9339999999999975,0.0023922199999999935,142.5,2.102000000000004,377.951,1.4920000000000044,0.00036397999999999986,1.9770000000000039,5.817000000000007,0.30446788,5155270000000.0,6775610000000.0,4.513429999999998e+22,1.2169999999999987,29.280639000000065,0.008999999999999453,160.9079999999999
6,833,11283,X1.8,2011-09-06 22:38:00,1.574615e+22,113.941,0.01458327,10300.17,37.082,1630.318,69.928,0.0357644,49.86,118.314,0.24709737,29136470000000.0,18908720000000.0,3.384889e+23,39.761,1212.428345,4.336,360.819,3.5384999999999836e+20,4.926000000000002,0.006256870000000001,1083.4400000000005,2.408999999999999,31.28300000000013,1.5889999999999986,0.011711970000000002,1.6360000000000028,7.761999999999986,0.11676952999999998,4963530000000.0,5708720000000.0,1.0511099999999993e+22,1.850999999999999,84.85949699999992,0.016000000000000014,123.43300000000002
7,1449,11429,X1.1,2012-03-04 04:09:00,3.790051e+22,61.66,-0.02073732,14635.0,42.289,2375.819,42.751,-0.0316551,49.339,79.403,0.07020875,35664430000000.0,35521030000000.0,8.881245e+23,43.869,1152.677368,4.436,947.592,2.8005099999999967e+21,6.289999999999999,0.002330470000000001,1300.6800000000003,1.6730000000000018,196.38599999999997,5.217999999999996,3.252000000000116e-05,0.42799999999999727,4.688000000000002,0.08474516,6964430000000.0,2421030000000.0,5.5124499999999924e+22,0.09899999999999665,46.355347000000165,0.1200000000000001,39.66700000000003
8,1449,11429,X5.4,2012-03-06 00:24:00,5.332782e+22,89.149,-0.0321058,18206.98,45.66,5119.345,59.904,-0.04833915,51.177,106.736,-0.04734338,77800240000000.0,76721450000000.0,1.604684e+24,45.734,1720.481201,5.152,2130.605,5.627819999999994e+21,4.878,0.005545199999999997,2180.629999999999,4.354999999999997,894.7550000000001,1.014000000000003,0.008498019999999995,1.8729999999999976,5.201000000000008,0.08527496,13500240000000.0,23921450000000.0,3.7468400000000005e+23,1.8659999999999997,168.10485800000015,0.20199999999999996,592.587
9,1449,11430,X1.3,2012-03-06 01:14:00,5.372936e+22,89.536,-0.03300918,18189.7,46.386,5227.58,60.44,-0.04934162,51.243,107.903,-0.03644013,79464740000000.0,80033020000000.0,1.609369e+24,46.017,1736.178833,5.153,2198.94,5.62936e+21,4.933000000000007,0.00533024,2214.9500000000007,5.658000000000001,1006.3810000000003,1.7729999999999961,0.00798538,2.1750000000000043,5.588000000000008,0.07502990000000001,15864740000000.0,24233020000000.0,3.693690000000001e+23,2.3700000000000045,176.98889199999985,0.15699999999999914,587.528
