,HARPNUM,NOAANUM,CLASS,PEAKTIME,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,USFLUX_diff,MEANGBT_diff,MEANJZH_diff,MEANPOT_diff,SHRGT45_diff,TOTUSJH_diff,MEANGBH_diff,MEANALP_diff,MEANGAM_diff,MEANGBZ_diff,MEANJZD_diff,TOTUSJZ_diff,SAVNCPP_diff,TOTPOT_diff,MEANSHR_diff,AREA_ACR_diff,R_VALUE_diff,ABSNJZH_diff
0,345,11149,M1.3,2011-01-26 13:03:00,2.21e+22,77.458,0.00318894,7058.576,21.203,1125.812,35.493,0.0074759,36.119,83.284,-0.45213342,20900000000000.0,7190000000000.0,2.92e+23,28.83,564.053101,4.19,99.387,2.914290000000002e+21,1.2950000000000017,0.0007275300000000001,421.39999999999964,2.631999999999998,188.98900000000003,1.3489999999999966,0.0015091100000000001,0.28300000000000125,0.9709999999999894,0.21466723000000001,4316140000000.0,740242000000.0,3.1279300000000034e+22,0.3290000000000006,68.47198400000002,0.0990000000000002,9.111999999999995
1,362,11153,M1.9,2011-02-07 13:31:00,6.97e+21,113.469,-0.0024686,3649.218,10.467,464.259,53.387,-0.00630027,32.995,120.948,-0.01695496,9380000000000.0,2100000000000.0,4.74e+22,27.293,199.34108,3.947,24.15,2.5706359999999996e+21,2.192999999999998,0.00331924,1840.6879999999999,3.5900000000000007,199.13100000000003,6.350000000000001,0.009166790000000001,1.9479999999999968,7.465999999999994,0.11863822,3469599000000.0,1001861000000.0,3.035677e+22,2.3870000000000005,58.459732,1.225,18.113999999999997
2,377,11158,M6.6,2011-02-12 05:38:00,4.94e+21,125.39,0.00894444,5757.768,29.832,451.349,77.005,0.02089216,49.604,125.23,0.11362994,8690000000000.0,3390000000000.0,5.9e+22,37.851,232.700699,3.404,69.051,1.280432e+21,11.587000000000003,0.006322899999999999,1032.04,10.085,78.38099999999997,2.281000000000006,0.01413839,6.701999999999998,8.50500000000001,0.11434903,1521017000000.0,2601437100000.0,2.330853e+22,4.448,65.63714599999997,0.15600000000000014,54.142
3,377,11158,M2.2,2011-02-13 05:26:00,1.24e+22,113.095,0.02661065,9642.839,49.796,1762.007,83.895,0.0712622,59.524,119.216,0.19456717,33400000000000.0,23200000000000.0,2.95e+23,48.628,566.928284,4.67,613.296,7.019298e+21,5.986999999999995,0.02692063,4599.1849999999995,15.268999999999998,1273.3200000000002,6.545999999999992,0.07217467999999999,5.591000000000001,1.965999999999994,0.03292555,22428320000000.0,22057214000000.0,2.2933089e+23,7.634999999999998,265.882233,1.092,610.2570000000001
4,384,11161,M1.1,2011-02-14 19:44:00,7.54e+21,107.58,-0.00576649,2458.055,3.694,454.132,45.728,-0.01486862,27.968,111.556,-0.40926298,8510000000000.0,2390000000000.0,3.46e+22,22.292,134.166183,3.304,61.044,2.775449e+21,15.914000000000001,0.00523602,87.3489999999997,0.5590000000000002,175.303,2.094999999999999,0.01594525,0.8069999999999986,12.582999999999998,0.27757735,3398935000000.0,1150411000000.0,1.2542299999999999e+22,0.6560000000000024,60.127326,0.06199999999999983,16.040000000000006
5,377,11158,M1.6,2011-02-15 02:25:00,2.66e+22,97.297,0.02194077,16238.07,57.186,3283.517,69.804,0.04187625,58.744,106.576,0.30270305,56700000000000.0,21000000000000.0,8.68e+23,51.335,1103.282959,4.827,883.006,2.392469999999999e+21,4.361999999999995,0.009382079999999998,802.9899999999998,2.1570000000000036,317.69799999999987,1.4579999999999984,0.014342179999999996,1.7490000000000023,5.163999999999987,0.23648355999999998,4445280000000.0,13723703000000.0,4.412589999999998e+22,0.9320000000000022,20.65368699999999,0.036000000000000476,378.26
6,377,11158,M6.6,2011-02-16 22:11:00,2.9e+22,102.032,0.01916542,11038.04,44.948,2689.073,64.041,0.03776712,51.293,110.907,0.09079613,51100000000000.0,33900000000000.0,6.25e+23,44.563,1103.807495,4.734,816.715,1.890239999999998e+21,5.632999999999996,0.0017646600000000012,2575.0699999999997,7.533999999999999,115.59100000000035,2.6129999999999995,0.0035728499999999955,3.9040000000000035,1.9350000000000023,0.013935409999999995,786080000000.0,1649970000000.0,1.135190999999999e+23,3.6439999999999984,6.369384999999966,0.20500000000000007,38.278999999999996
7,384,11162,M1.0,2011-02-16 22:26:00,1.63e+22,106.066,-0.00916894,9388.007,36.678,1334.502,59.717,-0.01935891,47.584,111.96,0.1794825,25200000000000.0,3060000000000.0,3.03e+23,40.328,666.678284,4.515,222.97,1.7603999999999974e+20,3.216000000000008,0.001945549999999999,351.5579999999991,2.840999999999994,171.36000000000013,0.27299999999999613,0.005518619999999998,1.284000000000006,1.7239999999999895,0.16712865999999998,3723860000000.0,2697543000000.0,6.876999999999978e+20,0.7190000000000012,25.223388999999997,0.09500000000000064,57.00399999999999
8,377,11158,M1.4,2011-02-17 01:03:00,3.05e+22,97.213,0.01944768,10424.24,42.608,2804.966,60.639,0.04021775,49.929,105.116,0.07112432,51200000000000.0,31800000000000.0,6.35e+23,43.33,1077.725952,4.763,891.462,3.2949399999999986e+21,4.564999999999998,0.0004193000000000009,1849.4500000000007,9.170000000000002,189.04500000000007,3.395000000000003,0.0033565600000000015,5.055,3.188999999999993,0.04384640999999999,433870000000.0,3122460000000.0,7.419689999999992e+22,4.8530000000000015,34.53381399999989,0.133,27.109000000000037
9,384,11162,M1.0,2011-02-17 02:08:00,1.56e+22,110.369,-0.00971281,10119.81,37.464,1289.319,62.871,-0.01883836,47.991,114.859,0.22842224,23900000000000.0,4980000000000.0,2.97e+23,40.266,660.72052,4.302,215.003,5.069099999999998e+20,7.307000000000002,0.0016284000000000003,259.7439999999988,1.110999999999997,81.74800000000005,3.497,0.0019926499999999986,1.2809999999999988,4.125999999999991,0.31706292,2104180000000.0,2382118000000.0,1.0385400000000003e+22,0.12999999999999545,23.816283999999996,0.20500000000000007,38.05099999999999
